,date,contents,city,city_in_disaster
146,2013-04-15T07:28:21.000Z,Is Key and the Nats trying to scare us all into allowing the GCSB to spy on our own citizens?  You betcha!,christchurch,0
147,2013-04-15T05:47:21.000Z,Eww. I sprayed myself with some vanilla EDT at The Body Shop. It was so revolting & cheap sickly smelling I had to wash it off.,christchurch,0
148,2013-04-15T13:59:22.000Z,"Getting up in the morning, when you feel like there's no point, that shows STRENGTH. #ProudToBeAFanOf 
@ddlovato
 thank you for inspiration!",christchurch,0
171,2013-04-15T07:31:56.000Z,My wife is so stylish and I'm wearing my new Pierre Cardin socks that match my favorite warrior's team. Life is perfect #tweetlikehosking,christchurch,0
172,2013-04-15T02:57:35.000Z,What would have been cool: if the AOE2 rerelease was for Mac and Linux also.,christchurch,0
173,2013-04-15T04:29:37.000Z,Hi Christchurch...,christchurch,0
174,2013-04-15T13:55:59.000Z,"You are more than the choices that you've made, you are more than the sum of your past mistakes. 
@tenthavenorth
 you are AMAZING!",christchurch,0
175,2013-04-14T10:26:49.000Z,@JadeJones11Yea great. Shame I won't be on my way to France in July. Got lots of news for ya. DM me your email address :-),christchurch,0
0,2013-04-15T13:47:43.000Z,And all of the sudden it's the last full week of classes of my college career. #timeflies #classof2013 #dyingalittle,nashville,0
1,2013-04-14T19:44:10.000Z,"First golf outing of the year with 
@JohnWCoker
 and 
@wardisthefun
 #FORE",nashville,0
2,2013-04-15T01:32:22.000Z,Thanks you everybody for your support  I love y'all and I will be out on Wednesday #timbo,nashville,0
3,2013-04-14T19:42:47.000Z,"Miami Heat just beat Chicago Bulls 105 to 93. We a beast baby... Ain't nobody stopping LeBron In The paint
#heatnation",nashville,0
4,2013-04-15T20:50:55.000Z,Today is another example of how fragile life is.  Appreciate your family and friends a bit more. Prayers to those in #boston #BostonMarathon,nashville,0
5,2013-04-14T17:47:59.000Z,I'm Strong Cause I Know My Weaknesses. I'm Alive Because I'm A Fighter.I'm Wise Because I've Been Foolish.I Laugh Because I've Know Sadness,nashville,0
6,2013-04-15T02:15:46.000Z,Is it sad that i can't wait for my parents to go to sleep so I can hog all of the wifi?,nashville,0
7,2013-04-15T22:52:40.000Z,I don't understand senseless acts of violence against innocent people... #Boston #prayersforboston,nashville,0
8,2013-04-15T20:27:25.000Z,"These are times where we need to stand strong in our faith, and for our country. #prayingforboston",nashville,0
9,2013-04-14T20:29:20.000Z,"""I don't know, I don't know what tomorrow may hold but I know, I know that You're holding it all""",nashville,0
10,2013-04-15T13:43:27.000Z,"These next few weeks are gonna be hell.
 #bringiton",nashville,0
11,2013-04-15T20:04:01.000Z,Praying for everybody in Boston right now. Horribly senseless. #prayforbostonmarathonrunners,nashville,0
12,2013-04-15T02:15:27.000Z,Made the big post on the 30 day challenge on FB if you want me to email it to you shoot me your email it starts tomorrow #letsgo,nashville,0
13,2013-04-15T02:49:57.000Z,this was my first and last Greek Sing and I couldn't be more proud of my Theta ladies. I am so honored to call you my sisters! #TLAM,nashville,0
14,2013-04-15T16:24:00.000Z,"Vanderbilt should send everyone to the north pole for exams so we aren't tempted to spend all of our time outside 
 #crunchtime",nashville,0
15,2013-04-14T15:43:51.000Z,"Matt: I want some Nike free runs. 
Dad: You don't run. The only thing you run after is food.",nashville,0
16,2013-04-15T21:30:49.000Z,You give me a uniform. You give me a number on my back and ill give the guts #42,nashville,0
17,2013-04-15T12:34:05.000Z,"So do not fear for I am with you;do not be dismayed for I am your God.
I will strengthen you and help you.
Isaiah 47:10",nashville,0
18,2013-04-15T01:52:15.000Z,"Not really sure how to feel about it, something in the way you move",nashville,0
38,2013-04-15T14:46:28.000Z,Lol stop being fake.,nashville,0
153,2013-04-15T21:15:09.000Z,#PrayForBoston!! Who Would Do That?!!,nashville,0
154,2013-04-15T17:03:32.000Z,"“@brookehirschy: ""That's always the case, sometimes."" - 
@emily_keeley
 #shitemilysays #germangotstruggles” Sorry I don't speak the English.",nashville,0
155,2013-04-15T23:06:43.000Z,"My daily life mainly consists of typing angry tweets directed at hypocritical and flat-out stupid people, then deleting them",nashville,0
156,2013-04-15T21:42:56.000Z,4 digit checks >>>>>,nashville,0
157,2013-04-15T22:37:22.000Z,"We are all in this together.
#Bostonhealing",nashville,0
158,2013-04-15T03:03:13.000Z,Who partys on a sunday night?,nashville,0
159,2013-04-15T23:24:49.000Z,"Today someone saw the pic of me and Ben R and asked if ""that gorgeous guy"" was my boyfriend. Response: If I say yes you can't ask questions.",nashville,0
160,2013-04-15T02:19:35.000Z,That moment when you get home and realize your fly is unzipped and you lose all sense of dignity... #shame,nashville,0
161,2013-04-14T19:54:33.000Z,My chips and salsa cravings are ridiculous lol,nashville,0
162,2013-04-15T17:30:32.000Z,I'm craving Mexican food.. Wait I always crave Mexican food. #lolol,nashville,0
163,2013-04-15T23:21:45.000Z,"Mayan prophecy isn't gonna end the world, neither will Mother Nature. The only thing that's gonna end the world: ourselves. #PrayForBoston",nashville,0
164,2013-04-14T23:01:58.000Z,And people say golf isn't exciting.....,nashville,0
165,2013-04-15T21:02:08.000Z,Prayers out to families affected by the disaster #bostonmarathon,nashville,0
166,2013-04-15T04:40:35.000Z,"“ Do something wonderful, people may imitate it. — Albert Schweitzer  #quotes”",nashville,0
167,2013-04-15T19:36:48.000Z,Prayers 2 everyone in Boston,nashville,0
190,2013-04-15T19:56:13.000Z,"Oh my lanta, I pray we aren't under attack! Please play for everyone involved with the Boston Marathon explosions!",nashville,0
191,2013-04-15T20:31:47.000Z,"Back rds home from Nashville  with my main man 
@dusty_vaughn
  #Gods country side",nashville,0
192,2013-04-15T13:21:33.000Z,"May you live in hysteria, and out of it make fine stories...which finally means, may you be in love every day for the next 20,000 days...",nashville,0
193,2013-04-15T00:20:27.000Z,"Follow me on my new account 
@ambubabe
 I'm going to deactivate this account...
Thanks 
Y'all ",nashville,0
216,2013-04-15T21:41:05.000Z,"So happy we just found a shuttle to get us to our hotel. I'm shocked at the news I saw about the Marathon, the coward who did this is awful.",nashville,0
249,2013-04-15T05:10:54.000Z,"""I was under the impression, by looking at your beard, that you were proud to be a man."" #duckdynasty",nashville,0
250,2013-04-15T13:22:38.000Z,"And out of that love, make a world.",nashville,0
251,2013-04-15T22:51:40.000Z,"I love you Boston. We will help you back up. 
#Bostonhealing 
#7News 
#Boston",nashville,0
252,2013-04-15T04:50:51.000Z,This nicki & Wayne video is HOT ,nashville,0
253,2013-04-15T21:07:02.000Z,INJURY ACCIDENT ON ROSA L PARKS BLVD AT JAMES ROBERTSON PARKWAY - on Metrocenter Blvd at 8th Ave as reported by police #Nashville #traffic,nashville,0
254,2013-04-15T12:28:44.000Z,Wow..I'm scared for my tests today,nashville,0
255,2013-04-15T23:43:32.000Z,"We've learned to fly in the air like birds, and swim the sea like fish.. But still haven't learned to walk the earth like brothers & sisters",nashville,0
256,2013-04-15T02:04:59.000Z,In happy news I just saw Forsbergs NHL debut.. And that is something I will look back on in the future and be proud of #HappyThoughts #Preds,nashville,0
257,2013-04-15T22:10:19.000Z,#ParagonPlace/LunaHeights injury accident on exit ramp to harding place - on I 24 EB at TN-255 as reported by police #Nashville #traffic,nashville,0
258,2013-04-15T21:34:34.000Z,#Antioch injury accident at ned shelton rd on Bell Rd south of Couchville Pike as reported by police #Nashville #traffic,nashville,0
259,2013-04-15T19:24:35.000Z,Until what age can you get away with wearing a brightly colored backpack (that is not associated with outdoor activities such as hiking)?,nashville,0
280,2013-04-14T21:07:43.000Z,working on these 4/20 CoolClub shirts! ,nashville,0
281,2013-04-15T02:37:00.000Z,Driving while texting is comparable to changing mechanics during the season.  Where's the baseball police when u need them?,nashville,0
282,2013-04-15T00:13:57.000Z,Never marry a girl who can't make breakfast ,nashville,0
283,2013-04-15T20:38:07.000Z,Praise God from whom all ChickFilA flows.,nashville,0
284,2013-04-15T21:26:04.000Z,This literary analysis will be the death of me ,nashville,0
305,2013-04-14T19:01:02.000Z,"Good lunch with 
@madison_butler
 @adoran96 
@meggy265
 @Home_BOYD
 @thegageanthony and #twitterlesssam / #cobaltdrop",nashville,0
306,2013-04-15T22:14:26.000Z,"It's your choice but even a shredded knee won't keep me away from the #preds
 game tonight. Full houses across the Country.  Send the message",nashville,0
307,2013-04-15T23:27:18.000Z,Lady Bisons move up in RPI rankings to #49 after beating top-25 ranked Upstate 2of3. Now 6 ASun teams in top 60 in RPI. #ASunSB #BeHerdLU,nashville,0
308,2013-04-14T21:58:50.000Z,like the bluths? i love the bluths!,nashville,0
358,2013-04-15T23:50:17.000Z,I'm just gonna go make some dinner and cuddle with my cats in front of the TV and pretend nothing bad ever happens in this world.,nashville,0
359,2013-04-15T20:26:50.000Z,"RT 
@AP
 BREAKING: Intelligence official: 2 more explosive devices found at Boston Marathon; being dismantled”",nashville,0
360,2013-04-14T02:16:45.000Z,"Headin 2 ATL next wknd 2 hit the studio 2 work on my solo album & shoot a video w/
@parteenetwork
 4 our song ""Real Recognize Real"" #Letsgetit",nashville,0
361,2013-04-14T23:52:16.000Z,Never seen so many girls care about golf this much in a while.,nashville,0
362,2013-04-14T17:56:16.000Z,"Doing a scene from Shutter Island, playing Dr. Cawley, for class today. Have a new appreciation for this film. #shutterisland",nashville,0
363,2013-04-15T19:55:50.000Z,"Pray for everyone in Boston, another horrid event that shouldn't of happened!",nashville,0
364,2013-04-15T20:11:42.000Z,Sending up prayers of supernatural peace and comfort to those families affected by the #bostonmarathon explosion. #church,nashville,0
365,2013-04-15T19:36:33.000Z,"Happy bday 
@Kaugen_Nicole
 !!! :)",nashville,0
366,2013-04-15T23:03:54.000Z,My prayers go out to the Boston marathon family's ,nashville,0
367,2013-04-15T03:21:08.000Z,The Academy Is... (circa 2004) playing in this pub. Not mad at it.,nashville,0
368,2013-04-15T21:07:47.000Z,"I can't stop thinking about how excited I am about 
@MerleFest
 next weekend (2 weeks!!!) #excitement #bluegrass #sun #music",nashville,0
369,2013-04-14T22:36:59.000Z,"I just finished doing an interview on ""Nothing But the Truth"" at WTN 99.7 
@truthzone
 Thanks Carl. Great show",nashville,0
370,2013-04-15T04:07:51.000Z,"I love 
@kyliegoesham
's tweets.
 #preachongirl",nashville,0
371,2013-04-15T04:28:58.000Z,"Just met 
@liannelahavas
 and I made an idiot of myself. She just gets life and music and I had the best time at her show tonight. Thanks.",nashville,0
0,2013-04-15T07:57:49.000Z,#footlocker is now open at city center! CANT. CONTAIN. EXCITEMENT.,beirut,0
1,2013-04-14T18:35:15.000Z,Psy's new song isnt bad #gentleman,beirut,0
2,2013-04-15T19:45:45.000Z,Lol at the people who tell me how to live my life,beirut,0
3,2013-04-15T16:48:33.000Z,I hate getting flashbacks from things I don't want to remember.,beirut,0
4,2013-04-15T21:05:33.000Z,"Sagesse took over Amchit ,31 pts difference .. Sagesse all the wayy",beirut,0
5,2013-04-15T21:45:31.000Z,Is it weird that I know the lyrics of the Barcelona anthem?,beirut,0
6,2013-04-15T18:45:39.000Z,If you don't want me now don't miss me later..,beirut,0
7,2013-04-15T15:58:34.000Z,Football players under 15 dm or whatsapp,beirut,0
8,2013-04-14T21:10:14.000Z,"Don't talk, just act. Don't say, just show. Don't promise, just prove..",beirut,0
9,2013-04-15T15:45:24.000Z,Forget about LV ! THE HANGOVER IS ON !! :D #movies,beirut,0
10,2013-04-15T13:18:25.000Z,In the bus. Waaaww aced my science testt #sohappyy #soeasy :D,beirut,0
11,2013-04-15T19:33:01.000Z,#Sagesse all the way !,beirut,0
12,2013-04-14T16:50:03.000Z,Bad predictions about #CFC ! ,beirut,0
13,2013-04-15T15:43:55.000Z,"Okay people I'm gonna need your help, let's trend #ColdplayToLebanon",beirut,0
14,2013-04-15T18:24:43.000Z,If there is pain after this joy ; i don't want this joy in the first place,beirut,0
15,2013-04-14T15:20:08.000Z,Easy game for #Riyadi  tonight against #Champville ,beirut,0
16,2013-04-14T19:35:13.000Z,Sometimes there are things you have to keep them for your self. It would be better.,beirut,0
17,2013-04-14T06:55:23.000Z,"Ayrer bheik up , will try to sleep again",beirut,0
18,2013-04-15T17:35:26.000Z,"#5WordsiHateToHear ""You are so handsome now!"" So you mean I was ugly before?",beirut,0
19,2013-04-15T18:47:10.000Z,Only know you love her when you let her go... And you let her go,beirut,0
148,2013-04-15T15:10:44.000Z,Time for something new,beirut,0
149,2013-04-14T13:53:10.000Z,"""
@MentionTo
: #MentionTo your friends who always do their homework at the last minute.""everyonee",beirut,0
150,2013-04-15T17:15:11.000Z,Boy beliebers just die ok,beirut,0
151,2013-04-15T16:26:15.000Z,Lips of an angel - hinder #np uuf what a song !,beirut,0
152,2013-04-15T03:08:26.000Z,Okay so its monday today. -.-,beirut,0
153,2013-04-14T06:18:54.000Z,Men are like wine.They take longtime to mature .,beirut,0
154,2013-04-15T17:49:02.000Z,"Its true, i crave you",beirut,0
155,2013-04-15T04:18:48.000Z,Won't go to school,beirut,0
156,2013-04-15T22:32:37.000Z,Taking Photos of Your Food And Putting them As Display Pictures or Just Uploading them and you Expect People To Follow you ? #Instagram,beirut,0
157,2013-04-14T10:31:56.000Z,"Sagesse, where it becomes a crime if a boy hugs a girl 
@sagesseproblems",beirut,0
158,2013-04-15T18:00:05.000Z,Sometimes all we have is hope!,beirut,0
159,2013-04-15T20:19:46.000Z,Say that pray for #Syria too bro!!,beirut,0
160,2013-04-15T15:33:45.000Z,We want what we can't have,beirut,0
161,2013-04-15T23:11:55.000Z,"This is not a joke ""zayn malik did it again""... Are u even humans?!! Wtf is wrong with you!!!! Just bc he's a muslim wow!! Thats too much!!",beirut,0
162,2013-04-15T18:11:27.000Z,"Whhhooo are youu , who who ? Who who ?",beirut,0
163,2013-04-15T13:01:34.000Z,Have to study svt,beirut,0
188,2013-04-15T17:41:40.000Z,"When someone mocks my Merlin fanboyism I say ""May the Dorocha find you"" and walk away",beirut,0
189,2013-04-14T15:17:09.000Z,Whatsapp is 1) The reason I don't sleep much 2) My phone battery lasts less 3) My grades are getting lower but I still love you whatsapp,beirut,0
190,2013-04-15T21:05:47.000Z,"""If u Expect The World To b Fair With u,Bcz u R Fair,u're Fooling Yourself!Thts Like Expecting The Lion Not to eat Yu, Bcz u didnt Eat It""",beirut,0
191,2013-04-15T14:06:11.000Z,"''Why do we even study Tarbya?'' 
My dear mind there's no reason, just shut up and study.",beirut,0
258,2013-04-15T16:31:23.000Z,Never get to clean up the mess you made,beirut,0
259,2013-04-15T19:50:56.000Z,"do what you can, with what you have, where you are....Good night :)",beirut,0
260,2013-04-15T16:47:56.000Z,The past is where you learned the lesson. The future is where you apply the lesson. Don't give up in the middle!,beirut,0
261,2013-04-14T20:27:00.000Z,"""
@MentionTo
: #MentionTo your friend who always has excuse for not doing homework.""
@TamaraBeaino",beirut,0
262,2013-04-15T21:02:45.000Z,100 3pts and he's out of the league.,beirut,0
263,2013-04-14T18:39:36.000Z,"Dear Mind, shut up and fall asleep.",beirut,0
264,2013-04-15T20:43:21.000Z,It's nice to look back in ur past when u see it  a lesson not  something to regret,beirut,0
265,2013-04-14T05:16:56.000Z,#ScientistsShouldInvent a genetically identical MORNING individual,beirut,0
266,2013-04-15T21:00:51.000Z,Congrats for HEKMEH !!! ,beirut,0
267,2013-04-15T15:01:00.000Z,Because everythng happens for a reason..,beirut,0
268,2013-04-15T08:14:09.000Z,"Arabic class, doing history homework with ceco",beirut,0
269,2013-04-14T20:20:51.000Z,When I look back On the dreams I left behind; Buried there in all my thoughts It is you I always find.,beirut,0
270,2013-04-15T05:30:17.000Z,It took me13min to get to Work this morning :) love it! #newJob #newStart,beirut,0
271,2013-04-15T17:31:16.000Z,You raise me up,beirut,0
272,2013-04-15T14:12:57.000Z,Gonna wear glasses ,beirut,0
295,2013-04-15T17:39:58.000Z,"""
@BestMusicLyric
: ""If I lose myself tonight, it’ll be by your side."" -OneRepublic"" @NayMechrek",beirut,0
296,2013-04-14T09:25:44.000Z,"spent a great time during the bikeathon 
@MradJana
 @ghadaccache
 @nicoleedaher
 @mellkhoury
 @marc_zamat
 @yarra6
 @joelle_sioufi
 @P_HaYeK",beirut,0
297,2013-04-14T08:57:44.000Z,"Covering the #2013 #spring #rally #lebanon #live on 
@OTVLebanon
 from #casino du Liban. 
@Biser3a
 is also on with all the updates.",beirut,0
298,2013-04-15T21:59:09.000Z,So my best friend blocked me and removed me from his contact list just because I didn't feel like going out with him on saturday ! Wawwww,beirut,0
321,2013-04-15T15:42:14.000Z,I have this disease when I constantly need to refresh something to check for new updates...,beirut,0
363,2013-04-15T18:24:30.000Z,But I want to meet justin soon :(,beirut,0
364,2013-04-15T13:34:16.000Z,"I can't lose u  because if I ever did I'd have lost my bestfriends ,my soul matr,my smile, my laugh, my everything 
@GeorgeLoud
 @DonnaMariaAK",beirut,0
365,2013-04-14T18:46:23.000Z,"Me,my guitar and my nutella w basss",beirut,0
366,2013-04-15T21:13:25.000Z,Watching #omar w salma part 2!!,beirut,0
367,2013-04-15T19:00:56.000Z,Immortality,beirut,0
368,2013-04-15T18:56:14.000Z,"Worst mood ever, Gn",beirut,0
369,2013-04-15T18:32:28.000Z,"Put your boobs back in your shirt, smile instead of doing that duck face and put your middle finger down. Have some self-respect.",beirut,0
370,2013-04-15T15:34:17.000Z,Nap for 30 mins >>>>>>>,beirut,0
371,2013-04-15T18:12:45.000Z,Nothing's impossible if you believe you can do it.,beirut,0
372,2013-04-15T04:29:46.000Z,Just think that u r goin to get a cup of coffee as a reward to get up happily...good morning guys,beirut,0
373,2013-04-14T21:26:19.000Z,Nightyyy tweeps :* going to sleep #badmood #tired #headache  :( catch u tmrw sweet dreams all :*,beirut,0
374,2013-04-15T16:28:47.000Z,Nothing blows my mind but your tiny brain. I mean all that head nothing inside? Seems like #masterchips got jealous.,beirut,0
375,2013-04-15T12:44:01.000Z,"2 days left 
@Letizia333
 @leanakalot 
@KayaKhoury
 @karamyara
 @LeaAcra &co ",beirut,0
376,2013-04-14T20:49:51.000Z,Because when no one can You can. #goodnightprayer,beirut,0
377,2013-04-15T04:08:12.000Z,"-are you going to class today?
-I don't know if I'm emotionally ready.",beirut,0
378,2013-04-15T19:58:47.000Z,"""
@coltalberto
: Still think of her now and then""ohhh",beirut,0
379,2013-04-15T18:04:01.000Z,All it takes is faith and trust. - Peter Pan,beirut,0
380,2013-04-14T12:11:53.000Z,When you see #Rooney #RVP & #Chicha starting... You know that shit just got real #MUFC,beirut,0
0,2013-04-15T20:35:17.000Z,I don't understand how people can be so cruel. Literally shaking right now... #PrayForBoston,atlanta,0
1,2013-04-15T22:47:11.000Z,"A marathon is such a challenge itself, I can't imagine something like this happening during one. #PrayForBoston",atlanta,0
2,2013-04-15T22:07:52.000Z,Watching the news about the Boston Marathon.. Our country needs one thing.. GOD,atlanta,0
3,2013-04-15T21:11:57.000Z,"*gets a scrape*
""rub some dirt on it""
""noo that will infect it!""",atlanta,0
4,2013-04-15T22:41:28.000Z,So glad to hear everyone is getting their #BOB  anniversary pics in the mail!!! #BOBlove #BOBlove,atlanta,0
5,2013-04-15T19:43:40.000Z,Why do people want to blow other people up? #bostonmarathon,atlanta,0
6,2013-04-15T21:43:09.000Z,"super excited cause next month i will start sowing my monthly see to @IPCTGmvt
 im beyond excited
#igohardformyteam #TeamLeAndria #IPCTG",atlanta,0
7,2013-04-15T23:15:51.000Z,"Run four miles, eat four cookies #andsoitgoes",atlanta,0
16,2013-04-15T21:45:12.000Z,God can't control every single person on this earth.. Let alone control their actions,atlanta,0
17,2013-04-15T23:25:12.000Z,I stay making fun of swagfags. Oh well idc y'all are gay anyways.,atlanta,0
18,2013-04-15T20:58:12.000Z,"Next time you want to be ignorant and rant about how you hate police, take a look at the footage of Boston today.",atlanta,0
19,2013-04-15T22:28:00.000Z,Can't wait for wednesday ,atlanta,0
20,2013-04-15T23:01:07.000Z,I think I possibly found a place to live at for next year,atlanta,0
21,2013-04-15T20:12:14.000Z,I am a good man. I done my wrong and play my games. But don't act like you are better than me.,atlanta,0
22,2013-04-15T22:08:02.000Z,"How much more shady n fugazey can these nighas get? 
 smh",atlanta,0
23,2013-04-15T22:19:39.000Z,just played Call of Duty for the first time.. wtf is happening in my life...,atlanta,0
24,2013-04-15T20:20:38.000Z,"Bombs over Boston, prayers are with the families of those lost and injured.. Its a shame..",atlanta,0
25,2013-04-15T20:49:58.000Z,"This is a time to come together, forget your politics, and love your neighbors. That is what America needs. #prayforboston",atlanta,0
26,2013-04-15T21:17:44.000Z,"You finished your #taxday duties, now unwind with half-priced bottles of wine with us! #wineoclock",atlanta,0
27,2013-04-15T17:35:50.000Z,"Congrats #Ethiopia ""
@cnnbrk
: Ethiopia's Lelisa Desisa wins men's division of Boston Marathon; Kenya's Rita Jeptoo wins women's race.""",atlanta,0
62,2013-04-15T20:24:13.000Z,I Want A Smart Girl With A Dumb Booty,atlanta,0
63,2013-04-15T19:40:31.000Z,#Aries Babies where you at,atlanta,0
64,2013-04-15T21:19:09.000Z,"Believe in Boston and be Strong 
@IWIAthletics
 @TRAINlete #BostonMarathon#sadday#USA",atlanta,0
65,2013-04-15T23:20:40.000Z,Not a bad thing being stuck in America tbh,atlanta,0
66,2013-04-15T23:47:06.000Z,"My Tongue is a Uzi my Dick is a AK...my Tongue go brrrrrrrrr  My Dick go ""POW",atlanta,0
67,2013-04-15T23:00:09.000Z,"That could have been you, me, etc.  #prayforboston",atlanta,0
68,2013-04-15T21:34:44.000Z,"s/o to 
@850churchboy
! #TeamLeAndria and nice on the drums
he's a real kool kid
glad we crossed paths",atlanta,0
69,2013-04-15T20:47:20.000Z,these mfs talkn bout dey bout 2play basketball 1 on 1 wit 2 5ths n 2cases 4 da winner....n both talkn bout ” iaint gone lose n front o ginn”,atlanta,0
70,2013-04-15T20:40:21.000Z,Watching the news always frightens me .,atlanta,0
71,2013-04-15T23:21:46.000Z,"Teagan wore we out today! But, I can honestly say I have more fun with her than people my own age! #bestkidever #coolest2yearoldever",atlanta,0
72,2013-04-15T22:37:34.000Z,So are Barry and Uncle Joe gonna do background checks in all bomb owners? Classic: POTUS takes NO questions after Pres press conf!,atlanta,0
73,2013-04-15T20:00:05.000Z,Thoughts go out to Boston today,atlanta,0
74,2013-04-15T22:05:00.000Z,#NorthFulton accident cleared on I-285 EB between Roswell Rd and Glenridge Dr in #Fulton. Stop and go traffic from Riverside Dr in #Cobb,atlanta,0
75,2013-04-15T21:50:30.000Z,Why is Mr. Ammons not fired yet?,atlanta,0
98,2013-04-15T23:48:02.000Z,"""The good outnumber you, and we always will.""",atlanta,0
99,2013-04-15T20:49:27.000Z,"its funny how all these people are like pray for Boston but tomarrow will act like nothing happened, smh",atlanta,0
100,2013-04-15T22:16:00.000Z,"Senior week, my birthday, my 3D, two papers, one project, one presentation, and one debate due? #whirlwind #upanddown",atlanta,0
101,2013-04-15T20:40:39.000Z,Thoughts and prayers going out to the people of Boston #prayforboston,atlanta,0
102,2013-04-15T23:18:45.000Z,It's just sad how ignorant people can be in this world. #BostonMarathon I feel for those affected.,atlanta,0
125,2013-04-15T19:50:04.000Z,Praying for Boston. Acts like these are becoming too common. #pray #worldneedslove #worldneedsjesus,atlanta,0
159,2013-04-15T20:15:19.000Z,"* Sigh * 
 I didn't See This One Coming . . .",atlanta,0
160,2013-04-15T23:11:07.000Z,"Sometimes I wish I wasn't alive , seriously .",atlanta,0
161,2013-04-15T16:24:31.000Z,28 more school days remaining! We can do this,atlanta,0
162,2013-04-15T18:08:40.000Z,On the third floor of the lib & I feel the burn of a thousand glares lightly toasting my tuna salad sandwich. #fishwasabadchoice,atlanta,0
163,2013-04-15T23:25:37.000Z,Twitter proTools types: turn off trivial auto-updates during tragedies. It makes u look gauche & insensitive. Just sayin ... #Pray4Boston,atlanta,0
164,2013-04-15T17:48:58.000Z,Just got my first flat tire on 85. Holla,atlanta,0
165,2013-04-15T21:02:02.000Z,"My heart hurts for a city I've known and loved most of my life, and my friends from there. Life just isn't fair sometimes #Boston",atlanta,0
166,2013-04-15T22:39:54.000Z,My prayers go out to the families and the injured who were involved in the Boston tragedy.,atlanta,0
167,2013-04-15T23:08:47.000Z,"Finally heard back from Atlanta Peaches player 
@MsBostonJones
 and she is Great.... #prayforboston",atlanta,0
168,2013-04-15T20:33:56.000Z,Who need slots placements $25 #livemixtapes,atlanta,0
169,2013-04-15T21:59:43.000Z,Is it wrong that every time I see a black girl with super blonde hair I want to ask if it natural.,atlanta,0
