,Unnamed: 0,date,contents,city,city_in_disaster,target
17,17,2020-08-04T10:51:35.000Z,There’s too many study options. Some are better than others.,christchurch,0,0
18,18,2020-08-03T10:18:56.000Z,wait... there’s KFC in sudan now?!,christchurch,0,0
19,38,2020-08-04T02:34:11.000Z,"With #Covid_19 do you think it's time we fully government funded 
@StJohnNZ
 please retweet and share far & wide. #nzpol 
@NZGreens
 @nzlabour
 @NZFirstNews 
@NZNationalParty",christchurch,0,0
20,69,2020-08-03T19:48:24.000Z,What was your favourite year in college?,christchurch,0,0
21,70,2020-08-04T15:38:32.000Z,Anything less than what you deserve is self-betrayal.,christchurch,0,0
22,71,2020-08-03T05:15:46.000Z,Anyone have a list of Labour's last election promises and what they have delivered/have not delivered on?,christchurch,0,0
23,72,2020-08-04T23:26:10.000Z,"Working from home has really changed how I see the world.
I now have a hierarchy of trackpants for different moods and 'main course toast' and 'dessert toast' are key pillars of my nutrition.",christchurch,0,0
24,73,2020-08-04T00:21:44.000Z,4 hours,christchurch,0,0
25,74,2020-08-03T04:07:23.000Z,"Being ill (cold) has its upsides, I've watched enough Suits over the past few days to want a mug with ""You just got Litt up!"" on it, and Harvey Spector as a boss. Still don't want to be a lawyer though...",christchurch,0,0
26,75,2020-08-04T22:17:38.000Z,What if I just streamed myself hot lapping Pukekohe for a few hours tonight because honestly it's all I feel like doing,christchurch,0,0
27,76,2020-08-04T15:34:39.000Z,One conversation could fix so many things but people always mistake communication with you trying to argue ,christchurch,0,0
28,94,2020-08-04T22:33:56.000Z,I’m speaking to some real-life in-person humans today and I am nervous!,christchurch,0,0
29,95,2020-08-03T22:59:44.000Z,Spending my free time these days trying to budget for what it'll cost to furnish a whole house and boy howdy I forgot what decent furniture costs.,christchurch,0,0
30,96,2020-08-04T03:05:37.000Z,Using skin care products but skin doesn’t care ,christchurch,0,0
31,97,2020-08-04T20:55:15.000Z,"I am not going to be passive aggressive.
I am not going to be passive aggressive.
I am not going to be passive aggressive.",christchurch,0,0
32,115,2020-08-04T03:25:54.000Z,I looked at my grades after 4 years and I’m not as shit as I thought I was but I wasn’t great.,christchurch,0,0
33,116,2020-08-03T22:06:56.000Z,"Why is structure from motion initialized to SfM instead of SFM?

Is this another hill I need to die on?",christchurch,0,0
34,117,2020-08-04T18:57:38.000Z,"“For wherever there is jealousy and selfish ambition, there you will find disorder and evil of every kind.”
— James 3:16 NLT

This explains a lot about the state of our society: jealousy and selfish ambition (which are born out of comparison) creates disorder...",christchurch,0,0
35,134,2020-08-03T06:55:35.000Z,Tis somewhat disconcerting to see the COVID ads back on TV,christchurch,0,0
36,135,2020-08-04T23:01:19.000Z,"Worked from home to sign for a package, doesn't turn up.
Turns out the 
@mainfreight
 depot has video footage of a driver taking my item into their van, not documenting it and the van came back empty. 
Driver denies that he took it, the depot now looking into replacing it.",christchurch,0,0
37,136,2020-08-04T04:21:24.000Z,Had some 100 year old oak logs milled today. Pretty excited to get home and see what they look like. And time to think about what I can make with them...,christchurch,0,0
38,0,2020-08-03T00:51:40.000Z,CREDIT THE ARTIST THAT TOOK THE PHOTO ,nashville,0,0
39,1,2020-08-04T21:38:03.000Z,"ya girl lovessss her a successful zoom call 
 

 #DYNAMITE21 ",nashville,0,0
40,2,2020-08-03T23:53:39.000Z,No matter how long you go to the gym there will be always something you want to change.,nashville,0,0
41,3,2020-08-04T13:19:41.000Z,Inject the espresso right into my brain this morning ,nashville,0,0
42,4,2020-08-04T14:05:46.000Z,Your best self will continually evolve.,nashville,0,0
43,5,2020-08-03T22:01:12.000Z,Yeah y’all gon have to start 2020 over or take me back to 2019 atp...I hate it here bro,nashville,0,0
44,6,2020-08-03T15:40:39.000Z,"By the way.... girls soccer is going on now, too.  A lot of families excited about that getting started here in TN.  Just saying....",nashville,0,0
45,7,2020-08-04T15:43:09.000Z,"Does anyone else view low rolls during character creation as RP opportunities? Or is that just me?

#dnd #ttrpg",nashville,0,0
46,8,2020-08-03T14:30:43.000Z,Chick-fil-A don’t play around when they get a line in the drive thru,nashville,0,0
47,9,2020-08-04T14:07:12.000Z,Get you a group solid people and LISTEN to them!,nashville,0,0
48,10,2020-08-04T10:01:32.000Z,I’m praying for everybody playing football this year. Stay safe,nashville,0,0
49,11,2020-08-04T16:17:58.000Z,"Waiting for an appt (socially distanced/ masks 
 ) and overheard a guy justify the East Nash fashion house party debacle with: “Nobody understands us. They’re SO not creative ... WE are creative. We do can’t help it. We HAVE  to create. Ugh. Nashville is SO over.” ",nashville,0,0
50,12,2020-08-04T03:19:10.000Z,I wish my exes new gf was hot. That way I would feel sad and lose a pound or two.... but noooooooo! I’m “happy” and “eating good”,nashville,0,0
51,13,2020-08-03T14:05:00.000Z,"Parents who need to work away from home.
Parents w/ multiple children w/ technology challenges.
Parents who are teachers *and* parent remote learners.
Parents who choose in-person schooling.
Parents w/diverse learners learning remotely.
And on & on...

Got nothin' but love for ya",nashville,0,0
52,14,2020-08-04T23:50:41.000Z,"My biggest takeaway from my son’s first day at online school is that no one stress tested their networks for all of the simultaneous streams.  

I can’t imagine how this will go with universities trying to stream hundreds of hyflex lectures at the same time from campus.",nashville,0,0
53,15,2020-08-03T18:34:25.000Z,"Online grad school means some “lectures” are clips from YouTube. Now, they’re reeeeaaaallllyyy messing up my logarithms. When I open YouTube, I wanna see “Latest THE BATMAN News” pop up, not TED Talks on company culture. Get that outta here.",nashville,0,0
54,16,2020-08-04T14:52:26.000Z,"Phone, wallet, keys, mask",nashville,0,0
55,34,2020-08-04T04:41:01.000Z,The government should provide an IUD to every single girl once they turn 16 if they want one. Then all the pro lifers wouldn’t have something to get mad about,nashville,0,0
56,35,2020-08-04T00:23:33.000Z,"Anytime they see you doing better without them, they wanna come back into your phone & mess your whole head up",nashville,0,0
57,36,2020-08-03T02:54:12.000Z,Imagine being such a scumbag you order a pizza for delivery 15 minutes before close and then tip 40 cents. Could never be me.,nashville,0,0
58,0,2020-08-04T16:53:18.000Z,"Checking in. Wounded but stable. To all the eds asking if I can work, answer is no",beirut,1,0
59,1,2020-08-04T21:46:01.000Z,"ENOUGH
you do not go on the media to tell people they have darker days coming at their most vulnerable moments
You do not go on the media to make jokes about a traumatic experience that injured hundreds and thousands of people and made them lose their families/homes/friends",beirut,1,1
60,2,2020-08-04T20:37:03.000Z,"My father was 15 years old in 1975. He lived in Ein El Rememneh, Beirut (the capital of the Lebanese Civil War). Its 1990 and the war ended. The war ended? He picked himself up and started his career from scratch. (1/3)",beirut,1,1
61,3,2020-08-04T21:45:37.000Z,"Just got back home, passed by 5 blood banks with a couple of friends, all full with people donating blood, from Tripoli to Antelias.
Lebanese are good people,  they don't deserve this.",beirut,1,0
62,4,2020-08-04T17:42:13.000Z,"If anyone needs a place to stay 
My house in ain el remmeneh is open 
El dawle ma 3am tse3edna w ma elna 8er ba3ed at this point",beirut,1,0
63,5,2020-08-03T09:23:56.000Z,Will you still love me When I've got nothing but my aching soul?,beirut,1,0
64,6,2020-08-04T20:55:42.000Z,The blood is on the government’s hands,beirut,1,0
65,7,2020-08-04T19:00:39.000Z,"Don't just to pray for Lebanon.
Lebanese: Go donate blood if you fit the criteria.
Everyone else, please donate.",beirut,1,0
66,8,2020-08-04T17:55:40.000Z,"I feel really powerless 
I want to help in any way possible
I can't donate blood bcz i recently made a tattoo bass if anyone needs a ride in Beirut to any hospital please beje be5edkoun w bredkoun 3al bet just contact me",beirut,1,0
67,9,2020-08-04T20:19:43.000Z,i didn’t think i would live to see Lebanon turn into a worldwide trend for the most heartbreaking reason ,beirut,1,0
68,10,2020-08-04T19:48:52.000Z,"Lebanon needs emergency international relief 
@UNAction
 @antonioguterres",beirut,1,1
69,11,2020-08-04T18:39:04.000Z,The international community needs to step in and help Lebanon. This is now a case of simple humanity and empathy. #Lebanonexplosion,beirut,1,0
70,12,2020-08-04T16:30:58.000Z,Does anyone need a home tonight? Contact me,beirut,1,0
71,13,2020-08-04T21:25:27.000Z,Exhausted.,beirut,1,0
72,14,2020-08-04T17:58:45.000Z,Beirut’s hospitals are at full capacity.,beirut,1,1
73,15,2020-08-04T20:09:48.000Z,"Seeing the devestation tonight is overwhelming. Praying for families across #Lebanon caring for their loved ones. Thoughts are with the first responders , Red Cross, and medical workers doing all they can to save lives this evening. #BeirutExplosion",beirut,1,1
74,32,2020-08-04T22:31:01.000Z,"Horrific day! All our thoughts go to 
@RedCrossLebanon
 paramedics & volunteers who have been evacuating the injured by #LebanonExplosion. Proud of each & everyone of you. We stand with you & with the Lebanese people during this difficult time. 
@IFRC_MENA
 allocated funds in support",beirut,1,1
75,33,2020-08-04T20:49:23.000Z,Beirut declared a city in a state of emergency. Tomorrow declared a national day of mourning.   Okay. And then? Accountability? And how to compensate for the billions lost when the country is bankrupt already?,beirut,1,1
76,34,2020-08-04T20:00:39.000Z,Dear AUB community AUBMC is in need of blood from all types If you are close and can donate please proceed to the lab in the medical center,beirut,1,0
77,53,2020-08-04T18:26:56.000Z,"Thanks to all my friends who called me from many countries and from my work clients and suppliers even from Far East countries
 when they ask me why I love all my friends 
 I wish safety to all friends and families and praying for dead’s souls #بيروت #لبنان",beirut,1,0
78,82,2020-08-04T18:46:54.000Z,The explosion was felt 180 km away- in Cyprus. .... and in Lebanon - Unknown dead. Thousands (more than 2500) wounded. Our only port destroyed.  More than a catastrophe,beirut,1,1
79,83,2020-08-04T23:38:46.000Z,"It was a tough night here in #Beirut . We took care of more than 500 injured 
@LAUMCRH
 . There were casualties. The ED looked like a scene in a war movie, a horrible one... Our hospital is destroyed. It is a sad night... Tomorrow should be a better day...",beirut,1,1
80,84,2020-08-04T16:22:16.000Z,"We're organizing an emergency blood drive.

If you can donate blood, please pm me with your number and area. 

If you need blood, let us know to help find a match.

We're in this together. ",beirut,1,0
81,85,2020-08-04T20:18:00.000Z,2700 tons of ammonium. Who is responsible for their improper storage? And who is responsible for their criminal incompetence? It seems that incompetence and corruption are a weapon of mass destruction. #BeirutExplosion,beirut,1,0
82,86,2020-08-04T18:51:42.000Z,Minister of Health: around 2500 injured and 30 deaths as of now. Our condolences to their families and our hopes for speedy recoveries ,beirut,1,1
83,87,2020-08-04T18:58:09.000Z,"Hey world
Lebanon is not okay
But we, the people, are fine... we have the best medical and rescue teams in the world.
Pray for #beirut ",beirut,1,1
84,88,2020-08-03T17:24:47.000Z,Tweeps here bully tiktokers then get mad when NekatLebanese does the bullying. Make it make sense.,beirut,1,0
85,89,2020-08-04T18:33:39.000Z,"We can't cry anymore
#Lebanon",beirut,1,0
86,106,2020-08-04T18:14:12.000Z,"My heart is broken!
#بيروت",beirut,1,0
87,107,2020-08-04T21:25:08.000Z,"These people currently stable in AUBMC: Olga Feghali, Amar Itani, Joe Chikhani, Liliane Shayto, Zeina Chamoun, Mouhiba Bou Fakhreddine, John (or Joan) Tamer - hope their families see this and are comforted on this terrible night.",beirut,1,1
88,108,2020-08-03T19:23:07.000Z,People will quit on you. You gotta get up everyday and make sure you never quit on yourself,beirut,1,0
89,109,2020-08-04T17:53:32.000Z,"i love you, Beirut",beirut,1,0
90,126,2020-08-04T16:53:40.000Z,Our hearts are broken. How much more can we take? How much more can we handle? GO TO IRAN AND FIGHT YOUR WAR FROM THERE. THIS IS NOT YOUR LAND. THIS IS OUR #LEBANON.,beirut,1,1
91,127,2020-08-04T16:50:54.000Z,Don’t try to lie to us and say it’s a “fireworks” warehouse. Leave us the fuck alone. What more do you want? What more can this country give for a cause that’s not ours and we want nothing to do with! #Lebanon #Beirut,beirut,1,0
92,128,2020-08-04T16:22:55.000Z,Beirut ,beirut,1,0
93,129,2020-08-04T19:05:38.000Z,Its ok to cry my friends,beirut,1,0
94,147,2020-08-03T07:44:52.000Z,A part of me doesn’t wanna quit my family again,beirut,1,0
95,148,2020-08-04T19:45:18.000Z,I am so thankful for the kind messages I received this evening. Thank you all for caring ,beirut,1,0
96,149,2020-08-04T15:58:58.000Z,"BREAKING: A ship carrying fireworks caused today's massive Beirut, Lebanon explosion, an official says. There are reportedly 'hundreds' of injuries. #بيروت",beirut,1,1
97,150,2020-08-04T18:04:51.000Z,"My country needs a break from bleeding
 #prayforbeirut",beirut,1,0
98,184,2020-08-04T08:57:30.000Z,tell your friends you love them,beirut,1,0
99,185,2020-08-04T22:59:08.000Z,"I feel my heart is about to explode
 i can’t sleep",beirut,1,0
100,186,2020-08-04T22:10:23.000Z,"lebanon is surrounded by countries that have attacked & threatened them, tonight they are sleeping in broken homes durring a deadly pandemic, Leb did not deserve that",beirut,1,1
101,187,2020-08-04T21:17:04.000Z,Tonight we will all sleep in tears.,beirut,1,0
102,188,2020-08-04T17:18:21.000Z,"I am safe but extremely traumatized, thank you to those who were worried and checked in",beirut,1,0
103,189,2020-08-04T17:08:31.000Z,"Supporting 
@RedCrossLebanon
 now to respond to the tragic massive explosion in Beirut. Red Cross ambulances on the scene and situation is fluid. 
@IFRC_MENA",beirut,1,1
104,190,2020-08-04T22:14:44.000Z,"Grief, heavy heart, held back tears & a deep deep sadness & love for #Beirut that’s breaking all our hearts. Tomorrow if I can do anything to support, I will. Today, I just feel defeated.",beirut,1,0
105,191,2020-08-04T18:34:17.000Z,"Every time we think we have seen it all, another bigger tragedy hits Lebanon. If this is a result of an act of negligence, I hope every “criminal” involved in any way, be it direct or indirect, be prosecuted to the full extent of the law.
#criminals #accountability #lebanon",beirut,1,1
106,192,2020-08-04T18:22:14.000Z,"Guys offre joie فرح العطاء
Aam tekhod aalam aa Kfifen
Li 3ayez beit aw mahal yeb2a please this is their number
Phone Number: 71832439

RETWEET!",beirut,1,0
107,213,2020-08-04T22:14:07.000Z,"It’s was my prom night today, but I couldn’t enjoy it at all I was so worried about everything, and when dad came to pick me up I just start crying, I couldn’t stop thinking about what happened today, that’s so sad and now I can’t sleep, stay strong everyone",beirut,1,0
108,214,2020-08-04T20:51:44.000Z,I don’t think we will ever recover from this,beirut,1,0
109,215,2020-08-03T18:31:33.000Z,you lost me at “dr” in your instagram handle,beirut,1,0
110,235,2020-08-04T17:06:20.000Z,"Nitrate is highly flammable; if exposed to any source of flame will explode aggressively producing toxic fumes. Please stay away from the area. The explosion shook us deeply in our hearts. Prayers to our nation. 
#Lebanon
#Beirut 
#لبنان
#بيروت",beirut,1,1
111,236,2020-08-04T17:23:45.000Z,"Sending everyone love. I hope you're all safe, and you can DM if you need any help ",beirut,1,0
112,237,2020-08-03T15:53:46.000Z,I’m here for me and you’re here for you,beirut,1,0
113,256,2020-08-04T21:34:26.000Z,Can we just live in peace?,beirut,1,0
114,257,2020-08-04T23:34:30.000Z,"I don’t want to see posts “God help #Lebanon” or “candle lit for #Beirut” NO! As much as I am praying for my country, my fury wants to see them hanged!! Be responsible, donate blood and it is time to take back what’s ours!! Enough",beirut,1,0
115,258,2020-08-04T22:12:31.000Z,"URGENT
A 16 year old is about to lose his life.
He desperately needs blood. 

He’s in CMC.

AB- can donate.

Please contact me ASAP if you can
& please rt!!!!

70 313 105",beirut,1,0
116,275,2020-08-04T23:26:14.000Z,I really can’t sleep knowing many have lost their life and many others are still missing,beirut,1,1
117,276,2020-08-04T22:45:26.000Z,"No words can describe the devastation, sorrow and suffering Lebanon is going through after #Beirut #explosion. Lebanon was already struggling politically, economically, and with COVID-19 surging again. #MentalHealth needs are going to be paramount and as important as basic needs!",beirut,1,1
118,302,2020-08-04T20:00:29.000Z,"Guys, if you have a house in jnoub or bel shmel, then I really recommend that you go there for now. The atmosphere on Beirut is very toxic, and may cause serious problems.",beirut,1,1
119,303,2020-08-04T17:01:40.000Z,My loved ones and I are safe from the explosion in Beirut. But many people have had their lives change forever. I don’t know how much more this country can take.,beirut,1,1
120,304,2020-08-04T20:00:39.000Z,"My friends around Beirut, don’t hesitate to dm me if you need ANY thing!
Allah ykoun maakon",beirut,1,0
121,305,2020-08-04T22:46:00.000Z,Guys any therapist can tell us how to deal with such trauma with kids? My nephews are terrified. What should we expect and how to deal with it.,beirut,1,0
122,306,2020-08-03T06:51:08.000Z,"Can we go back to the way things were just for a day?
I miss n o r m a l.",beirut,1,0
123,307,2020-08-04T10:56:21.000Z,Liking my message is not a Response!,beirut,1,0
124,308,2020-08-04T23:37:36.000Z,"Tonight we mourn Beirut
Tonight we mourn our city 
We mourn our families
Friends
Colleagues 

Tears of acid 
Burning capillaries 
Our hearts cannot take it

Smoke of blood 
Burning lungs 
Our chests cannot take it

We could be numb to it all
We could adapt to it all 
But not this",beirut,1,1
125,324,2020-08-04T22:00:12.000Z,"Your ruler does not care about you. Your ruler cares about his agenda & his money.

Read that again. Let it sink in.",beirut,1,0
126,325,2020-08-04T18:37:55.000Z,I wont comment on anything except I just came from hospital my daughter was Injured. 7 stitches Tha is God ,beirut,1,1
127,326,2020-08-04T20:10:38.000Z,"My tweeps. If any of you has no roof over his / her head tonight, we have 2 bedrooms in our house in Dbayeh waiting for you.",beirut,1,0
128,341,2020-08-04T16:31:32.000Z,PRAY FOR LEBANON ,beirut,1,0
129,342,2020-08-04T22:20:28.000Z,"We do not need prayers anymore, we need actions!

We’ve prayed for too long, if we do not help ourselves, God will not help us.

#EnoughIsEnough",beirut,1,0
130,343,2020-08-04T23:32:34.000Z,Are you not able to sleep too?,beirut,1,0
131,344,2020-08-04T16:25:34.000Z,I really hope all of you are okay and doing good and if u need help may it be materliastic or emotional please my dms are open.,beirut,1,0
132,361,2020-08-04T20:02:40.000Z,"For anyone affected by today’s explosion, I am ready to support as much as I can to help you recover from the damages faced. Plus I live Matn area and my house is open for those in need for a place to stay.
#YouAreNotAlone 
#انفجار_بيروت",beirut,1,1
133,362,2020-08-04T22:33:27.000Z,"How does one sleep after what we experienced today? This is all so surreal. Grateful that I’m fine, and my friends & family are all fine. Emotions are mixed between absorbing what happened, and so much anger toward everyone who’s been in power the past 45 years.",beirut,1,0
134,363,2020-08-04T19:08:23.000Z,"As a Lebanese citizen, I declare being 100% unsafe in Lebanon, and ask any International Force / Community to govern this country.",beirut,1,0
135,379,2020-08-04T17:00:28.000Z,"Can we at least respect the victims and not share videos or pictures of them.
Also can news stations stop filiming people who are injured, bleeding or in critical condition. This is not the time to ask them questions or what they saw or heard.
Thank you",beirut,1,1
136,380,2020-08-04T15:37:04.000Z,"So far early reports talk of a fireworks shipment explosion. Not very convincing. There was a small earthquake-like ""shake"" and heavy smoke in the port pier before the (second?) massive explosion. All scenarios are open.

#Beirut #beirut_explosion #lebanon24 #lebanon",beirut,1,1
137,381,2020-08-04T16:36:34.000Z,"I'm safe, like this if you are too?",beirut,1,0
138,0,2020-08-04T20:10:22.000Z,What happened in #Lebanon right now is heartbreaking. Prayers to the people there. ,atlanta,0,1
139,1,2020-08-04T18:12:38.000Z,taco tuesday’s will be mandatory in my household!,atlanta,0,0
140,2,2020-08-04T22:47:27.000Z,Ok cause how the balance supposed to be paid off if FINANCIAL AID isn’t cooperating ????????! #asutwitter,atlanta,0,0
141,3,2020-08-04T21:51:34.000Z,Commuting to Ga State will have you forgetting you in college,atlanta,0,0
142,4,2020-08-04T17:05:42.000Z,"Just because it’s a photo of a famous person, does not make it a good photo ",atlanta,0,0
143,5,2020-08-04T23:07:33.000Z,My boy and I are planning on heading out for a cross country road trip this October. Any Twitter friends want to book a session with me? We don’t really have a specific plan so we’re free to roam wherever ,atlanta,0,0
144,6,2020-08-04T18:50:20.000Z,"Pray For Lebanon #Beirut 
2020 only keeps getting worse ",atlanta,0,0
145,7,2020-08-04T10:44:20.000Z,"Somber feeling in Braves Country. It’s wild how your fandom for a team can go as far as losing an appetite and trouble sleeping. 
 up for Soroka. 
#ForTheA",atlanta,0,0
146,8,2020-08-04T23:51:00.000Z,when i tweet a wild song lyric i also gotta add “.... be spitting” so y’all don’t think i’m crazy,atlanta,0,0
147,9,2020-08-04T22:38:11.000Z,I cant take u serious if u make tik toks im sorry ,atlanta,0,0
148,10,2020-08-04T22:10:25.000Z,"Georgia is a battleground state.

TYSM.",atlanta,0,0
149,11,2020-08-04T14:13:33.000Z,I want to kill everyone in Buffalo that posts their food on snap. You don’t appreciate Buffalo’s food until you can’t get it anymore ,atlanta,0,0
150,12,2020-08-04T23:19:32.000Z,I can smell a nigga hating from a mile away,atlanta,0,0
151,13,2020-08-04T17:33:48.000Z,"Cody’s hurt and I told him I was gonna spend my whole day taking care of him and he said “day? I need u to take care of me your whole life” lmao poor thing, he’s cute tho ",atlanta,0,0
152,14,2020-08-04T22:03:21.000Z,Aid >>>>>>>>>>>>>>> prayers,atlanta,0,0
153,15,2020-08-04T19:07:05.000Z,"I remember when we would give aid and send words of support.

Seems like ages ago.",atlanta,0,0
154,16,2020-08-04T16:47:41.000Z,I gave EVERYONE respect before I disrespected them for disrespecting me or making me feel disrespected ,atlanta,0,0
155,17,2020-08-04T18:19:25.000Z,Normalize calling undershirts tank tops and not wife-beaters....,atlanta,0,0
156,18,2020-08-04T22:37:28.000Z,My problem is when I like you I think we together,atlanta,0,0
157,38,2020-08-04T19:12:24.000Z,Praying for the people in Lebanon fr ,atlanta,0,1
158,94,2020-08-04T22:48:25.000Z,"man remember from like 2017-2018 when every other week some article would outline Trump's latest hilariously illegal act and a bunch of people would repost it with commentary like ""WE FINALLY GOT HIM""",atlanta,0,0
159,95,2020-08-04T22:19:32.000Z,"BREAKING NEWS: Marietta City Schools confirms 5 teachers have tested positive for COVID-19. 
@cbs46",atlanta,0,1
160,96,2020-08-04T23:59:05.000Z,I’m such an empath,atlanta,0,0
161,97,2020-08-04T22:45:30.000Z,I ain’t fw these bitches who just lookin for a come up,atlanta,0,0
162,98,2020-08-04T23:41:46.000Z,"Splash down homer for Matt Adams! I didn’t know we had splash down homers! 

#ForTheA",atlanta,0,0
163,99,2020-08-04T20:45:35.000Z,I wish grandmas could live forever. ,atlanta,0,0
164,100,2020-08-04T21:27:17.000Z,"“Organizing is about changing the material conditions yes, but organizing is also about changing the spirtual conditions as well”

-Mary Hooks",atlanta,0,0
165,101,2020-08-04T17:32:50.000Z,"Because at times of hell, even the hardest men, we forget how hard we really are. Suffering is the true test of life. You face everyday. You face it every single day of your life.",atlanta,0,0
166,102,2020-08-04T12:50:30.000Z,"i never posted pictures on twitter before 
 maybe ill do that soon",atlanta,0,0
167,103,2020-08-04T18:09:04.000Z,Some of y’all could use a chill pill. The Braves will be fine and AA will figure it out.,atlanta,0,0
168,104,2020-08-04T23:51:55.000Z,just deleted all my dating apps. actually giving a real boy a chance.,atlanta,0,0
169,105,2020-08-04T22:38:20.000Z,I know I’m lit cus if I cut everybody in my life off I won’t lose shit or skip a beat. No kizzy,atlanta,0,0
170,106,2020-08-04T20:33:30.000Z,"question for the plugs in huntington, started any investments yet? or y’all still staying with yalls parents, with no car & every pair of jordan’s?",atlanta,0,0
171,127,2020-08-04T23:33:04.000Z,The baby has graduated from eating tissue to dirt out of my plant pots.,atlanta,0,0
172,128,2020-08-04T20:39:41.000Z,At the end all your left with is memories.,atlanta,0,0
173,129,2020-08-04T20:07:20.000Z,Came to the doctor for a checkup and these folks done came in here with this long ass Q-tip... ,atlanta,0,0
174,130,2020-08-04T07:19:08.000Z,if you had a messenger bag with buttons and pins on it in middle school i trust you,atlanta,0,0
175,151,2020-08-04T22:28:25.000Z,HOLY SHIT DEVIN BOOKER,atlanta,0,0
176,152,2020-08-04T21:41:17.000Z,"girlfriends > boyfriends
Lol it’s kinda not up for debate either.",atlanta,0,0
177,153,2020-08-04T23:17:25.000Z,Austin Riley you better be careful. I swear I'm wrapping them all in bubble wrap,atlanta,0,0
178,208,2020-08-04T18:09:54.000Z,"Happy Birthday 
@BarackObama
! I love you and miss you.",atlanta,0,0
179,209,2020-08-04T16:00:27.000Z,You breath different after that COVID test go up ya nose,atlanta,0,0
180,210,2020-08-04T23:01:00.000Z,"Just flew 
@Delta
. They still have the mask rule with no medical exemptions but they do allow alcohol so they aren’t power tripping on control, & they were friendly. 

Better than any other airline I have flown during this Covid power trip, especially 
@SouthwestAir
 <~ bad rn FYI",atlanta,0,0
181,211,2020-08-04T19:03:33.000Z,Now that I finished with my website it’s time to give you all non stop content ,atlanta,0,0
182,212,2020-08-04T21:03:56.000Z,"I won’t be sponsoring any trips unless it’s extremely special case i.e. honeymoon or birthday presents. 

Y’all have lost y’all minds",atlanta,0,0
183,213,2020-08-04T22:40:57.000Z,"what is the financial incentive to send the kids to school in-person now? 

i’ve missed that point? like how much money are this many lives “worth?”",atlanta,0,0
184,214,2020-08-04T18:17:39.000Z,"A thought to keep:
When we let our eyes or our feet take us to places that God wouldn't bless, we lose our desire to praise and give thanks.",atlanta,0,0
185,215,2020-08-04T23:43:15.000Z,Forex Traders act just like the nigga at the mall who always tryna clean yo shoes,atlanta,0,0
186,216,2020-08-04T21:10:48.000Z,y’all deadass attacking Unemployment people for recieving unemployment checks but don’t say nothing to mf’s scamming for 10k??,atlanta,0,0
187,217,2020-08-04T17:42:43.000Z,Have a great day everyone ,atlanta,0,0
188,218,2020-08-04T11:38:44.000Z,Breathe and believe in you.,atlanta,0,0
189,219,2020-08-04T22:29:31.000Z,Devin Booker is the truth lol,atlanta,0,0
190,220,2020-08-04T23:57:16.000Z,black people have created damn near everything ,atlanta,0,0
