,date,contents,city,city_in_disaster
1,2011-03-11T18:39:45.000Z,#Gigiscupcakes-Luv ur stuff but ur boxes are less stable than a Jenga tower constructed by drunken apes. Overturned cupcake madness 4 rlz,nashville,0
2,2011-03-10T22:06:40.000Z,A smile can hide anything!,nashville,0
3,2011-03-11T22:59:18.000Z,cant wait to pull out the cargoes next week!!,nashville,0
4,2011-03-11T17:45:43.000Z,IBM estimating Cloud computing to be 7 billion by 2015. Source CIO zone.  IBM in the cloud ? WHAT IS THIS MEAN.  MORE TO COME.,nashville,0
5,2011-03-11T20:00:14.000Z,On campus today is a sense of a cross between retirement home boredom and I Am Legend desertedness. I hope there are no killer dog-humans.,nashville,0
6,2011-03-11T02:06:11.000Z,Shout out to Nashvilles own Ashton Jones for making it as far as she did on american Idol. Give her a hand Nashville!!!,nashville,0
7,2011-03-10T19:45:17.000Z,Enjoying SPRING BREAK!,nashville,0
8,2011-03-10T16:21:19.000Z,Small piece of advice:  Do not use fiskars (children's scissors) to trim your hair. It will only get hung in your hair & rip it out.,nashville,0
9,2011-03-11T01:13:51.000Z,Amendment to previous tweet: I'm also expendable - my position is likely to be cut due to budget shortfall and the nature of my content area,nashville,0
10,2011-03-10T22:30:43.000Z,"For this week only, if you would like to contact me please do so through a facebook message. No texts or calls please. I'm in SPAIN!!",nashville,0
11,2011-03-11T16:18:42.000Z,Good Morning everyone i will be back in a bit but i want to send all my thoughts and prayers to all the people affected by the disaster,nashville,0
12,2011-03-11T21:42:50.000Z,"30 minute phone call that ran the full gamut of stupid, I think he's lying too but that's a personal judgment. Glad that's over with >.<",nashville,0
13,2011-03-10T02:13:42.000Z,"Future #LipscombBisons Malcolm and Martin Smith featured in this week's ""Faces in the Crowd"" of Sports Illustrated",nashville,0
14,2011-03-10T01:51:02.000Z,"Bathrooms in the Wisconsin State Capitol have been locked, protesters in Rotunda, can't establish a pee corner in a round room. #wiunion",nashville,0
15,2011-03-11T21:22:39.000Z,We just received word CBS selected #BelmontMBB as one of their featured schools for the Selection Sunday broadcast. C ya @ the BSLC! #fb,nashville,0
16,2011-03-11T18:54:57.000Z,"Is saddened to hear the stories about what had happened in Japan and what could
still be coming",nashville,0
17,2011-03-10T02:42:55.000Z,Scotty McCreery doesn't need to win. That voice is so recordable. Do a Chris Young song next week. #idol10. Winner winner chicken dinner.,nashville,0
18,2011-03-10T02:53:08.000Z,"Nyema does an interesting version of ""umbrella."" Her and Scotty are very recordable. #idol10",nashville,0
38,2011-03-10T00:34:40.000Z,Cable guy is here to install the premium sports package in my new apt. No more weekends without #NASCAR!,nashville,0
80,2011-03-10T03:56:41.000Z,about to share our most boss video of the #chevysxsw trip... I'm feeling excited for the first time in 11 years,nashville,0
81,2011-03-11T15:14:25.000Z,"Seriously people, prayer ain't gonna do jack except make you feel all pious. You want to help Japan, put your money where your mouth is.",nashville,0
82,2011-03-11T23:16:40.000Z,Oh wow! I just read TAPS is in Oahu. Glad they're okay. Prayers to Japan tsunami & quake victims. #ghosthunters,nashville,0
83,2011-03-11T07:32:11.000Z,Good night tweeps big day tomorrow and i get to go and eat at my favorite greek place Athens downtown nashville YEAH!!!!!,nashville,0
84,2011-03-11T16:36:14.000Z,Why does it seem like CNN is only concerned about the Americans who are in Japan? #prayingforJapan,nashville,0
85,2011-03-10T16:09:16.000Z,Congratulations Vanity Fair for dressing otherwise normal people like fops and ninnies for over 50 years.,nashville,0
86,2011-03-11T13:42:48.000Z,Praying for all those who are facing or about to face tsunamis.  Lord have mercy,nashville,0
87,2011-03-10T06:27:42.000Z,Done for the night...hitting it hard in the AM night night y'all...zzzzzzzzzzzzzz,nashville,0
88,2011-03-11T00:54:50.000Z,"last chance to catch I <3 Roller Derby and Private Matters!   If you purchased anything, feel free to pick it Saturday.",nashville,0
89,2011-03-11T23:15:16.000Z,"Michelle Bachman, Sarah Palin, and Newt Gingrich walk into a bar and run for President...I think that's enough to make it a joke..#oyvey",nashville,0
90,2011-03-11T02:14:10.000Z,No no no no...an able bodied man can NOT let a bag girl at Publix push your cart to your car & put your groceries in your trunk #idonteither,nashville,0
91,2011-03-10T01:41:33.000Z,Still floored and humbled by the idea that God would use a flawed dysfunctional individual like myself! #lovinthisjourney,nashville,0
92,2011-03-11T15:07:46.000Z,Pray not Panic.,nashville,0
93,2011-03-10T17:53:09.000Z,"I don't know if it's the double shot of Aleve or the coat shoved behind my back, but the conference chairs this session are less painful.",nashville,0
115,2011-03-11T20:07:12.000Z,"""And the tongue is a fire, the very world of iniquity; the tongue is set among our members as that which defiles the entire body.."" Js 3:6",nashville,0
116,2011-03-11T23:20:49.000Z,"Aint nothing like a haircut from your personal barber. But im mad I didnt get my ""Gerald LeVert"" cut",nashville,0
117,2011-03-11T22:13:27.000Z,Me and cory are getting pretty for when nikki gets here. :-)  ps this hotel is no joke! Beautiful.,nashville,0
118,2011-03-11T21:44:25.000Z,"RT 
@felicitydale
: There is no room for personal ambition for God's leaders, because God does not share his glory #organicchurch",nashville,0
140,2011-03-10T21:58:31.000Z,Dear matt u cannot party like an 18yo...thanks. love matt,nashville,0
141,2011-03-10T09:47:47.000Z,One of my latest nights in a long time..happy...homemade food. Cheap wine....face mask. Betty white..and a great time before all this...nite,nashville,0
171,2011-03-11T02:25:14.000Z,Carrie Underwood is at this game with us! #knewit,nashville,0
172,2011-03-10T00:29:50.000Z,"I think I will be asked to read tonight...and chances are, if you give a justin a passage, he'll want a message to go with it.",nashville,0
173,2011-03-10T00:55:50.000Z,"What's your fave twitter app on iPhone? Currently not impressed w TweetDeck, too bad cuz I love it at home.",nashville,0
174,2011-03-11T22:46:46.000Z,"Raw sewage spills into a Springfield family's home... it wasn't their fault, so why did they have to pay thousands? Story at 6",nashville,0
175,2011-03-11T14:47:14.000Z,"Off to enjoy the glories of this beautiful rain free day in Nashville.  Stations of the cross, church work, and a wedding.",nashville,0
176,2011-03-11T21:43:46.000Z,I'm so bored wish someone wud come visit or keep me company,nashville,0
177,2011-03-11T16:26:26.000Z,Video shoot is finally underway. I may hook up wit Fresh Boi Ent and shake this one on a Turnt Up Tuesday night!!,nashville,0
178,2011-03-10T02:03:23.000Z,Have enjoyed Nashville. People are really nice but I miss Texas. Headed home tomorrow with some future plans.,nashville,0
179,2011-03-11T00:44:05.000Z,got dragged to see Never Say Never (in 3D no less). Walked away super impressed. I respect that kid now.,nashville,0
180,2011-03-10T20:48:13.000Z,"Left in slippers to friend's bday dinner RT 
@CareDotCom
 Been there! RT @UEArmyWife: Definitely tried to leave the house wearing no (cont…",nashville,0
181,2011-03-11T07:18:43.000Z,I've always wondered what it would be like to have wine and play rummy with Helen Keller....now I know...grin,nashville,0
182,2011-03-10T17:28:57.000Z,"RT 
@BrianCHouston
: Go to Church - Love the Church - Serve at Church - BE the Church. The Church is God & people!",nashville,0
183,2011-03-10T13:56:16.000Z,"“@mfarrell22: Hey everyone! Meredith is on Spring Break and tweeting updates! ""
@meredithdiane
: Sleppe on staiiras. Mountnt evereysyt.""”",nashville,0
184,2011-03-11T17:57:54.000Z,"RT 
@conanobrienswyf
: If I see any photos of the tsunami ""taken with instagram"" I'm going to throw a baby into the sun.",nashville,0
185,2011-03-11T13:48:40.000Z,Its friday you all!!! Salsa night!!! ,nashville,0
186,2011-03-11T23:48:38.000Z,"RT 
@lilduval
 be on the look out 4 ""The Football househusbands"" coming to vh1 this fall<> i wouldnt be surprised",nashville,0
209,2011-03-11T06:07:23.000Z,"RT “
@ryanmeeks
: Grace is inviting to the unrighteous and threatening to the self-righteous -Andy Stanley”",nashville,0
210,2011-03-10T04:43:52.000Z,"I just watched 
@mrLdavis
's latest ""No Couth"" video & the tears are still rolling down my face.",nashville,0
211,2011-03-11T18:40:43.000Z,"RT 
@FrankViola
: Genuine church life is born when groups of people are intoxicated with a glorious unveiling of their Lord.",nashville,0
212,2011-03-11T15:01:26.000Z,"Hopefully my 9 mo old won't realize! RT 
@westendcc235
 Daylight Savings is 
THIS Sunday 
so don't forget to set your clocks FORWARD 1 hr.",nashville,0
263,2011-03-11T00:43:03.000Z,"Be a creative criminal - 
@EdYoung",nashville,0
264,2011-03-11T05:03:43.000Z,"RT 
@thatfunnyjew
: Dear Kirstie Alley  Good luck w/#DWTS. Just remember that the Pasa Doble is NOT a rich Mexican dessert.",nashville,0
265,2011-03-11T22:48:25.000Z,It's beginning to look like the NFL won't even have a 16 game schedule next season.Labor talks have suffered their 19th Nervous Breakdown,nashville,0
266,2011-03-11T23:06:23.000Z,"Its only gon be a lockout thru training camp, season will resume on schedule in September. No Panic",nashville,0
267,2011-03-11T18:35:28.000Z,"Just fed my dogs organic apples, and now headed to Music Row. When did I become a musician?",nashville,0
268,2011-03-11T19:02:48.000Z,I wish someone would go stand in line at the apple store for me. Only til 5. Any takers? I'll buy you dinner & drinks?,nashville,0
269,2011-03-11T22:57:42.000Z,"I've got to ask: Is this really the best time for Mayor Dean to be visiting Japan? I understand he got clearance, but really??",nashville,0
270,2011-03-11T12:12:52.000Z,"Headed to Baltimore MD on 
@therevolvetour
!! Excited for everyone on meet @yarnheart who is with me this weekend!!",nashville,0
271,2011-03-11T22:19:22.000Z,The NFLPA decertified. I de-give a shit.,nashville,0
272,2011-03-11T05:41:51.000Z,Another great day in studio.. 13 hr studio day ..tired but so so happy can not wait to share new music with you all <3,nashville,0
273,2011-03-10T19:23:51.000Z,"WNBA Nashville uses 
@GoodSearch
 to raise money by simply using 
@GoodSearch
 toolbar for internet searches.  What a lot of good they do!",nashville,0
0,2011-03-11T03:29:01.000Z,"Good morning, Beirut, Lebanon! Dawn 05:30, #sunrise 05:55, noon 11:48, #sunset 17:41, dusk 18:06 EET (UTC+2) Mar 11th | daylength 11:46",beirut,0
1,2011-03-11T18:54:42.000Z,Finally my laptop is back :)),beirut,0
2,2011-03-11T14:11:31.000Z,"Got some distant fam in japan :/
Hope they all gd.
#PrayForJapan",beirut,0
3,2011-03-10T13:53:07.000Z,Let's finish what we started.,beirut,0
4,2011-03-11T22:36:48.000Z,on compte sur vous!!,beirut,0
5,2011-03-11T15:45:01.000Z,current weather: partly cloudy — 11°C — 76% humidity — wind 13km/h ENE — pressure 1018mb steady,beirut,0
6,2011-03-11T21:10:19.000Z,I believe i have killed all my brain cells with that wacky tobaky.,beirut,0
7,2011-03-11T19:25:48.000Z,partly cloudy -> 30% chance of drizzle — temperature up 11°C -> 12°C — humidity down 76% -> 71% — wind 13km/h ENE -> 5km/h NNE,beirut,0
8,2011-03-11T21:50:38.000Z,30% chance of drizzle -> mostly cloudy — wind 5km/h NNE -> 0km/h,beirut,0
9,2011-03-10T20:31:31.000Z,"there's nothing like a good old friend 
@awabuki77",beirut,0
10,2011-03-10T20:45:28.000Z,I am oun CHIEN andalousian !,beirut,0
11,2011-03-11T08:27:24.000Z,In Beirut.,beirut,0
12,2011-03-11T14:37:59.000Z,"Sometimes the ugliest things take the longest times to make, and some of the easiest habits are the hardest ones to break.",beirut,0
13,2011-03-11T09:29:31.000Z,"Yes I think the pad was 102! Cool! 
@octavianasr
: 
@sdkaaa
 Any time Bernard.. 102 ghalyeh!! Hey 
@ebyking
 @Nadiml
 @FunkyOzzi",beirut,0
0,2011-03-11T18:44:28.000Z,Praying for #Japan and all the islands especially Nicaragua and Hawaii. I have family in all 3 places!,atlanta,0
1,2011-03-11T20:16:03.000Z,i got sew-in special 4 $100 book ur appt. now @ 404-951-3981 ask for ki-ki,atlanta,0
2,2011-03-11T23:21:54.000Z,We need a beach in Atlanta,atlanta,0
3,2011-03-11T21:31:45.000Z,"Been doing a lot of volunteer wrk with Red Cross for Midtown Atlanta Ga,,,  it's really helping with my esteem since I've been unemployed",atlanta,0
4,2011-03-11T16:01:33.000Z,Disasters like these make the little things count so much more. Keep those in japan in your prayers,atlanta,0
5,2011-03-11T20:32:53.000Z,Goin to this club called #Obsessions tonight . They said Megan Good supposed to be hostin it . Show me a good time Atlanta....,atlanta,0
6,2011-03-11T18:17:51.000Z,You should never make someone a priority who see's you as optional........,atlanta,0
7,2011-03-11T19:05:03.000Z,Hurricane Katrina:Y is this trending wow no Disrespect but they had Dayz of warnings these folks in Japan had 1 sec to get the fuck on #Sad,atlanta,0
8,2011-03-11T23:45:10.000Z,"There should be a ""flag as inappropriate"" button for TTs like Godzilla during these times..",atlanta,0
9,2011-03-11T14:41:51.000Z,I love #Loud,atlanta,0
10,2011-03-11T20:03:05.000Z,Shut the fuck up.,atlanta,0
11,2011-03-11T16:57:13.000Z,"For instance, I want to see the tooling that can be built around alternative VMs. Profilers, heap analyzers, better debuggers #pycon",atlanta,0
12,2011-03-11T19:19:54.000Z,"Yo after 9th grade you should not be wearing BabyPhat Jeans,Baby Girl, or none of the other bull shyt",atlanta,0
13,2011-03-11T23:53:15.000Z,"Kobe determined to win another championship, while El Heat, went home he in they arena, shooting jumpers for hours and what not",atlanta,0
14,2011-03-11T21:20:52.000Z,"Been Getting 
@iamjacquees
 Tweets All Day. #MobileNotifications. #Fan.",atlanta,0
15,2011-03-11T03:11:07.000Z,seems like @joe_rush45 tweets all my thoughts for me!,atlanta,0
16,2011-03-11T20:57:01.000Z,"sKrimps!!!!! @YaBoy_Breeze: Time to eat. I'm feelin like... Shrimps!""",atlanta,0
17,2011-03-11T14:55:12.000Z,"Heading to 
@GlamBarSalon
 ....I don't play about my hair",atlanta,0
18,2011-03-11T19:03:07.000Z,"Historic quake horrific damage 
@japan",atlanta,0
19,2011-03-11T22:03:27.000Z,About to receive my certificate for completing Certified Investor Agent Specialist program. Who wants to gain wealth thru real estate? #CDPE,atlanta,0
57,2011-03-11T22:48:53.000Z,"Trying to raise $2,500 over the weekend for Japan- text REDCROSS to 90999 to donate $10. #pycon #pyconcares",atlanta,0
58,2011-03-11T16:53:26.000Z,#PyCon needs an AR app that tells you a person's twitter username when you point your phone at them.,atlanta,0
59,2011-03-11T13:19:58.000Z,In ATL airport heading to the front lines of the world's largest Power Outlet Battle Royal #SXSW,atlanta,0
60,2011-03-11T23:56:15.000Z,"By the way, all the free beer in suite 1906 at 8PM is locally brewed! Come by! #pycon #qhire",atlanta,0
61,2011-03-11T22:18:02.000Z,"We had gotten in early, so my mad dash wasn't necessary. Safely aboard the LAX flight. #fb",atlanta,0
62,2011-03-11T18:38:12.000Z,"RT 
@DonCooper
: Just because someone else’s beliefs are different than yours, doesn’t mean theirs are wrong. #JustSayin #SalesHeretic",atlanta,0
63,2011-03-11T02:05:58.000Z,I just had one of the most amazing chicken sandwiches ever in my life from chik-fil-a!!!! I thought I was in heaven. #itgotrealforaminute,atlanta,0
64,2011-03-11T23:46:01.000Z,"""if you’re not comfortable with something and you feel like you can tweak some things, you’ve got to work on them."" -Kobe Bryant",atlanta,0
65,2011-03-11T18:44:12.000Z,It's so a Malibu night with @chasing_brandon  #DramaFridays,atlanta,0
88,2011-03-11T14:33:27.000Z,If you all don't believe God is not pleased and this world is not going to end soon you are fooling yourselves. #prayforjapan,atlanta,0
89,2011-03-11T14:00:31.000Z,#Tsunami. Our thoughts are with those affected by the natural disasters in the Pacific and here at home in the States.,atlanta,0
90,2011-03-11T19:23:34.000Z,"I find it ironic that my tweet about the world's oldest person went viral, but my tweet about Atlanta being social media savvy didn't.",atlanta,0
91,2011-03-11T20:57:37.000Z,Sitting amongst a sea of Kentucky fans right now as they cheer on the Cats. I feel terribly conflicted and kind of dirty. Like I need a bath,atlanta,0
113,2011-03-11T21:11:08.000Z,"Since when did the geisha house close? Now gotta find another restaurant in downtown for my dads birthday tomorrow, any suggestions?",atlanta,0
114,2011-03-10T11:01:55.000Z,Headed to Jacksonville to leave for my first cruise! I'll probably puke!,atlanta,0
115,2011-03-11T14:37:49.000Z,Just getting info on Japan. My heart aches for the losses experienced by the people there and their loved ones across the world.,atlanta,0
116,2011-03-11T11:50:35.000Z,#Tsunami expected to reach #Hawaii by 3a local time.  U.S. West coast by 7a PT. U.S. ships at Pearl Harbor will remain in port.,atlanta,0
117,2011-03-11T22:42:41.000Z,"Gave a ""literary luncheon"" talk at the Boothbay library today. Told 'em all about the spectre moose! Nobody fell asleep. That I noticed.",atlanta,0
140,2011-03-11T19:19:55.000Z,"ATTN Universe: ""a couple"" means exactly two. When one uses this phrase, the follow-up question is not ""how many?"" That is all. #CommonSense",atlanta,0
141,2011-03-11T23:12:20.000Z,"Why Do They Put Money Into Those Commercials Telling Us To Donate ?
Why Not Use That Money & Donate ? Lol",atlanta,0
176,2011-03-11T15:37:52.000Z,Its cold af,atlanta,0
177,2011-03-11T20:20:22.000Z,"My thoughts and prayers are with those in Japan, New Zealand, and other Pacific islands affected by the earthquake.",atlanta,0
178,2011-03-11T03:53:49.000Z,I hate when I gotta pee but i`m too lazy to get up or i`m too busy in the middle of somethin` to stop & release :(,atlanta,0
179,2011-03-11T19:50:45.000Z,Take this time 2 tell ppl closest 2 u u love them. Let go of old grudges & stop livin n da past. Just b n the here & now. Much love 2 u all.,atlanta,0
180,2011-03-11T11:30:30.000Z,Another day in the studio with the best cast in the world!!! The Steve Harvey Project will have u in tears on ya way 2 work...tune in..,atlanta,0
181,2011-03-11T21:59:21.000Z,"Chile and Easter Island on high tsunami alert! Brace yourselves, hermanos! Reports say its gona come in strong!",atlanta,0
182,2011-03-11T18:39:33.000Z,Painting my nails on my layover.. Sorry for the fumes gate C55!,atlanta,0
183,2011-03-11T11:38:03.000Z,"Just got a text from a friend in Hawaii - they gassed up the car, left their evacuation zone and are anxiously hoping for no wave (8am ET).",atlanta,0
184,2011-03-11T16:55:14.000Z,At the Python VM panel. I want to believe alternate VMs are about more than just benchmarks. Question do not agree with me #pycon,atlanta,0
185,2011-03-11T20:46:56.000Z,Just tried to grab the OFWGKTA Billboard mag on my lunch break and it was all sold the F out!,atlanta,0
186,2011-03-11T22:23:48.000Z,"""
@BeatSkeetDelete
: What's the move tonight ATL?""",atlanta,0
208,2011-03-10T02:52:40.000Z,is headed outta country w/ the girl on his 1st cruise! back on da 14th! LEAVE A MESSAGE AFTER THE BEEP & I'LL GET BACK 2 U AS SOON AS I CAN!,atlanta,0
209,2011-03-11T21:26:57.000Z,Closing went great! Sweet couple picked a great weekend to move in-And my work here is done... xx,atlanta,0
210,2011-03-11T21:57:52.000Z,COWORKERS TAKEOVER! Atlanta comedyfestival tonite and tomorrow @ Apache Cafe. Hosted by Zoomam Miller. Karlous Miller headlining,atlanta,0
211,2011-03-11T22:13:34.000Z,"My Marvin II turns 11 tomorrow and he is just as tall as I am ,WOW.... what a blessing having him play drums each week with..",atlanta,0
233,2011-03-11T15:27:45.000Z,"""Doing business without advertising is like winking at a girl in the dark:You know what you are doing but no-body else does"" Ed Howe",atlanta,0
234,2011-03-11T16:42:36.000Z,Least shocking event of the day - WorldNetDaily pushing all it's doomsday prophecy products.,atlanta,0
235,2011-03-11T11:23:51.000Z,Japan hit by 8.9 earthquake. Tsunami warnings extend to U.S. west coast. Epicenter 231 miles from Tokyo.,atlanta,0
236,2011-03-11T22:05:32.000Z,"Ouch Union decertifies, NFL in much more jeopardy than ever in this process",atlanta,0
258,2011-03-11T12:29:39.000Z,"Which entrepreneurs are #notgoingtosxsw ? Since they're going to have some time, will to send an invite to check out #mokabla for feedback.",atlanta,0
289,2011-03-11T16:20:00.000Z,"Enjoying #pycon so far! I thought 
@ryanpetrello
 did an awesome job in his Celery talk. Also, job seekers come to suite 1906 at 8PM! #Qhire",atlanta,0
290,2011-03-10T01:13:31.000Z,"It's weird how much I enjoy reading the 
@DecaturCD
 newsletter. I hate newsletters! I always read theirs and love it!",atlanta,0
291,2011-03-11T21:07:22.000Z,"Big win today! The guys never stopped fighting! Next up, the winner of Kentucky vs. Ole Miss! Roll Tide!",atlanta,0
292,2011-03-11T09:00:12.000Z,I dont think im unapproachable >>>>,atlanta,0
293,2011-03-11T21:31:28.000Z,"This is my 8000th tweet. I feel like I should dedicate it to someone. I choose The Late Author, Douglas Adams.",atlanta,0
294,2011-03-11T22:32:57.000Z,Each day does get better. We win the battles we can today. What might have seemed like losses yesterday lead to victories today.,atlanta,0
295,2011-03-11T13:32:25.000Z,"whats good 
@grindstaratl
 @zitzero
 @therealbadd
 @djmlk
 @imarcatl 
@rayhanandres
 @krazyrae
 @belle_beaute
 @mrbeatboykam
 @kexmonrow 
@bemagazine",atlanta,0
296,2011-03-11T17:31:55.000Z,Either Grady High is out early today or the 50 kids getting Woody's right now are betting on the truancy officer not showing up today!,atlanta,0
297,2011-03-11T12:17:33.000Z,"A is pretending to be Motherboard, the general purpose AI character from the PBS series Cyberchase.",atlanta,0
298,2011-03-11T17:59:33.000Z,"Crimson Chaos is at the 
@GeorgiaDome
! Let's pull out a win today! Roll Tide!",atlanta,0
299,2011-03-11T19:16:33.000Z,"Agreed! I want to go. I need to try 5 & 10! RT 
@LindsayOAtlanta
 It is completely unacceptable that you have not visited Athens.",atlanta,0
300,2011-03-11T05:37:05.000Z,"Wow....that mr. orange is a good strategian....with the $0 last report lulled other cands to sleep now 150k+ 
@kcivey
 @mikedebonis
 @dougsloan",atlanta,0
0,2011-03-11T23:59:54.000Z,I wish I could watch #Temple in the #A-10 quarterfinals tonite.... LET'S GO TU!!! #owls,fukishama,1
1,2011-03-11T23:59:50.000Z,"track wss hilarious today , S/O too those whoo aint come ; yall missed out : )",fukishama,1
2,2011-03-11T23:59:56.000Z,"Tee, Lexix, & Kira; just like old timesss #AWWW",fukishama,1
3,2011-03-11T23:59:55.000Z,#FuckYouMean Young Money weak,fukishama,1
4,2011-03-11T23:59:59.000Z,"All I'm sayin is, if u think Waka is a GOOD rapper, we prolly don't have a lot in common",fukishama,1
5,2011-03-11T23:59:54.000Z,Too sober :( nat good,fukishama,1
6,2011-03-11T23:59:58.000Z,When u want me you knw where to find me ...,fukishama,1
7,2011-03-11T23:59:58.000Z,"need friends #followback ! #500aday #1000aday
#300aday #200aday #teamfollowback",fukishama,1
8,2011-03-11T23:59:58.000Z,#prayforjapan cause the effects of this is going to hit the global economy and hurt everyone!,fukishama,1
9,2011-03-11T23:59:52.000Z,"20h55 - 810,495 followers // 20h56 - 810,535 followers // 20h58 - 810,551 followers // 21h00 - 810,603 followers 
@dulcemaria",fukishama,1
10,2011-03-11T23:59:51.000Z,I Pray For Denesiaaa Cousin-In-Laws :( Lol,fukishama,1
11,2011-03-11T23:59:55.000Z,woke up this morning with red fingertips.... flamin' hot cheetos r tha fkn best....,fukishama,1
12,2011-03-11T23:59:54.000Z,The thoughts that's in my head..,fukishama,1
13,2011-03-11T23:59:53.000Z,- HAHA I hate when a Female Txt Me Tellin' Me How She Single Now . IDGAF #EPIC,fukishama,1
14,2011-03-11T23:59:59.000Z,"Sigam : 
@SempreThomas_",fukishama,1
15,2011-03-11T23:59:59.000Z,"Did you know that The Acacia Strain is actually an anagram of ""Wanky wanky shite shite"" ?",fukishama,1
16,2011-03-11T23:59:52.000Z,RT if you can't wait till 'That Should Be Me' music video :),fukishama,1
17,2011-03-11T23:59:54.000Z,"☼ Winning isn't everything, it's the only thing. Vince Lombardi #quote",fukishama,1
18,2011-03-11T23:59:55.000Z,"I'm in the hood, you can get smoked if you think you're dope!",fukishama,1
19,2011-03-11T23:59:54.000Z,"RT 
@AncientProverbs
: A heart in love with beauty never grows old. -Turkish Proverb",fukishama,1
57,2011-03-11T23:59:53.000Z,"TUNE IN: 
@landondonovan
 will be on Mason & Ireland on 
@710ESPN
 at 4pm. #lagalaxy",fukishama,1
58,2011-03-11T23:59:52.000Z,Strong theory but wonder why Sharma is choosing to call the whole era postcolonial when for much of the time it was still colonial? #cesa11,fukishama,1
59,2011-03-11T23:59:57.000Z,"Hehe, we're talking about jailbreaking. Everyone in line is jailbroken, except for one douchebag.",fukishama,1
60,2011-03-11T23:59:56.000Z,"The morning after Japan was struck by the most powerful earthquake in history, its massive impact is only beginning to be revealed. #cnn",fukishama,1
61,2011-03-11T23:59:54.000Z,Breaks my heart watching news seeing the scenes from Japan. All of my thoughts are with them! Cnt imagine what theyr goin thru #pray4them x,fukishama,1
62,2011-03-11T23:59:59.000Z,And finally got done with planning C's B-day for tomorrow night...We will have a blast! #lifeisgreat if u have great family and friends...,fukishama,1
63,2011-03-11T23:59:50.000Z,not realizing that an artist you adore is standing right near you -__- then shrieking like a lil monkey when you do :D #concertweirdos,fukishama,1
64,2011-03-11T23:59:54.000Z,I still see how much Justin really dislikes the papz... all those videos from his birthday... this ugy like chasing him saying drive safely?,fukishama,1
65,2011-03-11T23:59:56.000Z,"Sera one-two in Clubman Light at #vicopen Places reversed from L/Light, James wins from David.  Hays third Nicoloau fourth #fb",fukishama,1
88,2011-03-11T23:59:57.000Z,"First @jhopewood and 
@NicoleWilson
 got tweeted by 
@kellanlutz
, and now 
@jadakinns
 has been tweeted by 
@gilbirmingham
!  My sisters are awsome",fukishama,1
89,2011-03-11T23:59:55.000Z,"#Follow 
@BUCK50ENTPROMO
 @BUCK50ENT
 @TOPPROMOTRAIN @OSMURK @DIYRYAN 
@WAISTDEEPPROMO
 WE ALWAYS FOLLOW BACK!! #TAF #TFB #FB",fukishama,1
