,date,contents,city,city_in_disaster
11,2021-03-16T13:37:28.000Z,"As the lira today became a tenth of what it was worth in 2019 and is devaluing every few hours, not a single shop in my village is open because they have literally no idea what to charge people or what anything is worth anymore #Lebanon",beirut,0
12,2021-03-16T00:33:51.000Z,Khaye min mas2oul aan updates Instagram I just want to talk.,beirut,0
13,2021-03-16T07:39:33.000Z,My pap and mom are corona free!!!!!finally,beirut,0
14,2021-03-15T18:39:04.000Z,"first day experience with macbook M1: it's a horrible machine for mobile development 
 I will probably regret this opinion soon!",beirut,0
15,2021-03-16T16:56:42.000Z,"2 suicidal attempts in less than 24hours for people i know. 
Fly high angels",beirut,0
16,2021-03-16T08:36:50.000Z,3a ases Reem tfi2 bakir w nrouh roadtrip bas eno feyte coma el benet,beirut,0
34,2021-03-15T10:26:50.000Z,12200 to 13200 in a few hours. #collapse,beirut,0
35,2021-03-16T21:11:20.000Z,Can't find the words for Vini...,beirut,0
36,2021-03-15T09:19:22.000Z,"As of now #lebanon and lebanese people lost 88% of their life savings.

And you still don't want to learn about #bitcoin
 because it's volatilie.",beirut,0
69,2021-03-16T20:47:05.000Z,Normalize crying in public because I can't stand this fucking country anymore,beirut,0
70,2021-03-16T21:41:34.000Z,Goaaaaaalllll,beirut,0
71,2021-03-16T14:28:22.000Z,"WE NEED 4M LEBANESE PEOPLE ON THE STREETS NOW!
FEW PROTESTERS WON'T DO SHIT
#لبنان_ليس_بخير #الدولار",beirut,0
72,2021-03-16T11:15:20.000Z,"The talk of the town among physicians has been, for a while, “who is leaving and where to”. There’s undeniably a crushing feeling of despair, exhaustion and deception in this group-like the rest of the Lebanese. Sadly, the discourse has now turned into “who is staying and why”.",beirut,0
73,2021-03-16T21:16:30.000Z,GOAAAAALLLL,beirut,0
74,2021-03-15T18:20:11.000Z,Lebanese people are CURSED.,beirut,0
75,2021-03-16T08:51:43.000Z,Today feels like another Monday...,beirut,0
76,2021-03-16T08:18:50.000Z,"Lebanon's six billionaires are worth a combined $13 billion, or 22% of the country's GDP.",beirut,0
77,2021-03-15T20:04:05.000Z,The worst part about long distance relationships is that everything is virtual. You only get to live the real deal a couple of days 3 or 4 times a year.,beirut,0
78,2021-03-16T01:22:59.000Z,"“Lots of people want to ride with you in the limo, but what you want is someone who will take the bus with you when the limo breaks down...”
#Expectations
#QuoteOfTheDay",beirut,0
99,2021-03-15T09:24:41.000Z,I don't wanna get out of bed but u have to,beirut,0
100,2021-03-15T07:24:05.000Z,If you're not gonna love me the way achilles loved patroclus. Don't even BOTHER hmu,beirut,0
101,2021-03-16T18:36:40.000Z,"March 15 marks a grim anniversary in the ongoing war in #Syria— it has now been a full decade of conflict. Ten years into the #war, the country remains without a plan for peace, continuing the devastation for Syrians especially #children",beirut,0
102,2021-03-16T08:02:56.000Z,"As a reminder: Lebanon is ours, our children, our grandchildren, and the grandchildren of our grandchildren after us, the homeland of coexistence, the homeland of love, the homeland of peace. Long live Lebanon",beirut,0
123,2021-03-15T08:43:13.000Z,Im so happy for taylor.,beirut,0
124,2021-03-16T21:00:07.000Z,"so first, instagram tries to be snapchat...
and now it’s trying to be tiktok?
NO.",beirut,0
125,2021-03-15T19:40:39.000Z,My sister and I remembered that we haven’t watched the final season of #Blindspot so we decided to binge it.,beirut,0
126,2021-03-15T10:07:12.000Z,Girls stopp simping for Harry styles he ain't hotttt,beirut,0
147,2021-03-16T15:49:09.000Z,"For 15 years people watched Hariri senior take the lands of Lebanese people and force them to sell to Solidere through threats, extortion, judiciary rulings and every corrupt trick in the book. Nobody said a word. We just watched. Then they came for the rest of it.",beirut,0
148,2021-03-15T07:46:47.000Z,"Gooood morning people
Ma bede rouh 3al dentist 
Thankyoubye",beirut,0
181,2021-03-15T11:51:23.000Z,"I need new friends, mine are super busy!!!!!!",beirut,0
182,2021-03-16T16:15:24.000Z,Eza kimo hal2ad ma bedo gays b lebnen id be more then happy to leave. Shtrile ticket w daberle visa W TEKRAM AAYNAK,beirut,0
183,2021-03-16T11:31:39.000Z,The lebanese pound has officially lost 100% of it’s value ,beirut,0
184,2021-03-16T14:33:25.000Z,"""[...] Removal of subsidies on fuel and basic goods and commodities.
Faster impact on governmental institutions:  Lebanon is anticipated to face total power outage by the end of March. The same also applies to internet services.""",beirut,0
185,2021-03-15T07:38:47.000Z,Good morning to everyone except,beirut,0
186,2021-03-15T06:38:01.000Z,"There are new economic models to discover, well you know since the old ones forgot to include sustainability plans. #economy #ClimateAction
 #socialimpact",beirut,0
187,2021-03-15T20:55:03.000Z,Barca will win LaLiga + Copa this season.,beirut,0
188,2021-03-15T11:37:12.000Z,"I really hope we see #DarcyLewis
 again.",beirut,0
189,2021-03-16T08:02:03.000Z,"baba’s latest sophisticated political analysis: ‘farah, we are all just prostitutes  being pimped out by our leaders to the highest bidder, khalas, let it go.’",beirut,0
190,2021-03-16T13:48:51.000Z,birthday celebrations are so unnecessary and overrated??,beirut,0
211,2021-03-16T15:32:48.000Z,"Looking for a designer with proficiency using FIGMA. Please contact me if interested or refer someone who would be!

 #jobs #developer #recruitment #jobsearch #developer #Figma #Lebanon #Beirut",beirut,0
212,2021-03-15T22:48:56.000Z,Pause bas le clubhouse sar aa twitter ?,beirut,0
213,2021-03-15T14:37:15.000Z,I reached a point where I can no longer tell if something is expensive or not. . .,beirut,0
233,2021-03-15T23:18:14.000Z,"A lot of the failures in the system can be attributed to FPM (the electricity, their anti-charismatic PR stances and their weird relationship with HA), however they were right about many factors : the depreciation of the LBP is an act of political pressure.",beirut,0
234,2021-03-16T21:15:26.000Z,"AWS hero program provided us with AWS credits as $50 vouchers. I got 20 of those to share with developers and startups who might need it. Please spread the word 
@AWSBeirut
 @LebaneseTech
 @MENADevs
 #لبنان #Lebanon",beirut,0
235,2021-03-16T14:32:28.000Z,"Omg if the electricity cuts off in all of Lebanon by the end of March, I will literally not be able to know of or witness/experience Adele’s comeback",beirut,0
254,2021-03-15T04:18:33.000Z,"“#Flatter me, and I may not #believe you. #Criticize me, and I may not #like you. #Ignore me, and I may not #forgive you. #Encourage me, and I will not #forget you. #Love me and I may be forced to love you...”
#Expectations
#QuoteOfTheDay",beirut,0
255,2021-03-16T22:32:43.000Z,"“Subtle difference between a #hero and an #opportunist is not where you stand, but its timing. Standing up against #injustice when it suits is #convenience, not #heroism...”
#Expectations
#QuoteOfTheDay",beirut,0
256,2021-03-15T09:29:53.000Z,"Guys, do you know if people below 75 who don't work in the healthcare sector got vaccinated?",beirut,0
274,2021-03-16T06:09:35.000Z,#Sky_diving or #bungee jumping? Which one fits best the Lebanese situation ?,beirut,0
299,2021-03-16T07:47:21.000Z,Lebanese expats I'm taking omt for whoever wants to send his mom a cake on Mother's Day.,beirut,0
300,2021-03-16T20:48:31.000Z,"On a good note, we are witnessing a live course in economics and effects of bad governance and public policy!
 #hyperinflation #لبنان_ليس_بخير",beirut,0
301,2021-03-15T11:57:27.000Z,"How can I convince my 5 years old nephew that I can get sick just like anyone?
According to him #Nurses are #superheroes and they can never get sick! ",beirut,0
302,2021-03-15T17:03:36.000Z,"I always try to be + .
But i hated today.",beirut,0
303,2021-03-15T23:55:42.000Z,what year is it,beirut,0
304,2021-03-15T12:32:16.000Z,Can anyone dm me the number of a house helper that can come and clean our dorm around cola area ?,beirut,0
305,2021-03-15T10:33:11.000Z,"If you're in your car 
Tune in to 90.70 
You're welcome",beirut,0
306,2021-03-15T00:04:54.000Z,French is so hard!!!!!!! My pronunciation is never correct ,beirut,0
307,2021-03-15T17:13:42.000Z,"When supermarkets are either closing for the week or removing price tags from their shelves because they can't keep up with the exchange rate, you know that we are headed for a Zimbabwe-like inflation.",beirut,0
308,2021-03-15T15:52:10.000Z,"addesh el dollar 3ammo ? 
@General_Aoun",beirut,0
309,2021-03-16T09:07:24.000Z,Mentally I’m still in January ,beirut,0
328,2021-03-15T20:16:53.000Z,What if someone develops an app and decreases USD to LL rate?,beirut,0
329,2021-03-15T16:29:39.000Z,Funny that someone just told me that I am bisexual...,beirut,0
330,2021-03-16T10:08:16.000Z,havent slept in two days where is my energy coming from esplain and elaborate,beirut,0
331,2021-03-16T16:22:29.000Z,yi i turn 20 in a month and 45 days,beirut,0
332,2021-03-15T17:30:21.000Z,"*Not a financial advice*

If you are able to wait another 5 years with your ""lollars"" at banks with hope that you will get them back, simply put them in #bitcoin
 #btc
 at 70% loss for 5 years and hodl,at least bitcoin is backed by math ....

#lebanon",beirut,0
353,2021-03-15T12:21:08.000Z,"The way I cut my hair and now I look like a mushroom
#NeverThoughtIdLook15Again",beirut,0
354,2021-03-16T16:15:45.000Z,cant wait to have my old small apartment in beirut and make keys for oomfs julia and marina and come back from work with marina having a zumba session and julia making pasta in the kitchen,beirut,0
373,2021-03-16T11:51:07.000Z,"On a fresher note, here is a thread about the types of the plants I grow in my house",beirut,0
374,2021-03-16T13:23:27.000Z,min deres art aw art of history w baddo $,beirut,0
404,2021-03-16T09:58:29.000Z,"when abu Layla said ""baddak yene felllll
baddak yene rou777
w ana bedde fel ana bedde rou7 ana bedde moouuuuut"" I felt that",beirut,0
405,2021-03-16T22:41:55.000Z,It's that moment where your gut feeling is telling you not to do something. But then you start wondering if it's your insecurities playing games with your mind. You decide to challenge yourself and go for it... But your gut feeling was right.,beirut,0
406,2021-03-15T17:13:46.000Z,That moment when you have to take a deep breath before speaking because you know that you're so close to losing it and your words could change things forever,beirut,0
407,2021-03-15T19:50:14.000Z,Elie bassil roasting dr sandrine attalah live,beirut,0
408,2021-03-15T17:14:22.000Z,riad salemeh count your days you will be dealt with!,beirut,0
409,2021-03-15T06:44:29.000Z,"We can't afford time with past economic models. We need a system change similar to the shift from Keynesian to Neoliberalism; now from Neoliberalism to something new (on Earth, not Mars). #systemchange #Economics",beirut,0
410,2021-03-15T20:50:59.000Z,FUCK THEM IN THE SECOND HALF AND CRUSH THEM,beirut,0
411,2021-03-15T19:30:59.000Z,"Dear, 
@Hamad_hassan20
 #Cancer_Patients are a #high_priority group for Covid-19 vaccination.
The Lebanese government should uphold its commitment to ensure that everyone has equitable access to the vaccines & is included in the national vaccine program. #تلقيح_مرضى_السرطان_اولوية",beirut,0
412,2021-03-15T21:25:21.000Z,"Our tempo is decreasing, we need new blood and more focus. Don't fuck it ",beirut,0
0,2021-03-16T11:11:54.000Z,Tax the church. Retroactively. Into oblivion.,atlanta,1
1,2021-03-16T23:56:48.000Z,"If you fine then I'm single, if you ugly then I got a lot goin on right now and just need to take some time to focus on being alone",atlanta,1
2,2021-03-16T20:50:28.000Z,"Giving americans $1,400 on St.Patricks day when bars are opening back up might be the most reckless thing to happen in 2021 so far.",atlanta,1
3,2021-03-16T16:10:11.000Z,Still anti-racist AF.,atlanta,1
4,2021-03-16T19:30:43.000Z,"Affirm:

I am protected and provided for.",atlanta,1
5,2021-03-16T19:22:37.000Z,"Direct Deposit: $1400

*me at the liquor store 

Me: “bring me Jack and Daniel!”",atlanta,1
6,2021-03-16T18:05:57.000Z,"i hate the way papers have to be written. i want to curse, use slang and etc. im too emotional for it not to be shown in my writing.",atlanta,1
7,2021-03-16T20:04:14.000Z,"“If you want to be that 1%, you have to do what 99% won’t”",atlanta,1
8,2021-03-16T23:06:53.000Z,i forgive but i don’t forget,atlanta,1
9,2021-03-16T13:15:15.000Z,The way Georgians have to drive 100 miles to get vaccinated,atlanta,1
10,2021-03-16T22:59:50.000Z,don’t ask me bout no hoe youn see me with . i dun cut off the weirdos for good ,atlanta,1
11,2021-03-16T15:16:03.000Z,Class be so pointless,atlanta,1
12,2021-03-16T20:00:57.000Z,one thing about me i stare back....fu*k is you looking at...,atlanta,1
13,2021-03-16T22:31:00.000Z,"Stimulus check or NO stimulus check, GOD BEEN PROVIDING
Be GRATEFUL.",atlanta,1
14,2021-03-16T12:36:50.000Z,"Direct Deposit: +$1400
Me: *buys hour back*",atlanta,1
30,2021-03-16T16:04:12.000Z,"My bank account: +$1400

Me at Friday’s: Yeah I’ll take Saturday, Sunday, and Monday too.",atlanta,1
31,2021-03-16T23:34:40.000Z,fellas if she want a bbl then get her one,atlanta,1
32,2021-03-16T18:16:50.000Z,"Finally landed a full-time position at Delta. No more part-time and temporary assignments for me

And my lil business starting to become a big business. Prayed for this ",atlanta,1
33,2021-03-16T23:05:26.000Z,I’m convinced it’s only ugly folks with flat booties that have a problem with Meg and Cardi’s performance,atlanta,1
53,2021-03-16T20:39:46.000Z,I dont play w people kids go play battlefield,atlanta,1
0,2021-03-16T23:59:54.000Z,"No longer giving anyone the benefit of the doubt, you are what you show me.",fukishama,0
1,2021-03-16T23:59:55.000Z,"Deep waves
Of moonlight
Folding time

#haiku",fukishama,0
2,2021-03-16T23:59:52.000Z,"Democrats in blue-leaning swing districts: I am super moderate and break party line a lot 

Republicans in Democrat+10 districts: I literally believe in QAnon LMAO",fukishama,0
3,2021-03-16T23:59:56.000Z,"#NoxcrewAppreciation
amazing people 
give them more respect for making the best minecraft tournament, their work is astounding.",fukishama,0
4,2021-03-16T23:59:51.000Z,"I hate when mfs with less followers than me dont follow back, like bro im trying to help you.",fukishama,0
5,2021-03-16T23:59:49.000Z,What if the #49ers told NE Jimmy G is not available because they need him in a deal for Caserio to bring Watson to SF? You can only that’s the plan!!! #texans,fukishama,0
6,2021-03-16T23:59:50.000Z,"Not the people having a horn war in my neighborhood 
 either fight it out or shut up",fukishama,0
7,2021-03-16T23:59:57.000Z,"You've just got to love how Ric hassani is passionate about his art and celebrates his achievements

Such a sweet man.",fukishama,0
8,2021-03-16T23:59:53.000Z,clint eastwood is actually the oldest person alive. how can you be 55 in 1985? that literally makes no sense,fukishama,0
9,2021-03-16T23:59:58.000Z,"I am wondering which state will throw the book at the IDIOT first, New York, DC or Georgia?",fukishama,0
10,2021-03-16T23:59:56.000Z,i’m about to make a thread of all the amazing Black people who have graced my tl with their amazing achievements today,fukishama,0
11,2021-03-16T23:59:56.000Z,they don’t believe in you until it’s too late,fukishama,0
12,2021-03-16T23:59:56.000Z,"If gas prices keep going up, it’s going to be cheaper to snort coke and run everywhere...",fukishama,0
13,2021-03-16T23:59:59.000Z,"If you’re a teacher who follows me, and I’m not following you, let me know. #WeAreBetterTogether",fukishama,0
14,2021-03-16T23:59:57.000Z,Congratulations to everyone RT'ing the Faux Newts call with Rumpty Roo. Well done on continuing to spread the disinformation.,fukishama,0
15,2021-03-16T23:59:53.000Z,"Bank: *deposits $1,400*
Me to Bill Graham: okay so book 
@steveaoki",fukishama,0
32,2021-03-16T23:59:50.000Z,"Gulf Morning 
i hope you have a good mood today 
@gulfkanawut
 
#GulfKanawut",fukishama,0
33,2021-03-16T23:59:55.000Z,"Podcast at 9 pm Eastern

DC Ladders
Unban requests
Free Dubby campaign
Plus the start of #BBW3 

#NEEDIT",fukishama,0
34,2021-03-16T23:59:54.000Z,"Working all day today in the garden so I’m having a couple glasses of vino and I’ve never ever worked on st Patrick’s day 
 tomorrow is for every Irish person to enjoy wherever you are in the world slainte ",fukishama,0
52,2021-03-16T23:59:59.000Z,"We got alot of options at RB this year!! Somebody gotta go for 1k.
#hokies",fukishama,0
139,2021-03-16T23:59:59.000Z,Follow Everyone Who Retweets And Like This ,fukishama,0
140,2021-03-16T23:59:47.000Z,are y’all actually having group esex????? because what the fuck??? hold up. are y’all lying or y’all being fr?,fukishama,0
141,2021-03-16T23:59:55.000Z,Son takiplesme,fukishama,0
142,2021-03-16T23:59:48.000Z,sapnap stans interact to gain mutuals :),fukishama,0
143,2021-03-16T23:59:59.000Z,STARTING TRAVINSKI WAS A GOOD IDEA......,fukishama,0
144,2021-03-16T23:59:49.000Z,Time for an unfollow spree! Actives are safe yo ,fukishama,0
145,2021-03-16T23:59:55.000Z,"direct deposit: $1400

me at zdt’s: bring me Britney herself",fukishama,0
146,2021-03-16T23:59:46.000Z,"Ok everyone I’m going to bed. Hopefully see you all tomorrow night 
 #TheCircle ",fukishama,0
147,2021-03-16T23:59:59.000Z,I used the word extrapolated today and I don't even know who I am anymore.,fukishama,0
148,2021-03-16T23:59:50.000Z,Always keep that shit playa,fukishama,0
149,2021-03-16T23:59:57.000Z,"In C++ a hack is called an ""idiom"".",fukishama,0
150,2021-03-16T23:59:49.000Z,"Hayden Travinski crushed a three-run homer with two outs in the first inning. LSU leads, 4-0. Travinski's last two at-bats: home run, home run.",fukishama,0
151,2021-03-16T23:59:59.000Z,Finish the wall,fukishama,0
152,2021-03-16T23:59:57.000Z,"Justice for SSR
Fascist Maha Govt Exposed",fukishama,0
173,2021-03-16T23:59:59.000Z,"Twitter intern, do you like ping pong?",fukishama,0
174,2021-03-16T23:59:50.000Z,"viewers:
stop saying chat is dead
stop saying chat is dead
stop saying chat is dead
stop saying chat is dead
stop saying chat is dead

people lurk. thats ok. let them do so. also saying chat is dead is very rude to the streamer :)",fukishama,0
175,2021-03-16T23:59:56.000Z,"""Just being nice with everyone and being positive for yourself, the good things will happen to You ""
- Maz, 2014 -

I remember my quotes, this is my old quotes cuz I always get the bad luck.. I need to think positive and not every minute we got bad luck.. Good things will happen",fukishama,0
196,2021-03-16T23:59:52.000Z,"Have. A. Game. Tyler. Triano. 

He retires 19 of his last 20 batters and allows three hits and strikeouts nine.
@KWUBaseball
 defeats 
@hcbaseballne
, 3-0.

The record is 12-9.

Up Next: Ottawa on Friday and Saturday in three-game series at The Dean.",fukishama,0
197,2021-03-16T23:59:51.000Z,"[approaches Girl Scout cookie table]

me to me: pick out however many boxes you want princess ",fukishama,0
215,2021-03-16T23:59:58.000Z,Book publishing people make whats behind them a whole /presentation/ on a video call and I love it,fukishama,0
245,2021-03-16T23:59:50.000Z,I love people who say the shit everyone is thinking but be too afraid to admit,fukishama,0
246,2021-03-16T23:59:57.000Z,What's the charge here? Eating a meal? A succulent Chinese meal?!,fukishama,0
247,2021-03-16T23:59:54.000Z,hello if u do that unfollow to 0 bot i’m unfollowing u and i won’t reply for a fb,fukishama,0
248,2021-03-16T23:59:59.000Z,"This little girl stopped me at the dollar tree & said “Mommy, shes dressed pretty like Mrs. Obama. That’s how I wanna look when I’m growed (grown) up.” 
 

Disclaimer: I did NOT look anything close to The First Lady, but it was adorable.",fukishama,0
249,2021-03-16T23:59:59.000Z,Kali Uchis was in her bag on Isolation. Whole album heat,fukishama,0
250,2021-03-16T23:59:54.000Z,went to my OB today and my labs from last week were exactly the same as a week before! which is good! preeclampsia generally gets incrementally worse so the fact that we at least stayed stable for a week means that Flips got to bake for that week and it didn’t make me sicker!,fukishama,0
251,2021-03-16T23:59:49.000Z,Every week I realize that I dont actually have a social media/ internet addiction I just have nothing else to do when I'm by myself but I don't even think about it while I'm at work with other people. Mad that.,fukishama,0
252,2021-03-16T23:59:55.000Z,"One day, just one day I'd like to see TREs not appropriate intersex and muddle the definition further. Unfortunately I will never see this day, not until they start to face consequences for their actions.",fukishama,0
253,2021-03-16T23:59:50.000Z,"Plenty of optimism regarding a new head coach, should be a wide pool of candidates, but whoever is hired needs to be sure that Martinez, Carlson, Larsson and Jantunen stay on-board, or it's a major rebuild coming.",fukishama,0
254,2021-03-16T23:59:53.000Z,Yall the student page getting a lil ghetto ,fukishama,0
255,2021-03-16T23:59:57.000Z,"unpopular opinion 

any ship that puts kevin with an exy player isn’t that good of a ship in my opinion 

yea obviously some of the ships are better then others but like i don’t think he’s ever gonna heal if everything single part of his life is dominated by exy",fukishama,0
256,2021-03-16T23:59:52.000Z,no one replied to my question in the class gc.......... that was my 13th reason fr ,fukishama,0
257,2021-03-16T23:59:56.000Z,"There is no difference between a unionist and an independence supporter who wants to ignore corruption, lies, and criminality to gain independence. 

Scotland means very little to both of them.",fukishama,0
274,2021-03-16T23:59:57.000Z,"It’s all “I like my girls kinky 
” and “I hate vanilla sex 
” untill I tell you to cut my limbs off and then it’s “wdf is wrong with you? 
” and “are you taking your meds? 
”",fukishama,0
275,2021-03-16T23:59:55.000Z,i think they should have bobby have a long lost daughter dunno i just feel like that could be beneficial to his character,fukishama,0
276,2021-03-16T23:59:52.000Z,Hanging out with my best friends Barack Obama and AOC,fukishama,0
277,2021-03-16T23:59:54.000Z,| Louis Tomlinson blinked today.,fukishama,0
295,2021-03-16T23:59:59.000Z,"Sometimes I think about the fact that 
@HillaryClinton
 bought a whole house to make the lives of her secret service detail easier when she was going to be president.
And how instead we had to pay inflated prices for Cheato's agents.

Yep.",fukishama,0
296,2021-03-16T23:59:57.000Z,"I know people who are wealthy enough, after years of investing, to own so many dividend paying stocks that they get paid tens of thousands of $ every quarter in dividends. And it gets taxed at a lower rate than capital gains! Life goals.",fukishama,0
297,2021-03-16T23:59:54.000Z,"The way I just squealed with excitement during this Pokémon Journeys episode when both Ash and Goh had their Pokémon evolve 
Pokémon will always have my heart.",fukishama,0
0,2021-03-15T15:47:40.000Z,reached 500+ connections on linkedin officially peaked in life,austin,0
1,2021-03-15T15:36:17.000Z,18-year-old Regan Smith took down the American record in the 100 back yesterday with a 49.16 ,austin,0
2,2021-03-16T15:37:46.000Z,129 days until the Summer Olympic Games in Tokyo.,austin,0
3,2021-03-16T03:22:37.000Z,DAMN PAPA YOU A RARE BREED NO COMPARING & ITS MF SCARY TRYNA KEEP HIM  CUS I FOUND HIM LET A HOE KNOW  I AINT MF SHARING,austin,0
4,2021-03-15T23:02:36.000Z,"I love therapy so much. Every human being should have free and simple access to qualified mental healthcare, because it’s makes a difference. ",austin,0
5,2021-03-16T03:36:57.000Z,Stuck somewhere between “take your time” and “life is short” ,austin,0
6,2021-03-16T03:59:56.000Z,i wonder how many photos i’ve accidentally been in,austin,0
7,2021-03-15T17:44:34.000Z,"Once im locked in with you I promise the loyalty gonna be SOLID on my end, always",austin,0
8,2021-03-16T17:00:22.000Z,"been a week since i last saw you, and it still doesn’t seem real... how is any of this possible",austin,0
9,2021-03-16T19:17:49.000Z,If I was president march madness would be a federal holiday,austin,0
10,2021-03-16T06:35:14.000Z,Doesn’t Matter Wyd People Not Gone Support You Until They See Everybody Else Doing It.,austin,0
11,2021-03-16T18:23:35.000Z,I’m ready to go on another trip ,austin,0
12,2021-03-16T20:04:20.000Z,don’t give up your independence,austin,0
13,2021-03-16T13:35:19.000Z,I’m doing 3 tattoos this week!!!!! Internally freaking out,austin,0
14,2021-03-16T04:58:28.000Z,Varsity Rebs start off district with a huge 11-0 win over Akins. Tyler Cooper throws a no-hitter while striking out 14 in only 5 innings of work. Your Rebels will be back in action tomorrow (Tuesday) for the home opener vs Akins at 7pm. Let’s pack the house!!,austin,0
15,2021-03-16T18:58:51.000Z,"Excited at the prospect of being able to do fun things once I’m fully vaccinated. 

Terrified at the idea of having to interact with people after staying inside watching tv for more than year.",austin,0
16,2021-03-16T21:08:44.000Z,"Ayo fookin’ yo broys. 

You know what time it is. 

Flex that Papa Loosh follow ",austin,0
17,2021-03-16T23:43:37.000Z,Anytime I think I’m making progress at the gym BAM hits body dysmorphia ,austin,0
36,2021-03-16T01:13:22.000Z,Dua lipa has a lot of nerve being the hottest lady on the planet,austin,0
37,2021-03-16T16:57:28.000Z,"There are tons of investors working on the supply-side of carbon reduction.

Are there any firms with a thesis around driving demand for carbon reduction?

Or are we taking the Field of Dreams approach to carbon reduction and removal?",austin,0
68,2021-03-15T18:02:50.000Z,"The older you get , you realize your most VALUABLE asset... is Your TIME! Spend it strategically!",austin,0
69,2021-03-16T04:12:17.000Z,Cash flow < Sat stream,austin,0
70,2021-03-16T01:10:29.000Z,"single btw

and it fucking hurts. sorry to let y’all down.",austin,0
71,2021-03-16T03:05:06.000Z,I’m happy.,austin,0
72,2021-03-15T18:50:05.000Z,Texas Basketball & Baseball in the TOP 10 ,austin,0
