,date,contents,city,city_in_disaster
6,2017-08-30T23:59:55.000Z,Is it too late to drop my pre-med major in exchange for something cool....likeeeeee a life.,fukishama,0
7,2017-08-30T23:59:49.000Z,I can honestly sit on murrieta/Temecula talk for hours reading all the psycho mom's posts ,fukishama,0
8,2017-08-30T23:59:45.000Z,Everyone is beautiful in their own way,fukishama,0
9,2017-08-30T23:59:44.000Z,Do NOT pull right in front of me if you're not planning on going at least 10 over,fukishama,0
10,2017-08-30T23:59:58.000Z,Home volleyball game tomorrow @ 7:30! Come support our girls and MAKE SOME NOISE!!! The theme is BLACK OUT ,fukishama,0
11,2017-08-30T23:59:59.000Z,It's funny how people leave your life just as fast as they came into it,fukishama,0
12,2017-08-30T23:59:55.000Z,"Cam bought me Hershey kisses and said ""since I can't kiss you as much as I want, these will have to do for now"" 
...my husband is perf",fukishama,0
13,2017-08-30T23:59:46.000Z,I just want to know what you're thinking sometimes.,fukishama,0
14,2017-08-30T23:59:49.000Z,"i think theres a lot of people who expect more compassion, empathy, and forgiveness than they give.",fukishama,0
30,2017-08-30T23:59:49.000Z,Damn..Berto is so sad about Connor leaving he's changed his avi to complete darkness in respect of his lost king #incredible,fukishama,0
31,2017-08-30T23:59:41.000Z,Started Clin. Epi. homework 5 hours ago and still not done and still have no clue what it's talking about. ,fukishama,0
32,2017-08-30T23:59:52.000Z,I couldn't imagine having snakes as sibling like thank god my brother's cool as fuccc,fukishama,0
33,2017-08-30T23:59:51.000Z,If anyone found a stray and it needs a home.I have a friend. And he wants a dog . So let me know. For my friend. Thanks,fukishama,0
53,2017-08-30T23:59:48.000Z,wow! so glad i was asked to be on the september kairos! can't wait! :) ,fukishama,0
85,2017-08-30T23:59:48.000Z,Probably about to be kicked out of a store... but it'll be worth it,fukishama,0
86,2017-08-30T23:59:42.000Z,"Even when I feel like a trashcan all day, y'all always seem to put a smile on my face & motivate me to keep goin. Thank you for that! ILY",fukishama,0
87,2017-08-30T23:59:56.000Z,"""Sleep with one eye open
Gripping your pillow tight
Exit light
Enter night
Take my hand
Off to never, never land.""
@Metallica",fukishama,0
88,2017-08-30T23:59:46.000Z,"#AwfulThemeParkIdeas

Walmart.",fukishama,0
89,2017-08-30T23:59:55.000Z,"In a world full of unlimited choice, adore those that go hard for you",fukishama,0
90,2017-08-30T23:59:43.000Z,"Right wing terrorists (alt-R***t, N*zis) are calling for an ethnostate where POC do not exist within it. Antifa is self defense",fukishama,0
91,2017-08-30T23:59:49.000Z,"if you ain't using 
 in a sexual way what the fuck you using it for",fukishama,0
92,2017-08-30T23:59:47.000Z,"got my first ft job offer yesterday and i'm getting paid more than my parents was making when i was growing up, i did this because of them.",fukishama,0
93,2017-08-30T23:59:48.000Z,i hate when i'm getting my nails done & the lady starts speaking chinese to her coworkers cause i feel like they're talking bad about me,fukishama,0
94,2017-08-30T23:59:52.000Z,Just because things aren't going the way you planned doesn't mean they aren't going the way they should ,fukishama,0
95,2017-08-30T23:59:49.000Z,Chico drivers make me want to crash my car into them,fukishama,0
116,2017-08-30T23:59:54.000Z,i have nobody to share all the funny tweets i find anymore :/,fukishama,0
117,2017-08-30T23:59:50.000Z,someone told me  you can't knock people down in a contact sport. what???,fukishama,0
118,2017-08-30T23:59:41.000Z,Fake it till you make it,fukishama,0
119,2017-08-30T23:59:46.000Z,"Don't give a fuck what people think, just do you",fukishama,0
120,2017-08-30T23:59:56.000Z,I'm unfazed,fukishama,0
141,2017-08-30T23:59:41.000Z,Grilled lobsters..... Some garlic bread.... Fucking white wine.....,fukishama,0
142,2017-08-30T23:59:53.000Z,Haven't been on the west coast in a while. My first time ever in Oregon and the Bay Area! I'm pumped,fukishama,0
143,2017-08-30T23:59:58.000Z,i overthink & i overlove,fukishama,0
144,2017-08-30T23:59:47.000Z,Tired of the same ole same ole,fukishama,0
181,2017-08-30T23:59:57.000Z,Do you ever daydream so hard while driving that you slow down at a green light thinking it's red lol,fukishama,0
182,2017-08-30T23:59:43.000Z,I'm not really scared. I'll shoot my shot in some way if I'm interested,fukishama,0
183,2017-08-30T23:59:56.000Z,the negative sense of entitlement people cultivate from the idea of personally investing in entertainment is astounding each + every time.,fukishama,0
184,2017-08-30T23:59:47.000Z,"Orlando says he thought Omenihu played too high last year, but has started to use his length.

""We're expecting big things out of him.""",fukishama,0
185,2017-08-30T23:59:49.000Z,Watching the 2010 NBA all star game...Wade Bosh Bron and Melo all look unstoppable ,fukishama,0
186,2017-08-30T23:59:51.000Z,"#Dodgers Hyun-Jin Ryu is 2-0 with a 0.96 ERA, 0.75 WHIP and .164 OPP AVG in his last 3 starts vs. Diamondbacks",fukishama,0
187,2017-08-30T23:59:44.000Z,WVU WR Marcus Simms DUI charges have been dropped according to sources,fukishama,0
188,2017-08-30T23:59:43.000Z,Just re-read the last 70-80 pages of Sakana and I like my comic a lot.,fukishama,0
189,2017-08-30T23:59:59.000Z,Are you ready for Hay days? Only 10 more days! #haydays #haydays2017 #officialstartofwinter,fukishama,0
211,2017-08-30T23:59:42.000Z,Help! The next generation of great journalists has taken over Don Anderson Hall. #jcon is underway.,fukishama,0
212,2017-08-30T23:59:45.000Z,Does anybody ever have memories but you can’t tell if it was a dream or if it actually happened?,fukishama,0
213,2017-08-30T23:59:59.000Z,"Varsity Softball's 1st Home game is tomorrow (8/31) against Duchesne at Lindenwood @ 4:15, come support us",fukishama,0
214,2017-08-30T23:59:55.000Z,"Am finally catching up on 
@PlayingHouseUSA
 S3. This is, without a doubt, the most underrated show on TV. 
@Jessica_StClair
 & 
@lennonparham",fukishama,0
236,2017-08-30T23:59:49.000Z,Were #SilenceZones abolished in public interest? #AwaazFoundation invites your #noisepollution stories on fb pg #GetWellSoonMumbai,fukishama,0
237,2017-08-30T23:59:54.000Z,I made a matcha shot but fucked up the ratio and now I can hear my heart beating am I going to die,fukishama,0
238,2017-08-30T23:59:42.000Z,"if he isnt straight then im not straight, if he hurting im hurting ... no matter what we been through 
 thats my first 
 & my bestfriend",fukishama,0
239,2017-08-30T23:59:52.000Z,Now days everybody rich on social Media so everybody gone act like they don't get it,fukishama,0
260,2017-08-30T23:59:51.000Z,"Another great #Pugchat thanks to 
@Violet_Pug
 for guest hosting! ",fukishama,0
261,2017-08-30T23:59:53.000Z,Probably going to stay in and Netflix alllllll night long ,fukishama,0
262,2017-08-30T23:59:55.000Z,Kyle Schneider of the Wolverines and Kaiden Hanas of the Dragons have a spirited tilt at centre. 7-4 Drum 2:30 left 3rd period. #AJHL,fukishama,0
296,2017-08-30T23:59:53.000Z,"supfiles. There's a #FreeBSD memory. #af3e

""What's supfile?""
""Not much file, what's up with you?""

I'll show myself out.",fukishama,0
297,2017-08-30T23:59:50.000Z,"Just saying, if you cheat on your gf/bf you're scum. Cheating isn't okay ever. Don't be a prick, either be loyal or break up with them.",fukishama,0
298,2017-08-30T23:59:59.000Z,"Tony Allen signs in PHX to guard Booker in practice for a few months, then ship him out before the trade deadline once Reed is back #WhyNot",fukishama,0
299,2017-08-30T23:59:43.000Z,Back to making good #gamedev progress on #Hastilude! New character Celeris is fully animated & lots of bugs are getting squashed! #indiedev,fukishama,0
300,2017-08-30T23:59:52.000Z,i know im not young anymore and not old yet.,fukishama,0
301,2017-08-30T23:59:47.000Z,I love rawness,fukishama,0
302,2017-08-30T23:59:42.000Z,Larry David is my fashion spirit animal fr no gas,fukishama,0
303,2017-08-30T23:59:54.000Z,Does anyone know where I can send boxes of clothing for Harvey victims? Thank you.,fukishama,0
304,2017-08-30T23:59:48.000Z,My ex always said I was too stuck in the past. I think that's what he said. It was hard to make out over the sound of my clavichord recital.,fukishama,0
305,2017-08-30T23:59:56.000Z,"Flood Waters Contain All Sorts of Disease Causing Microbes! Just a few - Tetanus, giardiasis, norovirus, raw sewage + E. Coli, trench foot ",fukishama,0
326,2017-08-30T23:59:55.000Z,it's easy to be patient when you know what you're destined for.,fukishama,0
327,2017-08-30T23:59:57.000Z,"Ready Believer's..... Let's Lucha!!! 
@LuchaElRey
 #LuchaUnderground",fukishama,0
328,2017-08-30T23:59:46.000Z,One should not have to explain to people in the academy that their critique is not of an individual but of an institution.,fukishama,0
329,2017-08-30T23:59:46.000Z,"I've been sitting with the new 
@mogwaiband
 LP for a few days & I knew it was amazing but hearing it with 
@BBC6Music
 listeners = emotional",fukishama,0
350,2017-08-30T23:59:54.000Z,"If 
@POTUS
 & 
@GOP
 staff the EPA and restore regs immediately, Houston might have drinkable water again in my lifetime.",fukishama,0
351,2017-08-30T23:59:58.000Z,"Remember the show One on One?  Back in highschool I saw 
@KylaPratt
 at the galleria mall & told her I was 
@iammcjin
 to try and get her # ",fukishama,0
352,2017-08-30T23:59:50.000Z,if you can't buy it 4x it's a bad investment,fukishama,0
353,2017-08-30T23:59:53.000Z,"Prosper with Brandon Bates wins race 4 
@HoP_Racing
 paying $5.40 to win. 7-4-8-5 #Play HP",fukishama,0
374,2017-08-30T23:59:49.000Z,FONTANA: #SBCoFD onscn VEGETATION FIRE Jurupa/Beech 8-10 acres SROS with structure threat. 2nd Alarm req. ^eas,fukishama,0
375,2017-08-30T23:59:54.000Z,"I can't stand dramatic people 
Like stay the fk away from me , 
go cry in the corner",fukishama,0
408,2017-08-30T23:59:45.000Z,I know these hoes watching I do certain shit on purpose,fukishama,0
409,2017-08-30T23:59:50.000Z,Nigga about to get fired & get aids lol Life about to be bad for him,fukishama,0
410,2017-08-30T23:59:55.000Z,"I can't keep the Targaryan family tree straight because they all, including the dragons, have names that sound like the dragons",fukishama,0
411,2017-08-30T23:59:54.000Z,You know you're in Titletown when directions to hotel are Lombardi Ave. to Holmgren Way to Brett Favre Pass.,fukishama,0
412,2017-08-30T23:59:42.000Z,kylo ren eats ass,fukishama,0
413,2017-08-30T23:59:59.000Z,"The person below was up way too late last night, fucking the night away.",fukishama,0
414,2017-08-30T23:59:47.000Z,"I'm in Austin. My sketch group 
@naptimecomedy
 is in the Out of Bounds Comedy Festival. I don't normally do this useless plugging, but there.",fukishama,0
415,2017-08-30T23:59:57.000Z,"There is another 
@BrewersRow
. The head brewers of 
@DoansCBC
, 
@Brassneckbrew
, 
@DageraadBeer
 and 
@Parallel49Beer
 all live on the same street.",fukishama,0
416,2017-08-30T23:59:56.000Z,So much buying in $RDD right now :D,fukishama,0
417,2017-08-30T23:59:57.000Z,"playing gtr is like riding a bike
playing gtr is like riding a bike
playing gtr is like riding a bike
playing gtr is like riding a bike",fukishama,0
0,2017-08-30T14:23:13.000Z,"I’ve seen you up in Mickey D’s, knew you ain’t love yaself.",austin,0
1,2017-08-30T14:00:40.000Z,I draw from the wellspring of my creativity.,austin,0
2,2017-08-29T23:37:00.000Z,"4 Magnificent Frigatebird (Fregata magnificens) - Walter E. Long Metropolitan Park, Austin US-TX (30.2840,-97.6067) - 2017-08-28 11:33",austin,0
3,2017-08-29T13:07:23.000Z,Sunset Valley TX Tue Aug 29th AM Forecast: TODAY Chance Of Showers Hi 85 TONIGHT Partly Cloudy Lo 71,austin,0
4,2017-08-30T15:51:46.000Z,"Accident reported in #Austin on Mopac SB before 45th St, stop and go traffic back to Far W Blvd, delay of 6 mins #ATXtraffic",austin,0
5,2017-08-30T23:38:52.000Z,"few clouds -> clear sky
temperature down 91°F -> 88°F
humidity up 38% -> 42%
wind 16mph -> 11mph",austin,0
6,2017-08-30T18:32:07.000Z,"current weather in Austin: clear sky, 87°F
38% humidity, wind 8mph, pressure 1013mb",austin,0
7,2017-08-30T16:45:21.000Z,"Want to learn how to use apps to increase engagement with shoppers? 
@SandBoxCommerce
 has you covered!

DM me to try 30 days free! 
@Shopify",austin,0
8,2017-08-29T23:39:30.000Z,Gainz O’Clock.,austin,0
9,2017-08-30T22:06:06.000Z,Sunset Valley TX Wed Aug 30th PM Forecast: TONIGHT Clear Lo 69 THURSDAY Sunny Hi 90,austin,0
10,2017-08-29T21:43:37.000Z,"Come to Barley Bean on Burnet Rd so I can make u some food & meet u if you're in Austin (after security approves I guess)
 @realDonaldTrump",austin,0
22,2017-08-29T23:37:00.000Z,"1 Sooty Tern (Onychoprion fuscatus) - Walter E. Long Metropolitan Park, Austin US-TX (30.2840,-97.6067) - 2017-08-28 11:33",austin,0
23,2017-08-29T13:06:29.000Z,Austin TX Tue Aug 29th AM Forecast: TODAY Chance Of Showers Hi 85 TONIGHT Partly Cloudy Lo 71,austin,0
24,2017-08-30T15:24:40.000Z,"Accident reported in #Austin on US 183 SB before Duval Rd, stop and go traffic back to Oak Knoll Dr, delay of 3 mins #ATXtraffic",austin,0
25,2017-08-30T20:55:19.000Z,"clear sky -> few clouds
temperature up 87°F -> 91°F
wind 8mph -> 16mph",austin,0
26,2017-08-30T13:05:55.000Z,Sunset Valley TX Wed Aug 30th AM Forecast: TODAY Mostly Sunny Hi 89 TONIGHT Clear Lo 69,austin,0
27,2017-08-30T16:45:22.000Z,"Want to learn how to use apps to increase engagement with shoppers? 
@SandBoxCommerce
 has you covered!

DM me to try 30 days free! 
@Shopify",austin,0
42,2017-08-29T23:37:00.000Z,"3 Royal Tern (Thalasseus maximus) - Walter E. Long Metropolitan Park, Austin US-TX (30.2840,-97.6067) - 2017-08-28 11:33",austin,0
43,2017-08-30T22:05:22.000Z,Austin TX Wed Aug 30th PM Forecast: TONIGHT Clear Lo 69 THURSDAY Sunny Hi 90,austin,0
44,2017-08-30T13:05:12.000Z,Austin TX Wed Aug 30th AM Forecast: TODAY Mostly Sunny Hi 89 TONIGHT Clear Lo 69,austin,0
0,2017-08-30T22:23:02.000Z,"clear sky -> few clouds
temperature up 78°F -> 82°F
humidity down 54% -> 48%
wind 11mph -> 8mph",moore,0
1,2017-08-30T22:04:58.000Z,Oklahoma City OK Wed Aug 30th PM Forecast: TONIGHT Clear Lo 61 THURSDAY Sunny Hi 85,moore,0
2,2017-08-30T18:31:22.000Z,"current weather in Oklahoma City: clear sky, 78°F
54% humidity, wind 11mph, pressure 1017mb",moore,0
3,2017-08-30T18:16:21.000Z,"temperature up 60°F -> 78°F
humidity down 100% -> 54%
wind 6mph -> 11mph",moore,0
4,2017-08-30T12:57:35.000Z,"""But I'm not naked! I'm holding this flashlight!""

#wyvernquotes cc:
@rahquuer",moore,0
5,2017-08-30T23:20:57.000Z,"Dudette, fuck the smarty-pants",moore,0
6,2017-08-30T22:20:57.000Z,"Dudette, fuck the thummim",moore,0
7,2017-08-30T21:20:57.000Z,"Broski, fuck the rapaces",moore,0
8,2017-08-30T22:03:02.000Z,"Accident in #OklahomaCity on I-40 EB west of I-44, stop and go traffic back to Portland Ave, delay of 1 min #OKCtraffic",moore,0
9,2017-08-30T22:38:51.000Z,"Accident, right lane blocked in #Oklahoma on I 44 WB west of Pennsylvania Ave, slow traffic back to NW Expwy, delay of 1 min #OKCtraffic",moore,0
30,2017-08-30T13:04:48.000Z,Oklahoma City OK Wed Aug 30th AM Forecast: TODAY Sunny Hi 85 TONIGHT Clear Lo 61,moore,0
31,2017-08-30T22:02:17.000Z,"Accident cleared in #AmarilloJunction on I 44 EB south of I-40, slow traffic back to SW 15th St, delay of 1 min #OKCtraffic",moore,0
