,date,contents,city,city_in_disaster
86,2019-03-16T23:03:23.000Z,"OMG - death toll from Christchurch shooting now 50, with possibility of more dying of wounds...",christchurch,0
87,2019-03-17T23:00:51.000Z,"#BREAKING: Brenton Tarrant has sacked his lawyer and wants to represent himself. NZ Herald reports Richard Peters said Tarrant appears to be lucid and is not mentally unstable – other than the extreme views that he held. 
@SkyNewsAust",christchurch,0
88,2019-03-17T22:45:50.000Z,And everyone getting their panties in an uproar over changing the name of the Crusaders to something less historically grotesque can fuck right off because you're part of the problem,christchurch,0
89,2019-03-17T22:23:01.000Z,"What we actually need right now is to hear from the people with an expertise in the sociology of racism and xenophobia, and less outraged generalisations (understandable though they are) from anyone with a platform.",christchurch,0
90,2019-03-16T21:20:54.000Z,Hope peeps saw PM Ardern explaining all the support our govt gives victims & families of tragedies & atrocities #Kindness #Christchurch,christchurch,0
91,2019-03-16T01:58:49.000Z,"Racing cliches 102: Given recent events in Australia should riders/trainers here continue referring to tbeir horses having an ""electric turn of foot""?",christchurch,0
109,2019-03-16T00:17:59.000Z,Mob ties.. The streets going crazy..,christchurch,0
110,2019-03-16T06:43:40.000Z,"In light of the exemplary leadership and empathy shown in the last 24 hrs by 
@jacindaardern
 , just wondering has there ever been a female dictator?",christchurch,0
111,2019-03-16T12:23:23.000Z,"Prayers to terror victims in #Christchurch

I found #NewZealand to be the least racist place I have ever been

Makes since these pricks came from down under

#Nationalism is pure evil",christchurch,0
128,2019-03-16T17:37:49.000Z,"Do not think we are silent or fall asleep.

We do not like to hurt, so we can not prevent it.

Do not support any other person in the future to hurt him or else you will not find yourself
 So be carefully and stop Muslims attack!",christchurch,0
129,2019-03-16T03:44:09.000Z,People in Christchurch are warned to stay off the streets. Helicopters are still circling as the city contemplates the horrendous acts of the day before.,christchurch,0
130,2019-03-16T16:39:52.000Z,"I’m ready for regular WiFi, LTE Data Speeds, and my Gigabit internet connection. #NZ #JasenInNZ #back2japan",christchurch,0
131,2019-03-17T11:33:21.000Z,So I've been thinking about the absurd number of deaths from one murderer and it occurred to me that US killers probably use full metal jacket bullets. Here in NZ guns are for hunting and bullets are soft or hollow-point.,christchurch,0
149,2019-03-16T22:59:01.000Z,"Extra care felt from Chch airport staff -  who are placed around the departure gate, asking if everyone is ok getting from A to B. Not sure whether it the individuals or organisation, but everyone here feels active and present to the collective pain and sense of loss",christchurch,0
150,2019-03-17T18:37:11.000Z,It's weird going back to work after recent events. I don't think the reality of it all has sunk in,christchurch,0
151,2019-03-16T06:09:12.000Z,"That was a great game! Thanks 
@NZWarriors
 so good to have you back 
 #WarriorsForever #NRLWarriorsBulldogs #WarriorsNation",christchurch,0
192,2019-03-16T23:23:14.000Z,"Thunder Bay was a leading candidate for blinkers and won first up with them at Ashburton at a price But most punters were unaware of the change due to ""administrative error"". Guess what would have followed if it had been rider or trainer error?",christchurch,0
193,2019-03-16T02:37:55.000Z,Great boost for Kevin and Pam Hughes to win Wellington Guineas. Not so for the males in the field u fortunately.,christchurch,0
194,2019-03-16T22:03:20.000Z,"As an immigrant from the UK living in Christchurch I feel so upset & angered that someone would do something so awful in this beautiful, peaceful & safe country that I call home. Big respect 
@NZPCanterbury
 @StJohnNZ
 @LianneDalziel
 @jacindaardern
 & all those dealing with events.",christchurch,0
195,2019-03-17T20:04:05.000Z,"And there we go, sitting in the car howling and trying to pull myself together to go into work 
@UCNZ
 . Delayed response that was always going to kick in, just a question of when. As I have said in previous events, it's ok to not be ok, just don't be alone. Off to find people.",christchurch,0
196,2019-03-16T20:54:48.000Z,"CHRISTCHURCH SHOOTING: Sadly, the death toll has risen to 50. List of victims has been released to families while formal ID process still being carried out 
#7news",christchurch,0
197,2019-03-17T00:23:47.000Z,Going through the experience of the earthquake helped prepare hospital staff deal with the influx of casualties from Friday’s shooting says Greg Robertson - chief of surgery at #Christchurch hospital.,christchurch,0
198,2019-03-16T05:56:40.000Z,"We’ll cross live to our team in Christchurch 
@hughriminton
 @danielsutton10
 and 
@emma_os
 with comprehensive coverage of the mosque shooting that’s left 49 people dead. Join us for the latest at 5 
@10NewsFirst
 #christchurchshooting",christchurch,0
199,2019-03-16T21:08:46.000Z,"""Feeling like we never left"". No recognition of the penalty, the value of learning and of the status accorded for readmission. Obviously the wrong message, but nothing we didn't expect. 
@CricketAustrala",christchurch,0
200,2019-03-17T23:59:38.000Z,"We have spoken to NZ Bar Association about Brenton Tarrant representing himself, and the questions raised over whether he will be able to question survivors on the stand. Judge will be able to shut it down at any point. Details shortly on Sky News",christchurch,0
201,2019-03-16T23:00:47.000Z,"50 dead, 50 more injured. Chch terror attack.",christchurch,0
219,2019-03-16T03:42:54.000Z,"Plunket Shield has been decided with a round to spare in sad and unique circumstances. CD will be presented with the trophy later this week after sole other remaining contender, Canterbury, withdrew from concurrent final match of the season due to yesterday’s terrorist attack",christchurch,0
220,2019-03-16T21:00:28.000Z,"Helicopters circling overhead between 1am and 3am kept me awake. I'm highly sensitive to noise. If the police are confident there was only one shooter, why the need for the helicopters?",christchurch,0
221,2019-03-17T23:22:15.000Z,Spoke to a Muslim woman this morning who moved here with her family 9 years ago. She said she can accept the quakes that turned her home to rubble. But she can’t accept hate.. and the fact she’s lost multiple Brothers and Sisters. #NewZealandMosqueAttacks,christchurch,0
222,2019-03-16T20:42:38.000Z,"#BREAKING the Christchurch death toll has risen to 50. Police Commissioner Mike Bush has confirmed. Full details on 
@nzherald",christchurch,0
240,2019-03-16T05:41:45.000Z,"Observation from Chch today. The serious lack of ethnic diversity within NZ’s mainstream news outlets. Kia kaha koutou. 
@1NewsNZ
 @NZStuff
 @NewshubNZ
 @NZMETweets",christchurch,0
241,2019-03-17T04:27:59.000Z,"As expected 
@SeanPlunket
 couldn't wait more than 5 minutes before baiting his audiences prejudices.",christchurch,0
242,2019-03-17T00:51:00.000Z,"I'm at a playground in central Christchurch right now, and I'm reminded of how diverse and multicultural this city is. Kids of every creed and race playing together, having fun. Makes me smile.",christchurch,0
260,2019-03-17T18:23:14.000Z,"Bruh my heart goes out to all yall with loadshedding 
 sucks so much man",christchurch,0
261,2019-03-16T02:36:31.000Z,"The Prime Minister, Jacinda Ardern, says officials are working hard to get bodies back to families as soon as possible, in line with the Muslim faith. 
@rnz_news
 @NZMorningReport
 @CheckpointRNZ",christchurch,0
0,2019-03-17T23:24:17.000Z,me to no one bc I’m sitting alone in my home: “can we get takeout”,nashville,0
1,2019-03-17T18:54:10.000Z,"THIS ONE’S FOR BEAUREGARD, ALABAMA.",nashville,0
2,2019-03-16T19:00:45.000Z,Just trying to love and be loved,nashville,0
3,2019-03-16T04:46:02.000Z,"Philippians 4:13 is one of those “cliche” bible verses and it’s easy to skim over and not think about the truth in it. 

I can do ALL things through Christ who strengthens me. 

All things. Even the difficult ones. Yes I can. (And so can you.)",nashville,0
4,2019-03-17T16:48:19.000Z,"Don’t worry fans

The grief counselor has entered the building",nashville,0
5,2019-03-17T22:31:03.000Z,If you are afraid of the toothpaste school you are mentally unsound and do not deserve the impending final 4 run,nashville,0
6,2019-03-17T18:46:54.000Z,I see Tennessee Orange heading toward exits. Just saying.,nashville,0
7,2019-03-17T13:21:05.000Z,“Don’t wait around for other people to be happy for you. Any happiness you get you’ve got to make yourself.” – Alice Walker #CiteBlackWomenSunday,nashville,0
8,2019-03-17T20:46:35.000Z,Bruce Pearl inherited the worst power 5 basketball program and has completely resurrected it. He is my president.,nashville,0
18,2019-03-17T16:49:06.000Z,Thank God even in a time of darkness,nashville,0
19,2019-03-17T00:27:03.000Z,"I’m shooting a new music video tomorrow for my new single!!!

Watch my Instagram and Facebook story tomorrow for behind the scenes videos and pictures! 

Also, tomorrow.... you’ll find out what my new single is ",nashville,0
20,2019-03-17T22:40:31.000Z,Let’s make the best of this and go win the whole damn thing. #iubb #NIT,nashville,0
21,2019-03-17T00:04:33.000Z,"GET WITH PEOPLE WHO:
Are happy for your success  
Are confident, not arrogant 
Speak positively about others  
Are humble, not ego driven 
Push you to get better 
Motivate and inspire you
Have a vision and purpose 
Are GRATEFUL",nashville,0
22,2019-03-17T05:04:10.000Z,"Thank you to our 
@LTUHockey
 Seniors for a fantastic 4 years... You boys played your hearts out and brought the energy each and every night...",nashville,0
23,2019-03-16T18:31:05.000Z,i’m too fucking nice,nashville,0
24,2019-03-16T19:12:12.000Z,Just might be the greatest collection ever assembled of boot cut jeans with white stitching at Bridgestone Arena today for this UK-UT game.  #RhinestoneCowboys,nashville,0
25,2019-03-17T18:54:49.000Z,"""It's great to be an Auburn Tiger,"" they're singing.",nashville,0
26,2019-03-17T00:28:17.000Z,When u entertain a clown u become part of the circus,nashville,0
45,2019-03-17T19:59:22.000Z,I look good. That is all.,nashville,0
46,2019-03-17T01:36:31.000Z,I need ppl that actually care about me in my life,nashville,0
76,2019-03-16T20:50:28.000Z,"Ah yes, the rare assistant coach technical foul that happened during the time out. Exceptional ref job going on here today.",nashville,0
77,2019-03-16T21:23:48.000Z,"Wow. Does someone have 
 on this game?",nashville,0
78,2019-03-16T21:01:29.000Z,You can’t call two ticky tack fouls on Alexander in a 30 second span and then not call one on Bowden’s drive and Grant getting knocked to the ground while shooting. You just can’t. Officiating and the game itself loses all credibility when that happens #SECTourney,nashville,0
79,2019-03-16T21:49:03.000Z,I’m just hearing that one of the officials threw out a fan during the Tenn/UK game today. Unless there’s a good explanation its unacceptable. You can’t be sensitive as a player. Or as an official (& officials are ‘grown-ups’).,nashville,0
80,2019-03-17T22:20:19.000Z,"Guys, can we chill with the Richard Pitino story line? He brought MN to the NCAA tournament, this isn’t about his dad. I guarantee he is going to go and do his job, and doesn’t have some weird vendetta to settle the score with UL in the name of family. ",nashville,0
81,2019-03-17T19:33:49.000Z,"If Tennessee winds up as a #2 seed in the South, then perhaps today’s loss is for the best overall.

The #Vols are in a position now, though, where they MUST make a deep tournament run or else this team will have nothing to show for the 2018-19 season except a good record.",nashville,0
82,2019-03-17T18:37:26.000Z,It feels absolutely amazing outside today! To celebrate I’m gonna sit inside and play the Division 2.,nashville,0
83,2019-03-17T18:51:27.000Z,nashville was way cooler when it wasn’t ‘cool’.,nashville,0
84,2019-03-17T00:08:21.000Z,Thinking about my set for the #CloserToYouTour... what songs of mine do wanna hear?,nashville,0
102,2019-03-17T14:35:06.000Z,"Happy #StPatricksDay
 ",nashville,0
103,2019-03-17T18:28:28.000Z,Bruce Pearl: fun to watch.,nashville,0
104,2019-03-17T22:26:31.000Z,Auburn gets the 5-seed and will play 12-seed New Mexico State on Thursday in Salt Lake City. The winner of that game will face the winner of 4-seed Kansas and 13-seed Northeastern #MarchMadness,nashville,0
105,2019-03-17T01:32:22.000Z,We haven’t had a good Mafia-hit in a couple of decades. It feels good to be back.,nashville,0
106,2019-03-16T23:03:45.000Z,“Here’s to the women who think I’m singing this song to you.” -Dustin Herring,nashville,0
126,2019-03-17T18:37:02.000Z,"Jared Harper, Chuma Okeke, Malik Dunbar and Austin Wiley are all checking back in to end this thing.

Timeout on the floor. Auburn 68, Tennessee 53 with 6:31 left.",nashville,0
127,2019-03-16T21:44:54.000Z,"I blacked out after Lamonte Turner hit that three.

Apparently Tennessee beat Kentucky 82-78 to advance to the SEC Championship Game where they’ll face Auburn.",nashville,0
128,2019-03-17T19:07:43.000Z,Brown named Tourney MVP,nashville,0
147,2019-03-17T04:28:21.000Z,"Great result today in a hard field to play at! Thank you to the traveling fans for coming and supporting for 90 minuets! Good to be back!! See you at home next week 
@SaintLouisFC",nashville,0
148,2019-03-17T15:42:22.000Z,"There are a TON of Tennessee fans around Bridgestone Arena this morning. Arena will be painted orange!

And as for the Kentucky fans that are still in town, the look on their faces are fun to see.",nashville,0
149,2019-03-17T16:28:06.000Z,I would do anything to play football again and wear baggy white sleeves on a cool Friday night,nashville,0
182,2019-03-17T16:29:24.000Z,"sitting on the porch just before tip off reflecting on what an incredibly fun season this has been. Regardless of what happens today or in the next few weeks, I am so thankful for this team, & as always, my vol twitter family 
 LOVE U GUYS FOREVER 
@Vol_Hoops
 @PopcornSutton__",nashville,0
183,2019-03-17T21:18:48.000Z,going thru a HEAVY dolly parton phase right now and pretty sure i will never be out of it,nashville,0
184,2019-03-16T20:55:24.000Z,"Gimme a Kel Yeah!

#316Day",nashville,0
185,2019-03-16T21:01:21.000Z,Come on Cats! Win this thing...these dunk pics are gonna be DOPE! #BBN,nashville,0
186,2019-03-17T09:01:40.000Z,"It sucks that i finally found someone who i genuinely believe i can trust, but my trust has been shit on so many times that it is SO HARD to try to put my trust into anyone/anything now. Like Jesus himself could tell me I’m going to heaven and I’d still be like hmm u sure",nashville,0
187,2019-03-17T02:13:49.000Z,Love to sit here on a Saturday night and convince myself that we might get in tomorrow.,nashville,0
188,2019-03-17T23:33:23.000Z,"Bummed to hear about Dick Dale. 
He was one of the first people to give *repeat repeat a chance to open for him when we first started the band. Was by far the most humble legend ever. 
#RIPDickDale",nashville,0
206,2019-03-17T02:09:27.000Z,I done dipped & walked back in to some crazy sessions at #TheLinkInn.,nashville,0
207,2019-03-17T03:24:38.000Z,Rho Psi and AX on the way to MTSU #RoadTrip #ColemanLove,nashville,0
208,2019-03-17T01:15:34.000Z,I just wanna lay up ,nashville,0
209,2019-03-17T18:27:38.000Z,Chloe Rogers picks up her first career win as the Lady Bisons beat Purdue-Fort Wayne in five innings to close out the Belmont Invitational.,nashville,0
227,2019-03-17T01:42:14.000Z,I told my Uber driver that I’m a keyboard player so now he’s naming every band/song he can think of with piano.,nashville,0
228,2019-03-16T23:55:32.000Z,"Psst. You can just not tweet about the outrage-of-the-day. Especially when it involves two grown-ass people, who can handle themselves.",nashville,0
229,2019-03-16T22:06:35.000Z,That was a final four game. It felt like a final four game. It hurts like a final four game.,nashville,0
230,2019-03-17T03:06:51.000Z,You just fell out of the sky the best things come when you don’t even try,nashville,0
249,2019-03-17T02:58:55.000Z,First win on the road ,nashville,0
250,2019-03-16T17:20:06.000Z,Miami starting to look like PCB back in 2012’,nashville,0
251,2019-03-16T21:36:23.000Z,0-8 three pointers in the 2nd half turned into 3-3 down the stretch was the difference in Tennessee winning this game. Gotta give it to an experienced team to stay the course and not waiver. #Vols,nashville,0
252,2019-03-17T22:20:59.000Z,Today was for sure another stepping stone in my life,nashville,0
253,2019-03-16T12:33:33.000Z,Apple juice from a hotel just be hitting DIFFERENT,nashville,0
301,2019-03-16T17:49:45.000Z,"Tennessee can punch a ticket to the SEC Tournament finals.

Bearden & Fulton are both playing for state championships.

What a day!",nashville,0
302,2019-03-16T22:12:29.000Z,"Congrats to H
A NASH finalists! NE Jones, Bishop Luers, Waltham, Laff Jeff, CR Prairie, & Carmel!",nashville,0
303,2019-03-17T06:18:58.000Z,"What sets me apart from the common #Exvangelical narrative is that I was never “trapped” in fundie/evie world apart from my choice. My parents never took it *too* seriously, mingled with “worldly” friends, and let me roam pretty free range. Who else shares this experience?",nashville,0
304,2019-03-16T19:44:27.000Z,"Standing next to Auburn in one of the courtside tunnels.. “This is a f***ing home game.” One of the Auburn players in reference to the amount of blue cheering on 
@KentuckyMBB
.",nashville,0
305,2019-03-17T20:22:09.000Z,"Fulton lost
UNC lost
TN lost

rough weekend for ya boy ",nashville,0
306,2019-03-17T23:33:27.000Z,If I ever removed you from my life I’m not torn about it at all,nashville,0
307,2019-03-16T13:00:02.000Z,"I wish strangers would stop tryna have conversations with me, I don’t like talking to ppl",nashville,0
308,2019-03-16T20:39:39.000Z,The EJ and PJ show,nashville,0
309,2019-03-17T16:45:55.000Z,I think we might get in and I hate that I think we might get in.,nashville,0
310,2019-03-17T18:25:36.000Z,I’d rather have lost a close semifinal game to UK than win and then get embarrassed by Bruce Pearl on National TV. This is pathetic,nashville,0
311,2019-03-16T15:07:26.000Z,I HAVE LITERALLY WANTED THIS FOR SO LONG AND THINGS FINALLY WORKED OUT FOR ME,nashville,0
312,2019-03-17T05:31:04.000Z,I need to stop thinking so negative and just trust God..,nashville,0
333,2019-03-16T21:19:19.000Z,"Officiating for 
@SEC
  is honestly pathetic. Doesn’t matter where you’re from or who you cheer for.
This is awful. Make a change.",nashville,0
334,2019-03-16T16:48:48.000Z,my thighs and @jansensational’s biceps have almost the exact same circumference,nashville,0
335,2019-03-16T05:43:26.000Z,"Went out with my neighbor and his brother in law downtown to a local barcade that's usually awesome, and they knocked out the wall connecting it to a club and now it's loud as hell and NFL Blitz is broke and it's clear to me this is no longer a barcade ",nashville,0
355,2019-03-16T22:52:57.000Z,"My introverted, Irish partner goes out once a year, on St. Patrick's Day. This year, he spent the money we'd put aside to take the kids to see Captain Marvel. It is so sweet, I tear up thinking about it.",nashville,0
356,2019-03-17T20:10:17.000Z,sad to report I did not become famous at SXSW this year,nashville,0
357,2019-03-16T17:55:42.000Z,"Secret to success in this year’s SEC tournament:
Be an orange and/or blue team.",nashville,0
358,2019-03-17T13:41:35.000Z,"Now servin' your St.Patrick's Day brunch, green mimosas and all at 
@thegardentable
! It's your lucky day",nashville,0
378,2019-03-17T23:03:31.000Z,"So instead of Kentucky-Tennessee in the SEC semifinal yesterday being for a No. 1 seed, it was for the No. 2 seed in the South Region (Louisville), turns out.",nashville,0
0,2019-03-16T09:05:32.000Z,"You grow up the day you have the first real laugh at your self 
#IsangLUCENAngSayaKAOSETH",beirut,0
1,2019-03-16T22:39:15.000Z,"Back

#زعيم_تويتر_وجمهوره_سهرانين",beirut,0
2,2019-03-17T07:45:01.000Z,People get so offended when you treat them how they treat you lol,beirut,0
3,2019-03-16T09:03:50.000Z,"Stay no matter haoe hard it is to be with me just stay 
#IsangLUCENAngSayaKAOSETH",beirut,0
4,2019-03-16T09:04:34.000Z,"Do not let the behavior of others destroy  your inner peace 
#IsangLUCENAngSayaKAOSETH",beirut,0
5,2019-03-17T13:10:52.000Z,"Stop looking for happiness, the same place you lost it.

#SundayThoughts",beirut,0
6,2019-03-17T21:32:57.000Z,"Privacy is golden, What people don’t know, people can’t ruin..",beirut,0
7,2019-03-17T21:56:16.000Z,Here is a god called #messi ,beirut,0
8,2019-03-16T17:47:21.000Z,other peoples’ lives aren’t as interesting as you think they are,beirut,0
9,2019-03-17T13:17:39.000Z,"A single lie discovered is enough to create doubt in every truth expressed.

#SundayThoughts",beirut,0
10,2019-03-17T14:24:09.000Z,If US is governed by Jewish lobbyists so what does USA stand for?,beirut,0
11,2019-03-17T17:15:32.000Z,does your phone vibrate for absolutely no reason whatsoever,beirut,0
12,2019-03-17T17:06:09.000Z,Hala2 I’m not excited to watch the match bas enu bayern what to do,beirut,0
13,2019-03-17T19:07:58.000Z,"I am proud to join #MainBhiChowkidar movement. As a citizen who loves India, I shall do my best to defeat corruption, dirt, poverty & terrorism and help create a New India which is strong, secure & prosperous.",beirut,0
28,2019-03-16T21:36:27.000Z,"Let those who are in the earth be merciful to you, who is in heaven#NewZealandTerroristAttack",beirut,0
29,2019-03-17T17:09:33.000Z,If you were born a human you are the same with different features. Please remember that!!,beirut,0
46,2019-03-17T21:23:39.000Z,"So happy for 
@AminYounes11
 better everytime I see him! #Kbeer ;)",beirut,0
47,2019-03-17T13:48:13.000Z,"#At least three Hundreds and sixty people killed &too many others injured after a powerful gas explosions hits North of Brazil following by a massive shots#Iraqis,Qataris,Austrians and Indians are between the victims",beirut,0
48,2019-03-16T13:27:55.000Z,"Hello everyone, remember, we got the elgato(even before jablinski), that means we're gonna record... GRANDFINALS, SEMIS, AND LOSER'S SEMIS!! So try your best to make it there and impress everyone with your skills!!",beirut,0
66,2019-03-17T20:26:10.000Z,In what universe did I think The Umbrella Academy was a comedy,beirut,0
89,2019-03-16T17:18:10.000Z,"Once you write on Twitter, Facebook etc believe me, you are sending a message to both sane and insane characters. 

Therefore, anticipate sane and insane responses. This is the antidote upon these mediums.",beirut,0
90,2019-03-17T10:46:36.000Z,"#At least three Hundreds people killed &too many others injured after a powerful explosions hits Perth-Australia following by a massive shots#Britons,Russians,Arabs and Pakistanis are between the victims",beirut,0
91,2019-03-17T00:37:13.000Z,"You're gone.. and i gotta stay high, all the time, to keep you off my mind",beirut,0
92,2019-03-17T21:30:57.000Z,What the fuck Messi,beirut,0
93,2019-03-16T21:06:58.000Z,My new favourite thing is finding beautiful covers for Bob Dylan songs I like.,beirut,0
94,2019-03-17T14:22:10.000Z,Corruption here corruption there corruption everywhere... search every single politician who was part of the government for the past 45 year,beirut,0
95,2019-03-17T15:13:05.000Z,Twitter is a safe place for lunatics to imagine their private worlds and defend it while staying behind their phones and not seeing the actual world,beirut,0
96,2019-03-17T22:30:36.000Z,Im failing my midterms tomorrow goodnight,beirut,0
97,2019-03-16T18:34:13.000Z,"Give a little, get a lot
That's just how you are with love.",beirut,0
98,2019-03-17T22:40:02.000Z,Difficult roads often lead to beautiful destinations ,beirut,0
99,2019-03-17T18:26:06.000Z,Choose yhe person who sees your faults and says so?,beirut,0
100,2019-03-17T07:52:32.000Z,"Look at the stars, look how they shine for you",beirut,0
120,2019-03-17T23:57:58.000Z,that veronica girl is cray. #Heathers,beirut,0
121,2019-03-17T21:25:46.000Z,i just noticed I'm barely eating meat or chicken im so proud,beirut,0
122,2019-03-17T15:36:55.000Z,Dad calls remixes 'mixes' and it the cutest thing,beirut,0
123,2019-03-16T12:49:53.000Z,"We need every vote possible ! 
#SoompiAwards⁠ ⁠
#TwitterBestFandom⁠ ⁠ 
#TeamBTS 
@BTS_twt",beirut,0
144,2019-03-16T07:50:55.000Z,"Lebanese guy to me  ""You need a husband who says Yalla Habibi"", not sure about the husband part, but yes otherwise...",beirut,0
145,2019-03-16T21:15:51.000Z,"On 15 March 2019 the first campaign of colorectal cancer awareness was launched in Lebanon! 
@SAIDAssociation 's dream came true after only 3 years of it's birth! #anaSAID #ColonCancerAwarenessMonth #coloncancer #savinglives #Marchinblue",beirut,0
146,2019-03-17T13:37:02.000Z,"I never thought that my 5'1"" self could hold so much hatered towards that one person",beirut,0
147,2019-03-17T23:57:00.000Z,"When Albert Einstein was offered the presidency of Israel. He declined , saying ""Equations are more important to me, because politics is for the present, but an equation is something for eternity"".",beirut,0
196,2019-03-16T09:21:00.000Z,What’s on your mind ?,beirut,0
197,2019-03-17T09:29:29.000Z,"Great attitude is like a perfect cup of coffee, don’t start your day without it! #morning",beirut,0
198,2019-03-17T15:14:14.000Z,"I wonder.. 
Why since more than 6 years.., there’s no registration with #UNHCR for more than 6 thousand displaced #Palestinian_refugees (#UNRWA records) from #Syria to #Egypt ?!",beirut,0
199,2019-03-17T16:24:27.000Z,I don't want to get sick... I don't want to get sick... I don't want to get sick... :(,beirut,0
200,2019-03-16T11:50:20.000Z,"What happened yesterday at the muslim mosque was a massacre which is literally inhuman. Such actions are only justified as terrorist attacks, rather than just violent extremism due to the worlds double standards. Such mentally ill people must be in mental care centers.",beirut,0
201,2019-03-17T11:11:11.000Z,"Time to rest my eyes, and maybe my lungs as well",beirut,0
202,2019-03-16T19:22:33.000Z,"I’ll bet you think this song is about you.We know the new selfishness when we see it. It’s in the laughter of the Atlanta girl who demanded the city’s busiest avenue be shut down for her arrival to her sixteenth birthday party, even though there was a hospital across the street.",beirut,0
203,2019-03-17T19:25:03.000Z,loool Lebanese girls really hate Lebanese men like that? ,beirut,0
204,2019-03-17T17:32:54.000Z,My love what you I sent to you my sister I will let her mdesr was you you know you were mllove send me your picture and how           going on the money you send her money and arehow are you darling I hope tod,beirut,0
205,2019-03-17T09:24:49.000Z,"RISE AND SHINE!

we are currently losing please RT and Reply with the hashtags:
#TwitterBestFandom⁠ ⁠
#TeamBTS
#SoompiAwards⁠ ⁠
@BTS_twt",beirut,0
206,2019-03-17T07:47:40.000Z,Life Goals: Get married to Gwen Stefani in 2003,beirut,0
225,2019-03-17T21:26:42.000Z,honestly please just wtf is this course it's the only bane of my existenfe,beirut,0
226,2019-03-17T15:19:02.000Z,"“We promise according to our hopes, and perform according to our fears.” Francois duc de la Rochefoucauld",beirut,0
227,2019-03-17T01:54:39.000Z,It's just a matter of time time ,beirut,0
228,2019-03-17T19:24:55.000Z,"That’s Entertainment! Excellent work 
@CarlaAadChahine
 @KamilTanios
  @mayadiab
  @mtvlebanon
  #mtvlebanon #هيك_منغني",beirut,0
229,2019-03-17T15:49:44.000Z,"current weather in Beirut: scattered clouds, 13°C
67% humidity, wind 4kmh, pressure 1020mb",beirut,0
