,date,contents,city,city_in_disaster
300,2013-05-20T01:39:45.000Z,"Of course I'd start crying as the donations roll in from the country music family! 
@TraceAdkins
 is doing #Nashville proud tonight!",nashville,0
301,2013-05-20T02:57:41.000Z,"Hey, hold my guitar till I summon you.",nashville,0
323,2013-05-20T22:54:48.000Z,"""When someone else's happiness is your happiness that is love"" - 
@LanaDelRey",nashville,0
324,2013-05-20T14:28:05.000Z,"So far, the #MusicCityCenter has booked 123 meetings, representing more than a million hotel room nights, surpassing goals.",nashville,0
325,2013-05-20T23:28:01.000Z,#RivergateArea accident - now moved to right shoulder - on I 65 NB before N-386 as reported by police #Nashville #traffic,nashville,0
326,2013-05-20T03:04:41.000Z,"Check out the Celebrity Apprentice Winner ( 
@TraceAdkins
 ) on next week's CW COVER!! On stands Friday!",nashville,0
327,2013-05-20T03:06:25.000Z,Thanks for chatting tonight - it was a busy country night! Have a great one!,nashville,0
350,2013-05-20T17:04:47.000Z,Mondays stink,nashville,0
384,2013-05-20T19:11:39.000Z,"Successful arms and abs workout with 
@BBCNashville
 best..... 
@gamblejosh
! Pretty excited about 
@lalalaurabeth
 and I's matching tanks too!",nashville,0
385,2013-05-19T16:47:39.000Z,"If Christmas & Emmanuel is the ultimate - God is WITH us THEN Pentecost is the ultimate - God is IN is. 
@pastormitchell
 @GracePointeTN",nashville,0
386,2013-05-20T03:18:12.000Z,he's still Gerald to me,nashville,0
387,2013-05-20T23:54:48.000Z,"Sooo ready to go see 
@elliegoulding
 tonight in Nashville!!!!",nashville,0
388,2013-05-20T20:59:43.000Z,"Let summer begin, with 5 teenage girls swimming in the pool. ",nashville,0
389,2013-05-20T02:56:18.000Z,I like prince and all. But tonight she looks like the maid from The Jeffersons. Only a more dramatic eye than the maid. #BBMA,nashville,0
390,2013-05-20T15:19:40.000Z,"So, other cities, did a star show up at your Mayor's State of the City to perform? No? Oh, sorry. We had 
@BradPaisley
. #Boom #Nashville",nashville,0
391,2013-05-20T21:56:40.000Z,At Frothy Monkey in Nashville listening in on a conversation about Church of Christ music and how they all know their parts to sing! ,nashville,0
392,2013-05-20T15:53:52.000Z,"Chasing my dreams to perform at the 
@opry",nashville,0
393,2013-05-20T20:45:27.000Z,"So excited to be back for 
@emanate
 tonight. Nashville folks, if you need some joy and peace and/or healing, I highly recommend it!",nashville,0
394,2013-05-20T15:13:14.000Z,"Whichever fan donates the most $$$to my StJude 
@WAMZCountryHAMZ
 Charity Softball game will win a free acoustic show this fall! Details TBA",nashville,0
395,2013-05-20T02:58:56.000Z,Apprentice spoiler next tweet!,nashville,0
0,2013-05-20T14:40:31.000Z,"I like when they ask you why ur doing all this ? And u respond by why not :D #king 
@MaximeChaya",beirut,0
1,2013-05-20T13:05:58.000Z,"""Long time ago people who sacrifice their sleep,family,laughter and other joys of life were called SAINTS
But now they are called STUDENTS!""",beirut,0
2,2013-05-19T03:42:35.000Z,"Less than a week left for the germans to rape london...Cant wait to see schweini lifting the cl cup in the heart of the English capital 
♡",beirut,0
3,2013-05-20T22:38:13.000Z,I dont wanna lose you now..im looking right at the other half of me...,beirut,0
4,2013-05-19T23:15:38.000Z,"Enjoying a cup of #tea at #raouchè with 
@fady_hage
 after a #luscious dinner at 
@zaatarwzeit
  #beirutnightlife #lool",beirut,0
5,2013-05-20T06:39:26.000Z,punis de cours lol 2 sequences a faire sur internet  nazareth,beirut,0
6,2013-05-20T04:08:46.000Z,I've had enough of this insipid routine.,beirut,0
7,2013-05-20T09:47:48.000Z,A baby's laughter is one of the most beautiful sounds you will ever hear. Unless it's 3am. And you're home alone. And you don't have a baby.,beirut,0
8,2013-05-19T10:16:30.000Z,I love how everyone start studying for the bac and im still chilling,beirut,0
9,2013-05-19T19:09:15.000Z,Amazing dance show #splash,beirut,0
10,2013-05-20T18:15:34.000Z,Cant waitt for scorpionss,beirut,0
11,2013-05-20T03:00:33.000Z,Remember when everyone on facebook made their status “can we pretend that airplanes in the night sky are like shooting stars” for 3 months.,beirut,0
12,2013-05-19T19:27:35.000Z,Silence is truly the most powerful scream.,beirut,0
13,2013-05-20T03:20:23.000Z,Is it... normal that I want to eat sunshine?,beirut,0
14,2013-05-19T14:26:23.000Z,"Washing bizr cuz they were too slaty, not a good idea. Now I have wet pants and soggy bizr in my sink. #finals #MyBrainIsFried",beirut,0
15,2013-05-20T05:29:22.000Z,"Up , omw to the gym , gonna start working on that beach body",beirut,0
16,2013-05-20T09:38:20.000Z,She's very cheap that's why she's looking for something cheap obviously!!!! #shopping,beirut,0
17,2013-05-19T20:05:08.000Z,I've hurt myself by hurting you,beirut,0
18,2013-05-19T12:27:28.000Z,"People who make a wish when it's 11:11 if you want something so bad, you can ask God. He's always available. Shou byeftah maktabo 3al 11:11?",beirut,0
19,2013-05-20T03:54:56.000Z,Sleep again now > anything else,beirut,0
58,2013-05-20T21:56:49.000Z,Walk with the dreamers..,beirut,0
59,2013-05-19T18:30:54.000Z,Hooligans,beirut,0
60,2013-05-20T14:59:55.000Z,"I don't care about whoever Byblos is getting, the Byblos Festival will never be the same without Slash!",beirut,0
61,2013-05-20T20:23:09.000Z,"Allegri when Milan were at the bottom: ""Judge the team in February."" 
In February we were thrid. 
#ThankYouAllegri",beirut,0
62,2013-05-19T08:01:28.000Z,"Tout le programme de physique-chimie et SVT pour mercredi. Accomplishments: nothing yet
Consequences: hibernating till may 30.",beirut,0
63,2013-05-20T19:04:58.000Z,Never trust a Game Master with a big smile,beirut,0
64,2013-05-19T18:59:07.000Z,At Paul #chillin ,beirut,0
65,2013-05-20T13:28:29.000Z,When a song brings up so much memories<<,beirut,0
66,2013-05-19T22:32:32.000Z,"On another note, i sneaked into the projector room of the cinema:D took a couple of pictures and had a small talk with the guy bat 35mm film",beirut,0
89,2013-05-20T15:27:32.000Z,I suffer for Tom Ford glasses. Blury but still wearing them and watching each step.. Spookyness,beirut,0
90,2013-05-20T13:39:40.000Z,Google shares have surged 16% over the past month. $GOOG,beirut,0
91,2013-05-20T20:22:29.000Z,I give up ,beirut,0
92,2013-05-20T12:39:46.000Z,"Thought love was dead, but now you're changing my mind",beirut,0
93,2013-05-20T16:29:00.000Z,Can Maroon 5 please come to Lebanon?!,beirut,0
116,2013-05-20T11:54:47.000Z,Nothing to do here,beirut,0
117,2013-05-20T19:48:55.000Z,I don't want to do this anymore.,beirut,0
118,2013-05-20T20:47:02.000Z,"My bed likes me It doesn't let me go in the morning
#sweetdreams",beirut,0
119,2013-05-19T12:11:03.000Z,"Waiting For 
@Splashlbci
 #Tonight !!",beirut,0
120,2013-05-20T03:16:30.000Z,I...My dreams made me not wake up from the alarm because I liked them too much.... and now I don't remember them. I hate that!,beirut,0
144,2013-05-20T21:11:20.000Z,Don't let your emotions make your decisions.,beirut,0
179,2013-05-20T11:38:57.000Z,Missing tpe,beirut,0
180,2013-05-20T13:15:55.000Z,"“@NadineKozma: I master the art of wasting time.” Chou Master , Doctorat. |  
 ",beirut,0
181,2013-05-19T12:38:36.000Z,"I wanna fly
Can you take me far away
Give me a star to reach for
Tell me what it takes
And I'll go so high
I'll go so high",beirut,0
182,2013-05-19T17:14:11.000Z,"Class: 1+1=2

Homework: 2x5=10

Test: If Greg has 6 apples and eats one, calculate how many muscles he used to eat the apple",beirut,0
183,2013-05-20T18:40:06.000Z,Hahahaaa yeees Aounitoo on mtv shou ha nedhak,beirut,0
184,2013-05-19T08:16:43.000Z,"Rafting, hiking, paragliding..wut else???? #goodtimes",beirut,0
185,2013-05-20T16:51:28.000Z,Sushi with dad!,beirut,0
186,2013-05-20T20:36:50.000Z,The problem is not the problem the problem is ur attitude about the problem,beirut,0
187,2013-05-20T07:32:43.000Z,Whats with this #Alitalia plane thats been flying over #Beirut at a very low altitude & refusing to land? is it hijacked? :O,beirut,0
188,2013-05-20T16:07:12.000Z,"357 down 8 more to go !! 
 @LamaChmayaa
 
Ps: i cried today because of carla bruni ! (Greaaaat...
)",beirut,0
189,2013-05-19T11:31:34.000Z,"""
@MJGharios
: This bac thing is slowly killing me"" c rien encore",beirut,0
211,2013-05-19T18:27:52.000Z,"“
@Malychef
: Love you #eminem” 
@YaraR7",beirut,0
212,2013-05-20T19:14:01.000Z,"""
@MarounSe
: #YouLostMeAt ""ma b7eb wassouf"""" i just lost u",beirut,0
213,2013-05-20T19:16:50.000Z,I have the most amazing man on earth by my side!!!,beirut,0
214,2013-05-20T15:40:47.000Z,"“
@adam_j666
: Are there *any* arguments against #equalmarriage that don’t boil down to “eewww, poofters”?” 

No. 

Via 
@K4tie_b04",beirut,0
235,2013-05-20T18:51:45.000Z,I love hiiiiiimmmmmmm,beirut,0
236,2013-05-20T17:27:39.000Z,"""@YaraYara1201: Hate everybody right now"" wouwww serna 2 haha",beirut,0
237,2013-05-20T12:13:15.000Z,"Everything has changed in an eye contact
♡",beirut,0
238,2013-05-20T17:05:32.000Z,I seriously miss the 'edrab' days...,beirut,0
239,2013-05-19T18:51:08.000Z,Cant wait abou salim ... ya rab to2ta3 3a kher :pp #splash #lbc,beirut,0
289,2013-05-20T18:05:02.000Z,"If you tweet about god or religion, you can bet your sweet Jesus loving ass that I'm gonna unfollow you",beirut,0
290,2013-05-20T12:25:09.000Z,What's up with those stupid gunmen in #TripoliLB .. Can't you just leave the citizens there alone for a while!! #longlivelebarmy,beirut,0
291,2013-05-19T19:36:03.000Z,Splash? More like Smash,beirut,0
292,2013-05-20T12:15:57.000Z,"Happy birthday hbbbb
 @stephanegedeon",beirut,0
293,2013-05-20T21:44:51.000Z,"I still owe 
@cynthiasmilan
 sushi diner>.> :( all she has to do is pick a date:D:P(hopefully it won’t conflict with any of my projects/exams)",beirut,0
294,2013-05-19T13:32:22.000Z,Everyone cares when its too late,beirut,0
295,2013-05-20T21:09:04.000Z,Never give up on what you love,beirut,0
296,2013-05-19T15:58:24.000Z,I miss how happy I used to be when I was a little kid,beirut,0
297,2013-05-20T15:27:52.000Z,Too much love will kill you,beirut,0
298,2013-05-20T07:58:10.000Z,"4 more geo lesson to go 
 cant handle studying more ntafaa albeeeeee :((((",beirut,0
299,2013-05-20T19:46:35.000Z,Concentration = 0,beirut,0
300,2013-05-20T21:13:48.000Z,"When it is started to be harder ..
Start to be stronger",beirut,0
301,2013-05-20T14:26:14.000Z,"#nolefam In Rolland Garros ... in ◆2010 quarterfinal ◆2011semifinal◆2012final and hopefully 2013 championn 
 @DjokerNole",beirut,0
302,2013-05-19T20:45:07.000Z,"nice job 
@MaguyBouGhosn
 @Tareksoueid",beirut,0
325,2013-05-20T12:07:54.000Z,Counting days...,beirut,0
326,2013-05-20T18:32:30.000Z,"Love him a lot 
@18Rawad",beirut,0
327,2013-05-20T19:33:08.000Z,Nighty Loves,beirut,0
328,2013-05-20T17:34:14.000Z,"#the_great_gatsby .. 
@GCLebanon
  I loved the movie .. Thumbs up",beirut,0
329,2013-05-19T15:59:24.000Z,"Let's trend this #JLOVE!Rs : #JLoOnBBMA. But I need some help!! 
@JLoversGermany
 @Jlo_number1_fan @JLoSongs 
@JLo_isMyLife",beirut,0
353,2013-05-20T12:33:53.000Z,"Happy bday hbbb 
@stephanegedeon",beirut,0
387,2013-05-20T14:50:30.000Z,Im a CSI member : Cant Stand Idiots :'),beirut,0
388,2013-05-20T17:54:58.000Z,"Don't miss tonight #comikaze on 
@LBC_Group
 with 
@ReineSabty",beirut,0
389,2013-05-20T21:22:16.000Z,"-""Min Lana Del Rey khayye? She sucks!""

Goes to her concert on July 10th.",beirut,0
390,2013-05-19T19:16:03.000Z,"Just Finished the Last Fittings of 
@myriamfares
 Looks for #kifakenta New #musicvideo . So exited for the shooting tomorrow ",beirut,0
