,date,contents,city,city_in_disaster
153,2020-12-24T07:12:04.000Z,"Nearly finished the script for part 2 of my current video series, starting to worry I might need to make myself read Douglas Murray as part of the research for part 3. Not right now though because can you imagine a worse way to spend Christmas?",christchurch,0
154,2020-12-25T23:28:54.000Z,"i was gonna buy Minecraft Dungeons for my nephew for christmas but decided not to bc i wasn’t sure if he would like it, but he saw it on my xbox on christmas eve and wanted to play it and now he won’t stop bugging me to play it with him lmao. fail. ",christchurch,0
155,2020-12-24T20:52:08.000Z,"Thanks for the birthday wishes Twitterers you're saving lives here 
 (my family are so far doing infinitely better than usual, so all my social media whining might have driven the point home lololol)",christchurch,0
156,2020-12-24T18:23:34.000Z,"Merry Christmas yall, time to get TURNT",christchurch,0
157,2020-12-25T22:07:44.000Z,"11am, back into bed I go",christchurch,0
158,2020-12-25T08:31:15.000Z,Time to eat turkey number two,christchurch,0
159,2020-12-25T21:57:02.000Z,"“Conquest of Paradise” playing as the 
@BLACKCAPS
 walk out 
Taking some of that 
@crusadersrugby
 championship winning spirit with them ",christchurch,0
160,2020-12-24T07:04:47.000Z,"I really like 
@Hbomberguy
's new beard",christchurch,0
161,2020-12-25T21:12:32.000Z,"i just remembered i used to regularly visit deviantart years ago and it was one of the most friendly and welcoming online communities that i’ve ever seen, and even tho my art was super shitty everyone was just so kind. i wonder if it’s still like that now. lol probably not huh.",christchurch,0
0,2020-12-25T03:29:41.000Z,"Someone up there knew I needed some snow flurries on #ChristmasEve2020 after this year. 
 ",nashville,1
1,2020-12-25T18:58:22.000Z,Word on the street it was mud,nashville,1
2,2020-12-25T21:44:38.000Z,Not me still slingin lattes during a literal terrorist attack this morning ,nashville,1
3,2020-12-25T15:41:14.000Z,This Sunday has to be for the City #Titans,nashville,1
4,2020-12-25T21:11:54.000Z,"Thank you to 
@MNPDNashville
 and 
@NashvilleFD
 for your extra hard work today and the days to come.",nashville,1
5,2020-12-25T05:46:07.000Z,This carti album is the cyberpunk of music,nashville,1
6,2020-12-25T16:10:06.000Z,A Christmas Bombing? Yeah 2020 not letting up,nashville,1
7,2020-12-25T16:51:07.000Z,"If you lived in Nashville in 2020, you may be entitled to financial compensation. Good lord.",nashville,1
8,2020-12-25T14:47:19.000Z,Three people transported to hospital from explosion so far. Police had their Hazardous Device Unit on the way to check the suspicious RV out when it exploded.,nashville,1
9,2020-12-25T16:26:59.000Z,The images from the 2nd Ave explosion are horrifying. Stay safe today,nashville,1
10,2020-12-24T03:57:07.000Z,House of Payne love dragging a scene out for 3 years,nashville,1
11,2020-12-25T07:51:43.000Z,Not my baby cousin complaining on the gifts Santa got  her when she had 12 boxes under the tree during a pandemic.... I always said I wouldn’t spank my kids but I understand the temptation.,nashville,1
12,2020-12-25T22:30:28.000Z,Merry Christmas everyone!,nashville,1
13,2020-12-25T15:36:33.000Z,God please be with Nashville and anyone effected or harmed. Please bring this country peace to end this crazy year.,nashville,1
14,2020-12-25T16:50:15.000Z,You already know when your parents hit you with the “wait I gotta go grab your last present” it’s finna be DANK,nashville,1
15,2020-12-25T21:46:27.000Z,"Hey all, I’m totally safe but the explosion in Nashville today apparently is affecting cell service, so if you’ve tried to call or text for any reason and can’t get me, that’s why. Anywho murry chrimbus",nashville,1
16,2020-12-25T18:20:13.000Z,"Is anybody else extremely disturbed by what happened in Nashville today? Like merry Christmas y’all, but I can’t really think about anything else.",nashville,1
17,2020-12-25T16:06:24.000Z,I’ve been getting a lot of texts and calls his morning so I’m just going to let everyone know that yes I felt the explosion (I’m only a few miles away) and yes I’m okay. I’m shocked and saddened to see this happen to my city #nashvillestrong,nashville,1
18,2020-12-25T16:35:58.000Z,Grown up Christmas is so fun...4th mimosa down :),nashville,1
38,2020-12-24T04:00:59.000Z,the dangerous summer really had it when they put out reach for the sun. truly an album I can listen to front to back 11 years later,nashville,1
69,2020-12-25T13:15:43.000Z,"JESUS IS THE 
#MerryChristmas",nashville,1
70,2020-12-25T13:42:51.000Z,Heavy police and fire presence and large scale damage reported following an explosion in Downtown Nashville that seemed to originate from an RV. No injuries have been reported.,nashville,1
71,2020-12-25T23:48:27.000Z,"We were spared any damage from the #nashvillebombing. We live about 1/2 mile from there. We have lost internet, TV & cell service, so we have no contact with the outside world. We just drove to a coffee shop, parked in front & got WIFI. Is this real life? Merry Christmas!",nashville,1
72,2020-12-25T18:53:54.000Z,Sad scene in our wonderful downtown. BUT..... I have no doubt we will be #nashvillestrong,nashville,1
73,2020-12-25T14:00:44.000Z,"Merry Christmas 
 to all of you. As rough as 2020 has been, we all need to say a word of thanks to the front-line workers who have truly been angels. The sports fan in me looks forward to getting to watch 
 in person again soon. God bless all of you.",nashville,1
74,2020-12-25T14:02:42.000Z,Hope everyone who lives in downtown #Nashville is safe on this #Christmas morning. ,nashville,1
75,2020-12-25T14:28:30.000Z,Nashville really been going through all year.,nashville,1
76,2020-12-25T22:43:34.000Z,"Here I am sitting in an McDonald’s parking lot, using their free WiFi because all AT&T cell & internet is down in my area. Merry Christmas",nashville,1
77,2020-12-25T16:22:06.000Z,"Between the spring tornado, Covid, and now this (probable) act of terrorism...

Nashville needs a lot of prayers for 2021. Really praying nobody is seriously hurt. 

Honestly, thankful this happened so early and not when most would be out. 

We are #NashvilleStrong",nashville,1
78,2020-12-25T14:20:14.000Z,"Safe here in #Nashville, hoping this was all an accident. Check on your Nashville friends!",nashville,1
97,2020-12-25T19:47:16.000Z,"A huge thank you to all the MNPD, FBI and first responders who are downtown today dealing with a very scary situation in frigid weather. Thankful for selfless people who are giving their time on a holiday for our city.",nashville,1
98,2020-12-25T19:00:08.000Z,Just want to write..I've been getting a lot of DMs asking if we are ok. I live in the Nashville area. The explosion is about 20 minutes away.  We are fine here. Thank you to all expressing concern.,nashville,1
99,2020-12-25T17:44:19.000Z,"my toddler got a fisher price hoop and i promptly dunked on him and then stepped over him as he lie on the carpet, dumbfounded am I doing #Christmas right",nashville,1
117,2020-12-25T18:33:59.000Z,"If you're having trouble tuning out all the noise and bad stuff happening in the world right now, I highly suggest watching Pixar's new #SoulMovie. It's a beautiful reminder that sometimes life is about the little things, and we all need to stop and appreciate them more. ",nashville,1
118,2020-12-25T15:16:11.000Z,"At 6:32 Christmas morning, 
@MNPDNashville
 and 
@NashvilleFD
 responded to the scene of an explosion on 2nd Ave, approximately one block north of Broadway. Metro Police confirm the source of the explosion came from a vehicle.",nashville,1
119,2020-12-25T14:50:31.000Z,2nd ave is destroyed ,nashville,1
136,2020-12-24T13:17:18.000Z,"2020 has been maybe the toughest year we’ve all endured. As we get ready to celebrate Christmas, let’s also look ahead. There is light at the end of the tunnel. Millions will be getting the vaccine soon and hopefully by spring things will look better. That’s what I’m praying for.",nashville,1
137,2020-12-25T21:11:46.000Z,"Guys it’s been a rough year and honestly a rough Christmas for those of us in Nashville.  How about some positivity on the timeline?

Show off your favorite Christmas gift you got (or gave) this year:",nashville,1
138,2020-12-25T12:45:23.000Z,Merry Christmas to everybody ,nashville,1
155,2020-12-25T21:00:01.000Z,2020 might go down in the history books for all the bullshit that took place,nashville,1
197,2020-12-25T20:10:39.000Z,can’t believe I’m famous now wow I couldn’t have done this without you guys thank you so much to all my day one instagram followers it means the world,nashville,1
198,2020-12-25T13:39:33.000Z,"So greatful for 
@NashvilleFD
 @MNPDNashville
 courageous response in downtown this morning.",nashville,1
199,2020-12-25T17:06:09.000Z,"2020 has been a witch in Nashville...March Tornado tore through, Covid devastating, now this bombing downtown.  We must #KeepTheFaith. #GidIsStillOnHisThrone",nashville,1
200,2020-12-25T16:44:35.000Z,"Our department is assisting local, state and federal partners in the investigation into the explosion in downtown Nashville this morning.

Our thoughts are with all who were affected and we thank first responders for their quick action.",nashville,1
201,2020-12-25T15:10:00.000Z,"A freaking bomb. 

Merry Christmas to everyone in the year that keeps on giving.",nashville,1
202,2020-12-24T15:17:05.000Z,pet peeve is when people say Xmas. It’s CHRISTmas for a very good reason ,nashville,1
203,2020-12-24T17:31:51.000Z,in the mood to crush back to back to back charcuterie boards.,nashville,1
204,2020-12-24T15:31:27.000Z,You ever just roll over mid sleep and bonk your head on the wall,nashville,1
205,2020-12-24T22:29:25.000Z,"“But the angel said to them, ‘Do not be afraid. I bring you good news that will cause great joy for all the people. Today in the town of David a Savior has been born to you; he is the Messiah, the Lord.’” Luke 2:10-11 ",nashville,1
206,2020-12-24T16:38:08.000Z,I was just scowled at i know this food finna buss,nashville,1
207,2020-12-25T18:54:33.000Z,"Merry Christmas everyone! I know with the pandemic this isn't the holiday we're all used to but I hope everyone can find a moment of joy and relaxation, if even just for today.

I'll be back tomorrow and show y'all the new Nioh 2 build I've been hard at work on!",nashville,1
225,2020-12-25T04:12:09.000Z,next year i’m gone make it to the matching pajamas stage ,nashville,1
226,2020-12-25T17:55:12.000Z,"I woke up to 7,000 random followers on Instagram today and it’s still going up and it sucks so insanely bad",nashville,1
227,2020-12-25T07:00:33.000Z,"Just finished listening to WLR, currently lost for words man, crying real tears carti bro, this is quite possibly, quite literally, sincerely, the worst possible music I have ever heard. My ears are dripping with blood, currently on my way to the emergency room on Christmas Day.l",nashville,1
228,2020-12-25T04:57:43.000Z,"To everyone who aren’t able to be with their loved ones this year, Merry Christmas 
 
For EVERYONE who’s struggling mentally with life right now, know that there’s amazing streamers to lift your spirits! You just need to get on Twitch! Merry Christmas ",nashville,1
247,2020-12-25T17:17:32.000Z,"Dad and I drove down Broadway, a mile from the site of the #NashvilleExplosion at 7am, about 45 mins after.

I kept wondering, “Why so many emergency vehicles.”
 

We’re safe & sound, 2.5 miles up the road. Thankful there are no reported deaths.

#nashvillestrong #Nashville",nashville,1
248,2020-12-25T19:34:01.000Z,Just experienced the AT&T outage y’all were talking about.,nashville,1
249,2020-12-25T16:10:05.000Z,"Hey friends, Happy Holidays to everyone. We’re ok. There have only been 3 non-critical injuries from the “explosion,” downtown. We felt it all the way in East and it was pretty scary. We love all of you, stay safe and please keep Nashville in your thoughts.  #Nashvillestrong ￼",nashville,1
267,2020-12-25T21:11:04.000Z,"Bless you, Jill, William and Darius at the 
@Fly_Nashville
 @SouthwestAir
 counter, for rerouting us when our flight was delayed today.",nashville,1
268,2020-12-25T02:45:47.000Z,"Wanna say MERRY CHRISTMAS to ALL my Oregon and 
@trailblazers
 friends! 
@RipCityGeneral
 @KristenKerbaugh
 @ChadinRipCity
 @travisdemers
 @L_Hurd
 @DannyMarang
 @joesimonssays
 @brookeolzendam
 @CBurkhardtNBCS",nashville,1
0,2020-12-25T03:22:16.000Z,"A friend wrote:
Before you laugh at kids who still believe in santa .Remember there are adults who still believe in Nikol Pashinyan 
#Armenia #politics",beirut,0
1,2020-12-24T18:20:58.000Z,To the people who lost their loved ones and to those who are still suffering physically and emotionally from the Beirut blast and from COVID-19! You are the true heroes! Merry Christmas ,beirut,0
2,2020-12-24T18:19:34.000Z,Whos Mary Joanna and why is she stoning people,beirut,0
3,2020-12-24T07:34:34.000Z,"O+ blood units are needed for souhayla itani at Al Rassoul Hospital 
If you can donate or know anyone who can, please contact:
70-545017 or 71-917159",beirut,0
4,2020-12-25T09:53:55.000Z,"#Gratitude , #love and #Positivity should be an on going mindset and not just a seasonal trend
Merry Christmas Everyone!
#Christmas #MerryChristmas #Thankful",beirut,0
5,2020-12-24T22:15:09.000Z,#MerryChristmas to everyone except #Lebanese posting #instagram stories of the food on their tables for diner while many cannot afford to buy bread this year. Lebanese sick stupid show off. Go help and donate instead ! #ميلاد_مجيد #عيد_الميلاد #ميلاد_السيد_يسوع_المسيح #لبنان #,beirut,0
6,2020-12-24T10:30:38.000Z,Christmas and traffic jams are a better duo than peanut butter and jelly.,beirut,0
7,2020-12-24T11:53:17.000Z,"Celebrate the #holidays this year safely and take good care of the people you love, your family, and friends. Never forget that the true spirit of #Christmas lies in your heart.",beirut,0
8,2020-12-24T21:28:52.000Z,"It's almost #Christmas and yet no fight in my neighborhood. Guess the #financialcrisis hit hard the alcohol market this year. 
#Achrafieh",beirut,0
9,2020-12-25T08:30:07.000Z,"A slightly different #Christmas in #Beirut, away from friends and family, but sunbathing on my terrace. 

Wishing everyone a very merry and sunny  Christmas! 
 ",beirut,0
10,2020-12-25T12:14:07.000Z,Call me old fashioned but a moment as personal and intimate as a mother reunited with her expat son shouldn’t be shared on social media for likes and comments,beirut,0
11,2020-12-24T15:59:26.000Z,"Needless to remind you that a lot of people cannot celebrate Christmas this year, some have lost loved ones, some don’t even have the means to do so..so spare us photos of the feast or the blast you’re having. Merry Christmas 
 #Beirut",beirut,0
12,2020-12-25T22:05:49.000Z,"And also, I SHOWED MOM BTS CONCERT SAUDI AND AS SOON AS SHE SAW JIMIN WAS LAUGHING AND GUESS WHAT SHE SAID??? Ya he’s cute “ she giggled “ ok ok ok my heart fluttered after hearing that
Ya allah i wish i recorded her sniiiffff",beirut,0
13,2020-12-24T17:41:56.000Z,"Hearing her speak her languages is such a turn on ! I mean she calls and continue her conv with others .. but her voice, oh God",beirut,0
14,2020-12-24T06:24:11.000Z,It is the most wonderful MORNING of the year ,beirut,0
15,2020-12-25T23:35:23.000Z,Are we going to ignore the fact that next year will literally be telling us that 2020 one?,beirut,0
32,2020-12-25T11:07:14.000Z,Is there anything better than ugly Christmas sweaters on a Christmas Morning?? ,beirut,0
33,2020-12-25T17:21:20.000Z,Badde medium rare steak and scotch at a nice restaurant,beirut,0
34,2020-12-24T17:51:09.000Z,"MERRY CHRISTMAS EVERYONE 
WISHHH YOUUU ONLY HAPPINESS, SUCCESS AND PROSPERITY ",beirut,0
35,2020-12-25T09:49:52.000Z,Sometimes to stay alive you've gotta kill your mind,beirut,0
69,2020-12-25T08:42:15.000Z,"u cant even social distance in lebanon, people think you’re letting them pass in front of you",beirut,0
70,2020-12-25T23:03:03.000Z,HOT HOT HOT ,beirut,0
71,2020-12-25T20:01:21.000Z,#كان_عاما_مليئا_ب giveaways,beirut,0
72,2020-12-24T00:09:20.000Z,Insomnia,beirut,0
73,2020-12-25T12:42:02.000Z,HOW DO YOU DRINK ALCOHOL ,beirut,0
74,2020-12-24T21:47:31.000Z,Happy Birthday #QuaideAzam,beirut,0
75,2020-12-25T22:46:33.000Z,they always come back,beirut,0
76,2020-12-25T23:21:26.000Z,Guys I’m drunk stafido,beirut,0
77,2020-12-24T22:12:00.000Z,Wishing you a very Merry #Christmas,beirut,0
78,2020-12-25T23:56:47.000Z,Toast to all the families who have lost a love one this year due to COVID&4th of August in the LEBANON. This is for you. Thinking of you all ,beirut,0
100,2020-12-24T08:29:02.000Z,"May the spirit of tolerance and acceptance of the other reign on our world. 
May God bring peace, joy and health upon you, my friends, family and aqaintances, and your families.
Merry Christmas 
  
And peace on ",beirut,0
101,2020-12-25T15:04:25.000Z,Coffeeeeee>>>,beirut,0
102,2020-12-25T21:02:26.000Z,Spending my new years alone in quarantine.,beirut,0
103,2020-12-25T19:18:33.000Z,third meal today ,beirut,0
125,2020-12-25T23:10:18.000Z,I mean hal vacation is stress physically bhad zeta...,beirut,0
126,2020-12-25T20:31:49.000Z,I love how my female friends are “2ad 100 rejjel”. They take care of me spectacularly. I love them. #BeirutBlast,beirut,0
127,2020-12-25T08:33:58.000Z,Balasho l broadcasts ,beirut,0
128,2020-12-24T22:45:03.000Z,"Were those Israeli jets? They were so close, I saw 4. The whole building shook as they passed by ",beirut,0
150,2020-12-24T10:05:17.000Z,"Waking up to Milan twitter 
 

Top of the table, undefeated, good morning 
Forza Milan ",beirut,0
151,2020-12-24T22:43:22.000Z,". 
@LBpresidency
 did you just fart or was that another airplane? Seriously. Scaring people on Christmas eve?! #beirut",beirut,0
202,2020-12-25T20:56:35.000Z,"#كان_عاما_مليئا_ب 
 tammena positive aw negative?!",beirut,0
203,2020-12-24T12:45:11.000Z,"May this Christmas brings us peace, good health, happiness, and prosperity and May the New Year 2021 brings an end to this horrible Pandemic and May we find Resolution to our Political and Economic crisis .
A blessed festive season to all! 
#MerryChristmas2020 #Lebanon",beirut,0
204,2020-12-25T09:31:08.000Z,"Stuff like ehm ""Why Animesexuals should be part of the LGBTQ+ Community (a thread)"" and ""Why Gunsexuals should be part of the LGBTQ+ Community (a thread)"" really just hinders and slows down the acceptance of the LGBTQ+ community and these ""communities"" themselves by others",beirut,0
205,2020-12-25T20:45:14.000Z,"The only texts and affection I’m getting this Christmas is from the food delivery guy yalla wasel
 #Tekram3yunik ",beirut,0
206,2020-12-25T19:52:44.000Z,#كان_عاما_مليئا_ب pair impair,beirut,0
207,2020-12-24T22:14:00.000Z,"May the birth of the Christ bring you Joy, Health and Peace 
#MerryChristmas ",beirut,0
208,2020-12-25T09:13:47.000Z,"If someone makes an effort to stay and be there for you no matter how fucked up you are, those are truly the ones you need in your life
 #Good_Morning",beirut,0
209,2020-12-24T10:38:32.000Z,"Merry Christmas 
 to all of you 
 
Enjoy it ",beirut,0
210,2020-12-25T19:42:25.000Z,sorry bas aam chouf ktir videos la aalam aam taamil l vaccin w ma hada aam yaamil aspiration abel l injection w i feel like everything ive learned at uni was a lie?,beirut,0
211,2020-12-25T14:55:40.000Z,all i want for Christmas is you.... r credit card number,beirut,0
212,2020-12-24T22:06:15.000Z,edes nos leil is canceled bcz abouna hanna has corolla akh I won ,beirut,0
213,2020-12-25T12:13:59.000Z,My girlfriend looked so effortlessly gorgeous yesterday like wtf how why teach me,beirut,0
214,2020-12-25T05:42:55.000Z,"I wish you all a Merry Christmas! May it bring peace, health and brighter days to everyone ",beirut,0
215,2020-12-25T10:34:04.000Z,#Lebanon health minister says passenger who arrived to Lebanon from the #UK on Dec 21 tested positive for new #COVID19 strain - - the first such infection in the country. #MerryChristmas,beirut,0
216,2020-12-25T20:03:10.000Z,#كان_عاما_مليئا_ب price plz,beirut,0
217,2020-12-24T16:08:02.000Z,"Merry Christmas everyone, God Bless you all and your loved ones! ",beirut,0
218,2020-12-25T14:55:32.000Z,I barely know anyone who shares the same music taste as I do.,beirut,0
238,2020-12-24T21:10:51.000Z,"don’t get a new phone, it’s a trap so that you become the family photographer",beirut,0
239,2020-12-24T20:35:01.000Z,". 
@LBpresidency
 no merry Christmas to you. Go blow yourself up. 
Thank you 
@LBCILebanon
 and 
@mtvlebanon
 for the special shows",beirut,0
240,2020-12-24T17:16:04.000Z,"Sending love to anyone who’s not in the holiday spirit this year,to anyone who’s alone isolated from his family, anyone mourning the loss of a loved one, anyone who’s working today.. we’re all in this together
 #MerryChristmas2020 #Christmas",beirut,0
286,2020-12-25T15:57:08.000Z,"My eyes are recovering and honestly i never knew that humans see like this. It feels like i used to see in 1080 p and now its 8 K resolution. I’m seeing details that i never saw since 25 years.
Honestly that LASIK operation changed my life ",beirut,0
287,2020-12-25T20:37:08.000Z,"is ""i have finals i need to study"" not a good enough excuse bro?",beirut,0
288,2020-12-24T23:40:56.000Z,"So #Israel just fired missiles on the Masyaf area in the #Syrian province of #Hama, according to 
@SanaAjel
 in what 
@syriahr
 called an attack on positions of pro-regime forces & #Iran-backed militias. Warplanes were heard over #Lebanon shortly before.  Yeah... #MerryChristmas",beirut,0
289,2020-12-24T18:24:22.000Z,drinking hot chocolate and wine in bed watching the office waiting for my friend to come to continue doing exactly that,beirut,0
290,2020-12-24T08:59:28.000Z,wow i realized that i changed my whatsapp number to the US one now I won’t be getting christmas broadcasts anymore,beirut,0
291,2020-12-24T09:24:22.000Z,It's weird that only apocalyptic movies can sooth and relax me lol,beirut,0
292,2020-12-24T21:09:06.000Z,I ate too much and im drunk mish 2eder emshe,beirut,0
293,2020-12-24T15:54:43.000Z,"my messages tonight : 
""merry christmas
 - bc
""",beirut,0
294,2020-12-25T02:45:22.000Z,"Spending Christmas eve  when your sister is far away  and in another country, sucks.",beirut,0
295,2020-12-24T15:27:55.000Z,"It’s that time of the year when I watch every single video I can find about my sign 
 knowing damn well it’ll be a shitty one anyway #HOROSCOPES",beirut,0
296,2020-12-25T09:28:24.000Z,Goodmorningggg,beirut,0
297,2020-12-24T16:36:36.000Z,"Everyday, but especially today, I miss the few empty seats on our table.
To everyone struggling with the loss of a loved one this holiday season, know that grief doesn't have an expiry date. 
May you find your loved ones in little things around you ",beirut,0
298,2020-12-24T16:32:43.000Z,"Heyyyy lovely tweeps, i've been off for a couple of days but im back!
I want to wish a MERRY CHRISTMAS and better days to come
Love you",beirut,0
319,2020-12-24T19:02:47.000Z,Why does it feel like our first date?,beirut,0
320,2020-12-25T00:01:01.000Z,"Many #Lebanese heard low altitude fighter jets overflights tonight.
Seems #Israeli planes were heading for a severe raid on #Syria’s regime positions in Mesyaf (#Hama province) -where several #Iranian assets are also located.",beirut,0
321,2020-12-24T17:25:52.000Z,"Everything is perfect 
 Merry Christmas everyone ",beirut,0
322,2020-12-25T09:16:16.000Z,"#Lebanese banks with branches in Cyprus affected by the central bank decision to transfer the equivalent of all their deposits to its own accounts
•Bank of Beirut
•BankMed
•Banque BEMO
•BBAC
•BLOM Bank
•Byblos Bank
•Credit Libanais
•IBL Bank
•LGB",beirut,0
342,2020-12-24T05:39:13.000Z,"Drink water

Good morning",beirut,0
343,2020-12-24T20:54:08.000Z,IM@SO DEUNK I HATE IT HEREEEEDHXJDND,beirut,0
361,2020-12-24T20:19:36.000Z,"Christmas eve
pjs",beirut,0
386,2020-12-24T22:46:47.000Z,"Santa is visiting in jets this year 
#Beirut",beirut,0
387,2020-12-24T15:27:56.000Z,"a guy went up to me today and asked me if i recognized him from insta/tinder w al we used to talk
went through our convo, HE used to talk to ME i didn’t reply 
tf kind of delusions do men have walaw",beirut,0
388,2020-12-24T10:11:52.000Z,"Each year on Christmas i remind myself that i am grateful for having such a supportive family, and my thoughts are always with those who are struggling with something or who have lost someone, specially this year... Brighter days will come for sure.",beirut,0
389,2020-12-25T06:30:47.000Z,"2020 has been tough on humanity. A year that took us back to basics. It is during tough times that we realize what is essential for our happiness, who matters to us and to whom we matter, all valuable lessons .So cheers 
  to 2021, hoping to do good use  of what 2020 taught us.",beirut,0
390,2020-12-25T22:38:32.000Z,Omg a4 lead single in 6 days???,beirut,0
391,2020-12-24T19:24:02.000Z,Merry Christmas everyone !!!,beirut,0
392,2020-12-25T22:10:33.000Z,"Keep that in mind, you should never date someone who’s a tweep. ",beirut,0
393,2020-12-25T09:41:38.000Z,Wikihow to unsee ugly nudes ,beirut,0
394,2020-12-24T22:04:38.000Z,Death brings balance,beirut,0
395,2020-12-25T22:18:44.000Z,watching the polar express at my big age,beirut,0
396,2020-12-25T14:04:22.000Z,not yesterday being one of the most beautiful days of my life,beirut,0
397,2020-12-24T18:19:38.000Z,"""we work in the dark to serve the light"" ",beirut,0
0,2020-12-25T16:38:54.000Z,"i had ONE (1) prolonged sylvia plath phase in high school and will, as a result, receive a plath-adjacent book for christmas every year of my life",atlanta,0
1,2020-12-25T08:28:22.000Z,cant wait till i RKO someone in the pit during New Tank,atlanta,0
2,2020-12-25T15:54:31.000Z,mr potter from it’s a wonderful life is very much giving me insider trading georgia sitting senator vibes,atlanta,0
3,2020-12-25T17:17:01.000Z,"Merry Christmas Palace fans near and far 
 have a good one! For those at home, stay safe and for those in the US, enjoy your families 
 #CPFC",atlanta,0
4,2020-12-25T18:04:54.000Z,"Me: U round? 

Plug: we opening presents rn bruh

Me: yeah that’s me collecting the gift wrap in the trash bag",atlanta,0
5,2020-12-25T15:35:29.000Z,"Happy birthday Jesus, and Merry Christmas to all!",atlanta,0
6,2020-12-25T18:11:09.000Z,I always love to see the couples pictures on holidays. ,atlanta,0
7,2020-12-25T20:37:08.000Z,Blessed to be 22,atlanta,0
8,2020-12-25T16:51:27.000Z,Prayers up for Nashville ,atlanta,0
9,2020-12-25T15:36:39.000Z,Hope all my Nashville Peeps are safe today,atlanta,0
10,2020-12-25T17:16:49.000Z,Watching everybody open gifts and post pictures really warms my heart,atlanta,0
11,2020-12-25T15:05:31.000Z,happy holidays to black people only,atlanta,0
12,2020-12-25T19:33:16.000Z,"Christmas 2020 is weak Af, but we’re gonna make it through this.

Feels like nothing, it’s just muscle memory right now.",atlanta,0
13,2020-12-25T18:28:29.000Z,Aye kids be mad ASF when they unwrap the gift and it’s clothes,atlanta,0
14,2020-12-25T14:00:37.000Z,Currently Watching Ma Rainey’s Black Bottom on Netflix. It’s  pretty good so far but looking at Chadwick Bozeman has me in tears. You can tell his sickness was affecting his appearance...,atlanta,0
15,2020-12-25T17:13:24.000Z,I think my girlfriend got me a Lamb Truck ,atlanta,0
16,2020-12-25T21:38:46.000Z,Holidays are only special once you have someone & your own family.,atlanta,0
17,2020-12-25T13:37:32.000Z,"Life fails to be perfect but never fails to be beautiful.
#MerryChristmas2020 ",atlanta,0
36,2020-12-25T17:33:32.000Z,"Merry Christmas to everybody 
 !!! Hope y’all day is nothing but love and positive energy!!",atlanta,0
